,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,10500.0,10500.0,10500.0,10500.0,10500.0,9500.0,10500.0,10500.0,10500.0,9500.0
2,11025.0,9975.0,9975.0,9975.0,11025.0,9025.0,9975.0,11025.0,9975.0,9975.0
3,11576.25,10473.75,10473.75,9476.25,10473.75,8573.75,9476.25,11576.25,9476.25,9476.25
4,12155.0625,10997.4375,10997.4375,9002.4375,10997.4375,8145.0625,9950.0625,12155.0625,9950.0625,9002.4375
5,12762.815625,11547.309375,11547.309375,9452.559375,10447.565625,8552.315625,9452.559375,12762.815625,10447.565625,9452.559375
6,13400.95640625,10969.94390625,10969.94390625,9925.18734375,10969.943906249999,8979.93140625,8979.931406250002,12124.67484375,9925.18734375,9925.18734375
7,12730.908585937499,11518.441101562501,11518.441101562501,10421.4467109375,11518.4411015625,8530.9348359375,8530.934835937502,11518.4411015625,9428.9279765625,9428.9279765625
8,12094.363156640624,12094.363156640626,10942.519046484376,9900.374375390626,12094.363156640624,8104.388094140625,8104.388094140627,10942.519046484374,8957.481577734376,9900.374375390624
9,12699.081314472654,12699.081314472656,10395.393094160157,9405.355656621094,11489.644998808593,8509.607498847656,7699.168689433595,10395.393094160156,8509.607498847658,9405.355656621092
10,12064.127248749022,12064.127248749024,9875.623439452149,8935.087873790038,10915.162748868164,8084.127123905273,8084.127123905275,10915.162748868164,8084.127123905275,8935.087873790037
11,12667.333611186474,12667.333611186476,9381.842267479542,8488.333480100537,11460.920886311573,7679.920767710009,7679.920767710011,11460.920886311573,8488.333480100539,9381.842267479538
12,13300.700291745798,12033.966930627152,8912.750154105564,8912.750154105564,10887.874841995994,7295.924729324509,8063.916806095512,12033.966930627152,8063.916806095512,8912.75015410556
13,12635.665277158507,12635.665277158509,9358.387661810842,8467.112646400286,10343.481099896195,7660.720965790734,8467.112646400288,12635.665277158509,8467.112646400288,8467.112646400283
14,13267.448541016433,13267.448541016434,8890.4682787203,8890.4682787203,9826.307044901385,7277.684917501198,8890.468278720302,13267.448541016434,8890.468278720302,8890.468278720296
15,13930.820968067253,13930.820968067255,8445.944864784286,8445.944864784286,10317.622397146453,7641.569163376257,9334.991692656316,13930.820968067255,8445.944864784287,8445.944864784282
16,14627.362016470615,14627.362016470619,8868.2421080235,8868.2421080235,9801.741277289131,8023.64762154507,9801.741277289133,14627.362016470619,8023.647621545073,8868.242108023496
17,13895.993915647085,13895.993915647088,9311.654213424676,8424.830002622324,9311.654213424674,8424.830002622324,10291.82834115359,13895.993915647088,8424.830002622326,9311.65421342467
18,13201.19421986473,13201.194219864734,9777.236924095909,8003.588502491208,8846.07150275344,8003.588502491208,10806.41975821127,13201.194219864734,8846.071502753442,9777.236924095903
19,12541.134508871493,13861.25393085797,10266.098770300705,7603.409077366648,9288.375077891113,7603.409077366648,11346.740746121834,12541.134508871497,8403.76792761577,9288.375077891109
20,13168.191234315069,13168.191234315073,9752.79383178567,7223.238623498315,9752.793831785668,7223.238623498315,11914.077783427925,13168.191234315073,7983.579531234982,9752.793831785664
21,12509.781672599316,12509.781672599318,9265.154140196386,6862.0766923234,10240.433523374952,7584.4005546732305,12509.781672599322,12509.781672599318,7584.400554673233,10240.433523374948
22,13135.270756229282,11884.292588969352,9728.411847206205,6518.972857707229,10752.4551995437,7963.620582406892,13135.270756229287,13135.270756229284,7963.620582406895,10752.455199543696
23,13792.034294040746,11290.077959520884,10214.832439566515,6193.024214821868,11290.077959520884,7565.439553286547,13792.034294040752,13792.034294040748,7565.43955328655,10214.832439566511
24,13102.432579338709,10725.57406154484,10725.574061544841,5883.373004080774,10725.57406154484,7943.7115309508745,13102.432579338714,13102.43257933871,7943.711530950877,10725.574061544838
25,12447.310950371773,11261.852764622081,10189.2953584676,5589.204353876736,10189.295358467598,7546.525954403331,13757.55420830565,13757.554208305646,7546.525954403333,11261.85276462208
26,11824.945402853184,11824.945402853185,9679.83059054422,5309.744136182899,9679.830590544218,7169.199656683164,13069.676497890367,14445.43191872093,7923.8522521235,11824.945402853184
27,12416.192672995843,11233.698132710526,10163.82212007143,5044.256929373754,10163.822120071429,6810.739673849006,12416.192672995849,15167.703514656976,7527.659639517325,11233.698132710524
28,11795.38303934605,11795.383039346052,10672.013226075002,5296.469775842442,9655.631014067858,6470.202690156556,13037.002306645642,14409.318338924128,7151.276657541458,10672.013226074998
29,11205.613887378748,12385.152191313355,11205.613887378751,5561.2932646345635,9172.849463364466,6146.692555648728,13688.852421977923,13688.852421977921,7508.840490418531,11205.613887378748
30,11765.894581747685,11765.894581747687,10645.333193009814,5839.357927866292,8714.206990196242,6454.027183431164,13004.409800879026,14373.295043076818,7884.2825149394575,11765.894581747685
31,11177.599852660302,12354.18931083507,10113.066533359322,5547.390031472977,9149.917339706055,6776.728542602723,12354.189310835074,15091.95979523066,7490.068389192485,12354.189310835069
32,10618.719860027286,12971.898776376824,9607.413206691357,5270.020529899329,8692.421472720753,7115.564969732859,11736.479845293321,14337.361805469127,7864.571808652109,12971.898776376822
33,11149.65585302865,12323.303837557982,9127.04254635679,5006.519503404363,9127.04254635679,6759.786721246216,12323.303837557987,15054.229895742583,8257.800399084716,12323.30383755798
34,10592.173060377218,11707.138645680083,8670.69041903895,5256.845478574581,9583.39467367463,6421.797385183905,12939.469029435886,14301.518400955454,7844.91037913048,12939.469029435879
35,10062.564407358357,11121.781713396078,9104.224939990898,4994.003204645852,9104.224939990898,6100.70751592471,12292.495577964091,15016.594321003227,7452.664860173955,13586.442480907674
36,10565.692627726276,11677.870799065882,8649.013692991353,4744.303044413559,9559.436186990442,5795.672140128474,12907.120356862295,14265.764604953067,7825.298103182653,14265.764604953058
37,11093.97725911259,12261.764339019177,8216.563008341785,4507.087892192882,10037.407996339964,6085.455747134898,12261.76433901918,14979.05283520072,7434.0331980235205,13552.476374705404
38,11648.676122068218,11648.676122068218,7805.734857924696,4281.733497583237,10539.278396156962,6389.728534491643,12874.85255597014,14230.100193440685,7805.734857924696,14230.100193440674
39,11066.242315964808,11066.242315964808,7415.448115028462,4067.6468227040755,11066.24231596481,6709.214961216225,13518.595183768646,14941.605203112718,8196.021600820932,14941.605203112707
40,10512.930200166567,11619.554431763048,7786.220520779885,3864.264481568872,10512.93020016657,6373.754213155414,14194.52494295708,14194.524942957083,7786.220520779885,14194.524942957072
41,9987.28369015824,11038.576710174895,7396.909494740891,3671.0512574904283,11038.576710174897,6055.066502497643,13484.798695809226,14904.251190104937,7396.909494740891,14904.251190104926
42,10486.647874666152,11590.50554568364,7766.754969477935,3487.498694615907,11590.505545683642,5752.313177372761,14159.038630599687,15649.463749610184,7027.064020003847,14159.03863059968
43,11010.98026839946,12170.030822967821,8155.092717951832,3313.1237598851117,11010.98026839946,6039.928836241399,13451.086699069703,16431.936937090693,7378.41722100404,13451.086699069696
44,10460.431254979487,12778.532364116212,8562.847353849424,3147.467571890856,10460.431254979487,5737.932394429329,14123.641034023189,17253.53378394523,7747.338082054242,14123.641034023181
45,9937.409692230513,13417.458982322023,8134.704986156952,2990.0941932963133,9937.409692230513,5451.035774707862,13417.458982322029,16390.857094747967,7359.971177951529,14829.82308572434
46,9440.539207618987,14088.331931438124,8541.4402354648,2840.5894836314974,9440.539207618987,5723.587563443256,14088.33193143813,17210.399949485367,7727.969736849105,15571.314240010557
47,8968.512247238037,13383.915334866218,8968.512247238039,2982.6189578130725,8968.512247238037,5437.408185271093,14792.748528010035,16349.879952011099,7341.57125000665,16349.879952011084
48,8520.086634876136,14053.11110160953,9416.93785959994,3131.749905703726,8520.086634876136,5165.537776007539,15532.385954410538,15532.385954410543,6974.492687506317,15532.38595441053
49,8094.082303132329,14755.766656690006,8946.090966619944,3288.3374009889126,8094.082303132329,5423.8146648079155,14755.766656690012,16309.00525213107,7323.217321881633,16309.005252131057
50,7689.3781879757125,14017.978323855506,8498.786418288946,3123.920530939467,7689.3781879757125,5695.005398048312,15493.554989524513,15493.554989524517,7689.378187975715,15493.554989524504
51,8073.847097374498,13317.079407662732,8073.847097374499,2967.7245043924936,8073.847097374498,5410.255128145896,14718.877240048287,14718.87724004829,8073.847097374501,14718.87724004828
52,8477.539452243223,12651.225437279594,8477.539452243223,2819.338279172869,8477.539452243223,5680.767884553191,13982.933378045873,13982.933378045876,7670.154742505776,15454.821102050693
53,8053.6624796310625,13283.786709143575,8053.6624796310625,2960.3051931315126,8053.6624796310625,5964.80627878085,14682.080046948166,14682.080046948171,7286.647005380487,16227.562157153228
54,7650.97935564951,13947.976044600753,7650.97935564951,2812.289933474937,8456.345603612615,5666.565964841808,15416.184049295574,15416.18404929558,7650.9793556495115,15416.184049295567
55,8033.528323431985,13250.577242370715,8033.528323431985,2671.67543680119,8879.162883793246,5949.894263083898,14645.374846830795,14645.3748468308,8033.528323431987,16186.993251760345
