,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,1,0,T,1.0,Lose,0,H,,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,1,0,T,1.0,Lose,0,H,,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,0,0,T,0.0,Win,1,T,,10000,100.0,0,0,T,0.0,Win,1,T
1,10100.0,101.0,1,1,H,0.5,Win,1,H,,10100.0,101.0,0,1,H,0.0,Lose,2,T,,9900.0,99.0,2,1,H,1.0,Win,0,H,,10100.0,101.0,0,1,H,0.0,Lose,2,T,,10100.0,101.0,1,1,H,0.5,Win,1,H,,9900.0,99.0,2,1,H,1.0,Win,0,H,,10100.0,101.0,0,1,H,0.0,Lose,2,T,,10100.0,101.0,0,1,H,0.0,Lose,2,T,,10100.0,101.0,0,1,H,0.0,Lose,2,T,,10100.0,101.0,0,1,H,0.0,Lose,2,T
2,10201.0,102.01,1,2,H,0.3,Lose,2,T,,9999.0,99.99000000000001,0,2,H,0.0,Lose,3,T,,9999.0,99.99000000000001,2,2,T,0.7,Win,1,T,,9999.0,99.99000000000001,1,2,H,0.3,Win,2,H,,10201.0,102.01,2,2,H,0.7,Win,1,H,,9999.0,99.99000000000001,3,2,T,1.0,Lose,0,H,,9999.0,99.99000000000001,1,2,H,0.3,Win,2,H,,9999.0,99.99000000000001,0,2,H,0.0,Lose,3,T,,9999.0,99.99000000000001,1,2,H,0.3,Win,2,H,,9999.0,99.99000000000001,0,2,H,0.0,Lose,3,T
3,10098.99,100.9899,1,3,H,0.2,Lose,3,T,,9899.01,98.9901,0,3,H,0.0,Lose,4,T,,10098.99,100.9899,2,3,H,0.5,Lose,2,T,,10098.99,100.9899,1,3,H,0.2,Lose,3,T,,10303.01,103.0301,2,3,H,0.5,Lose,2,T,,9899.01,98.9901,3,3,T,0.8,Win,1,T,,10098.99,100.9899,2,3,H,0.5,Win,2,H,,9899.01,98.9901,1,3,H,0.2,Win,3,H,,10098.99,100.9899,2,3,H,0.5,Win,2,H,,9899.01,98.9901,1,3,H,0.2,Win,3,H
4,9998.0001,99.980001,2,4,H,0.4,Win,3,H,,9800.0199,98.000199,1,4,H,0.2,Win,4,H,,9998.0001,99.980001,3,4,H,0.6,Win,2,H,,9998.0001,99.980001,2,4,H,0.4,Win,3,H,,10199.9799,101.99979900000001,2,4,H,0.4,Lose,3,T,,9998.000100000001,99.98000100000002,3,4,T,0.6,Win,2,T,,10199.9799,101.99979900000001,2,4,H,0.4,Lose,3,T,,9998.000100000001,99.98000100000002,2,4,H,0.4,Win,3,H,,10199.9799,101.99979900000001,3,4,H,0.6,Win,2,H,,9998.000100000001,99.98000100000002,1,4,H,0.2,Lose,4,T
5,10097.980101,100.97980100999999,2,5,H,0.3,Lose,4,T,,9898.020099,98.98020099,1,5,H,0.2,Lose,5,T,,10097.980101,100.97980100999999,3,5,H,0.5,Lose,3,T,,10097.980101,100.97980100999999,2,5,H,0.3,Lose,4,T,,10097.980101000001,100.97980101000002,2,5,H,0.3,Lose,4,T,,10097.980101000001,100.97980101000002,3,5,H,0.5,Lose,3,T,,10097.980101000001,100.97980101000002,3,5,H,0.5,Win,3,H,,10097.980101000001,100.97980101000002,2,5,H,0.3,Lose,4,T,,10301.979699,103.01979699,4,5,H,0.7,Win,2,H,,9898.020099000001,98.98020099000001,1,5,H,0.2,Lose,5,T
6,9997.000299989999,99.97000299989999,2,6,H,0.3,Lose,5,T,,9799.03989801,97.9903989801,2,6,H,0.3,Win,5,H,,9997.000299989999,99.97000299989999,4,6,H,0.6,Win,3,H,,9997.000299989999,99.97000299989999,2,6,H,0.3,Lose,5,T,,9997.00029999,99.9700029999,2,6,H,0.3,Lose,5,T,,9997.00029999,99.9700029999,4,6,H,0.6,Win,3,H,,10198.959902010001,101.98959902010002,3,6,H,0.4,Lose,4,T,,9997.00029999,99.9700029999,2,6,H,0.3,Lose,5,T,,10404.99949599,104.0499949599,4,6,T,0.6,Win,3,T,,9799.039898010002,97.99039898010003,1,6,H,0.1,Lose,6,T
7,9897.030296990099,98.97030296990098,3,7,H,0.4,Win,5,H,,9897.0302969901,98.97030296990101,2,7,H,0.2,Lose,6,T,,10096.9703029899,100.969703029899,5,7,H,0.6,Win,3,H,,9897.030296990099,98.97030296990098,3,7,H,0.4,Win,5,H,,9897.0302969901,98.97030296990101,2,7,H,0.2,Lose,6,T,,10096.970302989901,100.96970302989901,5,7,H,0.6,Win,3,H,,10096.970302989901,100.96970302989901,3,7,H,0.4,Lose,5,T,,9897.0302969901,98.97030296990101,2,7,H,0.2,Lose,6,T,,10509.0494909499,105.090494909499,5,7,H,0.6,Win,3,H,,9701.049499029901,97.01049499029901,2,7,H,0.2,Win,6,H
8,9996.00059996,99.9600059996,3,8,H,0.3,Lose,6,T,,9798.0599940202,97.980599940202,3,8,H,0.3,Win,6,H,,10197.940006019799,101.97940006019799,6,8,T,0.7,Lose,3,H,,9996.00059996,99.9600059996,4,8,H,0.4,Win,5,H,,9798.0599940202,97.980599940202,3,8,H,0.3,Win,6,H,,10197.9400060198,101.979400060198,6,8,T,0.7,Lose,3,H,,9996.000599960002,99.96000599960001,3,8,H,0.3,Lose,6,T,,9798.0599940202,97.980599940202,3,8,H,0.3,Win,6,H,,10614.139985859398,106.14139985859399,5,8,T,0.6,Win,4,T,,9798.059994020201,97.98059994020201,3,8,H,0.3,Win,6,H
9,9896.0405939604,98.96040593960402,4,9,H,0.4,Win,6,H,,9896.0405939604,98.96040593960402,4,9,H,0.4,Win,6,H,,10095.9606059596,100.95960605959601,7,9,T,0.7,Lose,3,H,,10095.960605959599,100.959606059596,5,9,H,0.5,Win,5,H,,9896.0405939604,98.96040593960402,4,9,H,0.4,Win,6,H,,10095.960605959603,100.95960605959603,6,9,T,0.6,Win,4,T,,9896.040593960402,98.96040593960403,3,9,H,0.3,Lose,7,T,,9896.0405939604,98.96040593960402,3,9,H,0.3,Lose,7,T,,10720.281385717992,107.20281385717992,5,9,H,0.5,Lose,5,T,,9896.040593960402,98.96040593960403,3,9,H,0.3,Lose,7,T
10,9995.000999900005,99.95000999900005,5,10,H,0.5,Win,6,H,,9995.000999900005,99.95000999900005,5,10,H,0.5,Win,6,H,,9995.000999900005,99.95000999900005,8,10,T,0.7,Lose,3,H,,10196.920212019195,101.96920212019195,6,10,H,0.5,Win,5,H,,9995.000999900005,99.95000999900005,4,10,H,0.4,Lose,7,T,,10196.920212019199,101.969202120192,6,10,H,0.5,Lose,5,T,,9797.080188020798,97.97080188020799,4,10,H,0.4,Win,7,H,,9797.080188020796,97.97080188020797,3,10,H,0.3,Lose,8,T,,10613.078571860811,106.13078571860811,5,10,H,0.5,Lose,6,T,,9797.080188020798,97.97080188020799,3,10,H,0.3,Lose,8,T
11,10094.951009899005,100.94951009899005,5,11,H,0.4,Lose,7,T,,10094.951009899005,100.94951009899005,5,11,H,0.4,Lose,7,T,,9895.050989901005,98.95050989901006,9,11,T,0.8,Lose,3,H,,10298.889414139387,102.98889414139387,7,11,H,0.6,Win,5,H,,9895.050989901005,98.95050989901006,5,11,H,0.4,Win,7,H,,10094.951009899007,100.94951009899007,6,11,H,0.5,Lose,6,T,,9895.050989901007,98.95050989901007,5,11,H,0.4,Win,7,H,,9699.109386140588,96.99109386140589,3,11,H,0.2,Lose,9,T,,10506.947786142204,105.06947786142204,6,11,H,0.5,Win,6,H,,9699.10938614059,96.9910938614059,4,11,H,0.3,Win,8,H
12,9994.001499800015,99.94001499800015,6,12,H,0.5,Win,7,H,,9994.001499800015,99.94001499800015,6,12,H,0.5,Win,7,H,,9796.100480001995,97.96100480001995,10,12,T,0.8,Lose,3,H,,10401.87830828078,104.0187830828078,8,12,H,0.6,Win,5,H,,9994.001499800015,99.94001499800015,5,12,H,0.4,Lose,8,T,,9994.001499800017,99.94001499800017,7,12,H,0.5,Win,6,H,,9994.001499800017,99.94001499800017,5,12,H,0.4,Lose,8,T,,9602.118292279181,96.02118292279181,3,12,H,0.2,Lose,10,T,,10612.017264003625,106.12017264003626,6,12,H,0.5,Lose,7,T,,9796.100480001996,97.96100480001996,5,12,H,0.4,Win,8,H
13,10093.941514798014,100.93941514798014,6,13,H,0.4,Lose,8,T,,10093.941514798014,100.93941514798014,6,13,H,0.4,Lose,8,T,,9698.139475201975,96.98139475201975,10,13,T,0.7,Win,4,T,,10505.897091363588,105.05897091363587,8,13,T,0.6,Win,6,T,,9894.061484802016,98.94061484802016,6,13,H,0.4,Win,8,H,,10093.941514798018,100.93941514798018,8,13,H,0.6,Win,6,H,,9894.061484802016,98.94061484802016,6,13,H,0.4,Win,8,H,,9506.09710935639,95.0609710935639,3,13,H,0.2,Lose,11,T,,10505.89709136359,105.0589709136359,7,13,H,0.5,Win,7,H,,9894.061484802016,98.94061484802016,6,13,H,0.4,Win,8,H
14,9993.002099650033,99.93002099650033,7,14,H,0.5,Win,8,H,,9993.002099650033,99.93002099650033,7,14,H,0.5,Win,8,H,,9795.120869953995,97.95120869953995,10,14,T,0.7,Win,5,T,,10610.956062277224,106.10956062277225,8,14,H,0.5,Lose,7,T,,9993.002099650035,99.93002099650036,7,14,H,0.5,Win,8,H,,10194.880929945999,101.94880929946,9,14,H,0.6,Win,6,H,,9993.002099650035,99.93002099650036,6,14,H,0.4,Lose,9,T,,9411.036138262825,94.11036138262826,3,14,H,0.2,Lose,12,T,,10610.956062277226,106.10956062277226,8,14,H,0.5,Win,7,H,,9993.002099650035,99.93002099650036,7,14,H,0.5,Win,8,H
15,10092.932120646534,100.92932120646535,7,15,H,0.4,Lose,9,T,,10092.932120646534,100.92932120646535,8,15,H,0.5,Win,8,H,,9893.072078653535,98.93072078653535,10,15,T,0.6,Win,6,T,,10504.846501654452,105.04846501654453,8,15,H,0.5,Lose,8,T,,10092.932120646536,100.92932120646536,7,15,H,0.4,Lose,9,T,,10296.829739245459,102.96829739245459,10,15,T,0.6,Lose,6,H,,9893.072078653535,98.93072078653535,7,15,H,0.4,Win,9,H,,9316.925776880196,93.16925776880197,3,15,H,0.2,Lose,13,T,,10717.065622899998,107.17065622899997,8,15,H,0.5,Lose,8,T,,10092.932120646536,100.92932120646536,7,15,H,0.4,Lose,9,T
16,9992.002799440068,99.92002799440068,8,16,H,0.5,Win,9,H,,10193.861441853,101.93861441853,9,16,H,0.5,Win,8,H,,9992.00279944007,99.9200279944007,10,16,T,0.6,Win,7,T,,10399.798036637907,103.99798036637907,9,16,H,0.5,Win,8,H,,9992.00279944007,99.9200279944007,7,16,H,0.4,Lose,10,T,,10193.861441853005,101.93861441853005,10,16,T,0.6,Win,7,T,,9992.00279944007,99.9200279944007,8,16,H,0.5,Win,9,H,,9223.756519111394,92.23756519111394,3,16,H,0.2,Lose,14,T,,10609.894966670998,106.09894966670998,8,16,H,0.5,Lose,9,T,,9992.00279944007,99.9200279944007,8,16,H,0.5,Win,9,H
17,10091.922827434468,100.91922827434468,8,17,H,0.4,Lose,10,T,,10295.80005627153,102.9580005627153,9,17,H,0.5,Lose,9,T,,10091.922827434471,100.91922827434472,10,17,T,0.6,Win,8,T,,10503.796017004286,105.03796017004287,10,17,H,0.6,Win,8,H,,9892.082771445668,98.92082771445668,8,17,H,0.4,Win,10,H,,10295.800056271535,102.95800056271536,10,17,T,0.6,Win,8,T,,10091.922827434471,100.91922827434472,9,17,H,0.5,Win,9,H,,9131.51895392028,91.3151895392028,4,17,H,0.2,Win,14,H,,10503.796017004288,105.03796017004288,9,17,H,0.5,Win,9,H,,10091.922827434471,100.91922827434472,8,17,H,0.4,Lose,10,T
18,9991.003599160123,99.91003599160123,9,18,H,0.5,Win,10,H,,10192.842055708814,101.92842055708815,9,18,H,0.5,Lose,10,T,,10192.842055708816,101.92842055708816,10,18,H,0.5,Lose,9,T,,10608.833977174329,106.08833977174329,11,18,H,0.6,Win,8,H,,9991.003599160125,99.91003599160126,9,18,H,0.5,Win,10,H,,10398.758056834251,103.98758056834251,11,18,H,0.6,Win,8,H,,10192.842055708816,101.92842055708816,10,18,H,0.5,Win,9,H,,9222.834143459482,92.22834143459482,5,18,H,0.3,Win,14,H,,10608.83397717433,106.0883397717433,9,18,H,0.5,Lose,10,T,,9991.003599160127,99.91003599160128,9,18,H,0.5,Win,10,H
19,10090.913635151725,100.90913635151725,10,19,H,0.5,Win,10,H,,10090.913635151726,100.90913635151726,10,19,H,0.5,Win,10,H,,10090.913635151728,100.90913635151729,10,19,H,0.5,Lose,10,T,,10714.922316946071,107.14922316946071,11,19,T,0.6,Win,9,T,,10090.913635151726,100.90913635151726,10,19,H,0.5,Win,10,H,,10502.745637402593,105.02745637402593,12,19,T,0.6,Lose,8,H,,10294.770476265903,102.94770476265903,10,19,H,0.5,Lose,10,T,,9315.062484894077,93.15062484894077,6,19,H,0.3,Win,14,H,,10502.745637402588,105.02745637402587,9,19,H,0.5,Lose,11,T,,10090.913635151728,100.90913635151729,9,19,H,0.5,Lose,11,T
20,10191.822771503243,101.91822771503243,10,20,H,0.5,Lose,11,T,,10191.822771503244,101.91822771503244,10,20,H,0.5,Lose,11,T,,9990.00449880021,99.90004498800211,10,20,H,0.5,Lose,11,T,,10822.071540115532,108.22071540115532,12,20,H,0.6,Win,9,H,,10191.822771503244,101.91822771503244,11,20,H,0.5,Win,10,H,,10397.718181028567,103.97718181028567,13,20,T,0.6,Lose,8,H,,10191.822771503244,101.91822771503244,10,20,H,0.5,Lose,11,T,,9408.213109743017,94.08213109743018,7,20,H,0.3,Win,14,H,,10397.718181028562,103.97718181028563,9,20,H,0.4,Lose,12,T,,9990.00449880021,99.90004498800211,9,20,H,0.4,Lose,12,T
21,10089.90454378821,100.89904543788211,10,21,H,0.5,Lose,12,T,,10089.904543788212,100.89904543788212,11,21,H,0.5,Win,11,H,,9890.104453812208,98.90104453812208,10,21,H,0.5,Lose,12,T,,10930.292255516688,109.30292255516689,12,21,H,0.5,Lose,10,T,,10293.740999218277,102.93740999218276,11,21,H,0.5,Lose,11,T,,10293.740999218282,102.93740999218282,14,21,T,0.6,Lose,8,H,,10089.904543788212,100.89904543788212,11,21,H,0.5,Win,11,H,,9502.295240840447,95.02295240840448,7,21,H,0.3,Lose,15,T,,10293.740999218277,102.93740999218276,9,21,H,0.4,Lose,13,T,,9890.104453812208,98.90104453812208,9,21,H,0.4,Lose,13,T
22,9989.005498350329,99.89005498350329,11,22,H,0.5,Win,12,H,,10190.803589226094,101.90803589226094,12,22,H,0.5,Win,11,H,,9791.203409274085,97.91203409274085,11,22,H,0.5,Win,12,H,,10820.98933296152,108.20989332961521,12,22,H,0.5,Lose,11,T,,10190.803589226094,101.90803589226094,11,22,H,0.5,Lose,12,T,,10190.8035892261,101.908035892261,14,22,T,0.6,Win,9,T,,10190.803589226094,101.90803589226094,12,22,H,0.5,Win,11,H,,9407.272288432043,94.07272288432043,7,22,H,0.3,Lose,16,T,,10190.803589226094,101.90803589226094,10,22,H,0.4,Win,13,H,,9791.203409274085,97.91203409274085,9,22,H,0.4,Lose,14,T
23,10088.895553333832,100.88895553333832,12,23,H,0.5,Win,12,H,,10292.711625118354,102.92711625118355,12,23,H,0.5,Lose,12,T,,9889.115443366825,98.89115443366825,11,23,H,0.5,Lose,13,T,,10712.779439631906,107.12779439631906,12,23,H,0.5,Lose,12,T,,10088.895553333834,100.88895553333835,11,23,H,0.5,Lose,13,T,,10292.71162511836,102.9271162511836,15,23,T,0.6,Lose,9,H,,10292.711625118354,102.92711625118355,13,23,H,0.5,Win,11,H,,9313.199565547722,93.13199565547723,7,23,H,0.3,Lose,17,T,,10292.711625118354,102.92711625118355,11,23,H,0.5,Win,13,H,,9693.291375181345,96.93291375181344,9,23,H,0.4,Lose,15,T
24,10189.784508867171,101.89784508867172,12,24,H,0.5,Lose,13,T,,10189.784508867171,101.89784508867172,13,24,H,0.5,Win,12,H,,9790.224288933157,97.90224288933157,12,24,H,0.5,Win,13,H,,10605.651645235586,106.05651645235586,13,24,H,0.5,Win,12,H,,9988.006597800495,99.88006597800495,12,24,H,0.5,Win,13,H,,10189.784508867177,101.89784508867177,15,24,T,0.6,Win,10,T,,10395.638741369537,103.95638741369538,13,24,H,0.5,Lose,12,T,,9220.067569892244,92.20067569892244,7,24,H,0.3,Lose,18,T,,10395.638741369537,103.95638741369538,12,24,H,0.5,Win,13,H,,9596.35846142953,95.96358461429531,10,24,H,0.4,Win,15,H
25,10087.8866637785,100.878866637785,13,25,H,0.5,Win,13,H,,10291.682353955843,102.91682353955844,13,25,H,0.5,Lose,13,T,,9888.126531822489,98.88126531822489,12,25,H,0.5,Lose,14,T,,10711.708161687942,107.11708161687943,14,25,H,0.5,Win,12,H,,10087.8866637785,100.878866637785,12,25,H,0.5,Lose,14,T,,10291.682353955848,102.91682353955848,16,25,T,0.6,Lose,10,H,,10291.682353955843,102.91682353955844,14,25,H,0.5,Win,12,H,,9127.866894193321,91.27866894193322,8,25,H,0.3,Win,18,H,,10499.595128783232,104.99595128783233,12,25,H,0.5,Lose,14,T,,9692.322046043826,96.92322046043826,10,25,H,0.4,Lose,16,T
26,10188.765530416284,101.88765530416283,14,26,H,0.5,Win,13,H,,10188.765530416284,101.88765530416283,14,26,H,0.5,Win,13,H,,9789.245266504264,97.89245266504264,13,26,H,0.5,Win,14,H,,10818.825243304822,108.18825243304822,14,26,H,0.5,Lose,13,T,,9987.007797140715,99.87007797140716,13,26,H,0.5,Win,14,H,,10188.765530416289,101.88765530416289,17,26,T,0.6,Lose,10,H,,10394.599177495402,103.94599177495402,14,26,H,0.5,Lose,13,T,,9219.145563135255,92.19145563135255,8,26,H,0.3,Lose,19,T,,10394.5991774954,103.945991774954,13,26,H,0.5,Win,14,H,,9595.398825583388,95.95398825583389,10,26,H,0.4,Lose,17,T
