,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,1,0,T,1.0,Lose,0,H
1,9500.0,475.0,2,1,H,1.0,Win,0,H,,9500.0,475.0,1,1,H,0.5,Lose,1,T,,10500.0,525.0,0,1,H,0.0,Lose,2,T,,10500.0,525.0,1,1,H,0.5,Win,1,H,,9500.0,475.0,1,1,H,0.5,Lose,1,T,,10500.0,525.0,1,1,H,0.5,Win,1,H,,9500.0,475.0,2,1,H,1.0,Win,0,H,,9500.0,475.0,2,1,H,1.0,Win,0,H,,10500.0,525.0,0,1,H,0.0,Lose,2,T,,9500.0,475.0,2,1,H,1.0,Win,0,H
2,9975.0,498.75,2,2,T,0.7,Win,1,T,,9025.0,451.25,1,2,H,0.3,Lose,2,T,,9975.0,498.75,1,2,H,0.3,Win,2,H,,11025.0,551.25,1,2,H,0.3,Lose,2,T,,9025.0,451.25,1,2,H,0.3,Lose,2,T,,11025.0,551.25,1,2,H,0.3,Lose,2,T,,9975.0,498.75,3,2,T,1.0,Lose,0,H,,9975.0,498.75,3,2,T,1.0,Lose,0,H,,9975.0,498.75,0,2,H,0.0,Lose,3,T,,9975.0,498.75,2,2,T,0.7,Win,1,T
3,10473.75,523.6875,2,3,H,0.5,Lose,2,T,,8573.75,428.6875,2,3,H,0.5,Win,2,H,,10473.75,523.6875,1,3,H,0.2,Lose,3,T,,10473.75,523.6875,2,3,H,0.5,Win,2,H,,8573.75,428.6875,1,3,H,0.2,Lose,3,T,,10473.75,523.6875,1,3,H,0.2,Lose,3,T,,9476.25,473.8125,4,3,T,1.0,Lose,0,H,,9476.25,473.8125,3,3,T,0.8,Win,1,T,,9476.25,473.8125,0,3,H,0.0,Lose,4,T,,10473.75,523.6875,3,3,H,0.8,Win,1,H
4,9950.0625,497.503125,3,4,H,0.6,Win,2,H,,9002.4375,450.12187500000005,3,4,H,0.6,Win,2,H,,9950.0625,497.503125,1,4,H,0.2,Lose,4,T,,10997.4375,549.871875,2,4,H,0.4,Lose,3,T,,8145.0625,407.253125,1,4,H,0.2,Lose,4,T,,9950.0625,497.503125,2,4,H,0.4,Win,3,H,,9002.4375,450.12187500000005,5,4,T,1.0,Lose,0,H,,9950.0625,497.503125,3,4,T,0.6,Win,2,T,,9002.4375,450.12187500000005,1,4,H,0.2,Win,4,H,,10997.4375,549.871875,3,4,T,0.6,Win,2,T
5,10447.565625,522.37828125,4,5,H,0.7,Win,2,H,,9452.559375,472.62796875000004,3,5,H,0.5,Lose,3,T,,9452.559375,472.62796875000004,1,5,H,0.2,Lose,5,T,,10447.565625,522.37828125,3,5,H,0.5,Win,3,H,,7737.809375,386.89046875,2,5,H,0.3,Win,4,H,,10447.565625,522.37828125,2,5,H,0.3,Lose,4,T,,8552.315625,427.61578125,5,5,T,0.8,Win,1,T,,10447.565625,522.37828125,3,5,H,0.5,Lose,3,T,,9452.559375,472.62796875000004,2,5,H,0.3,Win,4,H,,11547.309375,577.3654687500001,4,5,H,0.7,Win,2,H
6,10969.943906249999,548.4971953124999,4,6,T,0.6,Win,3,T,,8979.931406250002,448.9965703125001,4,6,H,0.6,Win,3,H,,8979.931406250002,448.9965703125001,1,6,H,0.1,Lose,6,T,,10969.943906249999,548.4971953124999,3,6,H,0.4,Lose,4,T,,8124.69984375,406.2349921875,3,6,H,0.4,Win,4,H,,9925.18734375,496.2593671875,2,6,H,0.3,Lose,5,T,,8979.93140625,448.9965703125,6,6,T,0.9,Lose,1,H,,9925.18734375,496.2593671875,4,6,H,0.6,Win,3,H,,9925.18734375,496.2593671875,3,6,H,0.4,Win,4,H,,12124.674843750001,606.2337421875001,4,6,T,0.6,Win,3,T
7,11518.4411015625,575.922055078125,5,7,H,0.6,Win,3,H,,9428.927976562501,471.4463988281251,5,7,H,0.6,Win,3,H,,8530.934835937502,426.5467417968751,1,7,H,0.1,Lose,7,T,,10421.446710937498,521.0723355468749,3,7,H,0.4,Lose,5,T,,8530.9348359375,426.54674179687504,4,7,H,0.5,Win,4,H,,9428.9279765625,471.446398828125,2,7,H,0.2,Lose,6,T,,8530.9348359375,426.54674179687504,7,7,T,0.9,Lose,1,H,,10421.4467109375,521.072335546875,5,7,H,0.6,Win,3,H,,10421.4467109375,521.072335546875,3,7,H,0.4,Lose,5,T,,12730.9085859375,636.5454292968751,4,7,H,0.5,Lose,4,T
8,12094.363156640624,604.7181578320312,5,8,T,0.6,Win,4,T,,9900.374375390627,495.0187187695314,6,8,T,0.7,Lose,3,H,,8104.388094140627,405.21940470703134,2,8,H,0.2,Win,7,H,,9900.374375390624,495.01871876953123,4,8,H,0.4,Win,5,H,,8957.481577734376,447.8740788867188,5,8,H,0.6,Win,4,H,,8957.481577734376,447.8740788867188,2,8,H,0.2,Lose,7,T,,8104.388094140625,405.2194047070313,8,8,T,0.9,Lose,1,H,,10942.519046484374,547.1259523242187,5,8,T,0.6,Win,4,T,,9900.374375390626,495.0187187695313,3,8,H,0.3,Lose,6,T,,12094.363156640626,604.7181578320314,5,8,H,0.6,Win,4,H
9,12699.081314472654,634.9540657236328,6,9,H,0.6,Win,4,H,,9405.355656621095,470.2677828310548,6,9,T,0.6,Win,4,T,,8509.607498847658,425.4803749423829,2,9,H,0.2,Lose,8,T,,10395.393094160156,519.7696547080078,5,9,H,0.5,Win,5,H,,9405.355656621094,470.2677828310547,6,9,H,0.6,Win,4,H,,8509.607498847658,425.4803749423829,2,9,H,0.2,Lose,8,T,,7699.1686894335935,384.9584344716797,8,9,T,0.8,Win,2,T,,11489.644998808593,574.4822499404297,5,9,H,0.5,Lose,5,T,,9405.355656621094,470.2677828310547,4,9,H,0.4,Win,6,H,,12699.081314472656,634.9540657236329,6,9,H,0.6,Win,4,H
