,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,5000.0,15000.0,15000.0,15000.0,5000.0,15000.0,15000.0,15000.0,15000.0,5000.0
2,7500.0,22500.0,22500.0,7500.0,7500.0,7500.0,7500.0,22500.0,22500.0,2500.0
3,3750.0,11250.0,11250.0,3750.0,3750.0,3750.0,3750.0,11250.0,33750.0,1250.0
4,1875.0,16875.0,16875.0,5625.0,5625.0,1875.0,5625.0,5625.0,50625.0,1875.0
5,2812.5,8437.5,25312.5,8437.5,8437.5,937.5,2812.5,2812.5,25312.5,2812.5
6,4218.75,12656.25,37968.75,4218.75,12656.25,468.75,4218.75,4218.75,12656.25,1406.25
7,6328.125,6328.125,18984.375,2109.375,18984.375,703.125,6328.125,6328.125,18984.375,703.125
8,9492.1875,9492.1875,28476.5625,1054.6875,9492.1875,1054.6875,9492.1875,9492.1875,28476.5625,351.5625
9,14238.28125,14238.28125,14238.28125,1582.03125,4746.09375,1582.03125,14238.28125,14238.28125,14238.28125,175.78125
10,7119.140625,21357.421875,7119.140625,2373.046875,7119.140625,791.015625,7119.140625,7119.140625,21357.421875,263.671875
11,3559.5703125,32036.1328125,10678.7109375,1186.5234375,3559.5703125,1186.5234375,10678.7109375,3559.5703125,32036.1328125,131.8359375
12,1779.78515625,16018.06640625,16018.06640625,1779.78515625,1779.78515625,1779.78515625,5339.35546875,1779.78515625,48054.19921875,197.75390625
13,2669.677734375,8009.033203125,24027.099609375,889.892578125,889.892578125,889.892578125,8009.033203125,889.892578125,72081.298828125,296.630859375
14,4004.5166015625,12013.5498046875,12013.5498046875,444.9462890625,444.9462890625,1334.8388671875,12013.5498046875,444.9462890625,108121.9482421875,148.3154296875
15,6006.77490234375,6006.77490234375,6006.77490234375,667.41943359375,222.47314453125,2002.25830078125,18020.32470703125,667.41943359375,54060.97412109375,222.47314453125
16,9010.162353515625,3003.387451171875,3003.387451171875,1001.129150390625,333.709716796875,3003.387451171875,9010.162353515625,333.709716796875,27030.487060546875,333.709716796875
17,13515.243530273438,1501.6937255859375,1501.6937255859375,1501.6937255859375,500.5645751953125,4505.0811767578125,4505.0811767578125,500.5645751953125,40545.73059082031,500.5645751953125
18,6757.621765136719,2252.5405883789062,750.8468627929688,2252.5405883789062,750.8468627929688,6757.621765136719,2252.5405883789062,250.28228759765625,60818.59588623047,250.28228759765625
19,10136.432647705078,1126.2702941894531,375.4234313964844,3378.8108825683594,1126.2702941894531,10136.432647705078,3378.8108825683594,375.4234313964844,91227.8938293457,375.4234313964844
20,5068.216323852539,563.1351470947266,563.1351470947266,1689.4054412841797,1689.4054412841797,5068.216323852539,5068.216323852539,563.1351470947266,136841.84074401855,187.7117156982422
21,2534.1081619262695,281.5675735473633,844.7027206420898,2534.1081619262695,844.7027206420898,2534.1081619262695,7602.324485778809,281.5675735473633,205262.76111602783,93.8558578491211
22,1267.0540809631348,140.78378677368164,1267.0540809631348,1267.0540809631348,422.3513603210449,1267.0540809631348,11403.486728668213,422.3513603210449,102631.38055801392,46.92792892456055
23,1900.5811214447021,211.17568016052246,633.5270404815674,633.5270404815674,211.17568016052246,633.5270404815674,5701.743364334106,633.5270404815674,153947.07083702087,70.39189338684082
24,2850.871682167053,105.58784008026123,950.2905607223511,950.2905607223511,105.58784008026123,950.2905607223511,2850.871682167053,316.7635202407837,76973.53541851044,35.19594669342041
25,4276.30752325058,158.38176012039185,1425.4358410835266,475.14528036117554,158.38176012039185,475.14528036117554,4276.30752325058,475.14528036117554,115460.30312776566,52.793920040130615
26,6414.46128487587,237.57264018058777,2138.15376162529,237.57264018058777,79.19088006019592,712.7179205417633,2138.15376162529,712.7179205417633,57730.15156388283,26.396960020065308
27,9621.691927313805,356.35896027088165,3207.230642437935,118.78632009029388,118.78632009029388,356.35896027088165,1069.076880812645,1069.076880812645,86595.22734582424,39.59544003009796
28,4810.845963656902,178.17948013544083,4810.845963656902,59.39316004514694,59.39316004514694,534.5384404063225,1603.6153212189674,534.5384404063225,129892.84101873636,59.39316004514694
29,2405.422981828451,89.08974006772041,7216.2689454853535,89.08974006772041,29.69658002257347,267.26922020316124,2405.422981828451,267.26922020316124,194839.26152810454,29.69658002257347
30,1202.7114909142256,44.54487003386021,3608.1344727426767,44.54487003386021,14.848290011286736,133.63461010158062,1202.7114909142256,133.63461010158062,292258.8922921568,14.848290011286736
31,1804.0672363713384,22.272435016930103,1804.0672363713384,66.81730505079031,7.424145005643368,200.45191515237093,601.3557454571128,200.45191515237093,438388.3384382352,7.424145005643368
32,2706.1008545570076,33.408652525395155,902.0336181856692,100.22595757618546,11.136217508465052,300.6778727285564,300.6778727285564,100.22595757618546,219194.1692191176,3.712072502821684
33,4059.1512818355113,16.704326262697577,451.0168090928346,50.11297878809273,5.568108754232526,150.3389363642782,451.0168090928346,150.3389363642782,328791.2538286764,1.856036251410842
34,6088.726922753267,25.056489394046366,676.5252136392519,25.056489394046366,8.352163131348789,225.5084045464173,676.5252136392519,225.5084045464173,493186.8807430146,2.784054377116263
35,9133.0903841299,37.58473409106955,1014.7878204588778,12.528244697023183,4.176081565674394,338.26260681962594,338.26260681962594,112.75420227320865,246593.4403715073,1.3920271885581315
36,13699.63557619485,18.792367045534775,1522.1817306883167,6.2641223485115916,2.088040782837197,507.3939102294389,169.13130340981297,169.13130340981297,123296.72018575366,0.6960135942790657
37,6849.817788097425,9.396183522767387,761.0908653441584,9.396183522767387,3.1320611742557958,253.69695511471946,84.56565170490649,253.69695511471946,61648.36009287683,1.0440203914185986
38,3424.9088940487127,4.698091761383694,1141.6362980162376,14.094275284151081,4.698091761383694,126.84847755735973,126.84847755735973,380.5454326720792,92472.54013931524,0.5220101957092993
39,5137.363341073069,7.0471376420755405,570.8181490081188,21.14141292622662,2.349045880691847,63.424238778679864,190.2727163360396,570.8181490081188,138708.81020897286,0.26100509785464965
40,2568.6816705365345,3.5235688210377702,285.4090745040594,10.57070646311331,3.5235688210377702,31.712119389339932,285.4090745040594,856.2272235121782,208063.21531345928,0.39150764678197447
41,1284.3408352682673,5.285353231556655,142.7045372520297,5.285353231556655,1.7617844105188851,15.856059694669966,142.7045372520297,1284.3408352682673,104031.60765672964,0.19575382339098724
42,1926.5112529024009,2.6426766157783277,71.35226862601485,7.928029847334983,2.6426766157783277,7.928029847334983,71.35226862601485,642.1704176341336,52015.80382836482,0.29363073508648085
43,2889.7668793536013,3.9640149236674915,35.676134313007424,11.892044771002475,1.3213383078891638,3.9640149236674915,107.02840293902227,963.2556264512004,78023.70574254723,0.14681536754324043
44,4334.650319030402,1.9820074618337458,17.838067156503712,5.946022385501237,1.9820074618337458,1.9820074618337458,160.5426044085334,481.6278132256002,117035.55861382085,0.22022305131486064
45,2167.325159515201,2.9730111927506186,8.919033578251856,2.9730111927506186,2.9730111927506186,0.9910037309168729,80.2713022042667,722.4417198384003,58517.77930691042,0.33033457697229096
46,3250.9877392728013,1.4865055963753093,13.378550367377784,4.459516789125928,1.4865055963753093,1.4865055963753093,40.13565110213335,361.22085991920017,29258.88965345521,0.49550186545843644
47,1625.4938696364006,0.7432527981876547,6.689275183688892,2.229758394562964,0.7432527981876547,0.7432527981876547,20.067825551066676,541.8312898788002,43888.33448018282,0.24775093272921822
48,2438.240804454601,1.114879197281482,10.033912775533338,1.114879197281482,1.114879197281482,0.37162639909382733,30.101738326600014,270.9156449394001,21944.16724009141,0.12387546636460911
49,1219.1204022273005,0.557439598640741,5.016956387766669,0.557439598640741,1.672318795922223,0.18581319954691367,15.050869163300007,135.45782246970006,10972.083620045705,0.18581319954691367
50,1828.6806033409507,0.2787197993203705,2.5084781938833345,0.2787197993203705,2.5084781938833345,0.09290659977345683,22.57630374495001,203.18673370455008,16458.125430068558,0.2787197993203705
Lose,,,,,,,,,,
Win,,,,,,,,,,
