,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,15000.0,5000.0,15000.0,5000.0,15000.0,15000.0,15000.0,5000.0,5000.0,5000.0,5000.0,5000.0,15000.0,15000.0,15000.0,15000.0,5000.0,15000.0,15000.0,15000.0,15000.0,15000.0,5000.0,5000.0,15000.0,5000.0,15000.0,5000.0,5000.0,5000.0,15000.0,5000.0,5000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,5000.0,15000.0,5000.0,5000.0,5000.0,15000.0,15000.0,5000.0,15000.0,5000.0
2,22500.0,7500.0,22500.0,7500.0,7500.0,7500.0,7500.0,2500.0,7500.0,7500.0,2500.0,7500.0,7500.0,7500.0,22500.0,7500.0,7500.0,7500.0,22500.0,22500.0,7500.0,22500.0,7500.0,2500.0,7500.0,2500.0,7500.0,7500.0,7500.0,7500.0,7500.0,2500.0,7500.0,7500.0,7500.0,22500.0,7500.0,22500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,2500.0,22500.0,7500.0,7500.0,22500.0,2500.0
3,33750.0,3750.0,11250.0,11250.0,11250.0,11250.0,11250.0,1250.0,11250.0,3750.0,3750.0,11250.0,11250.0,11250.0,33750.0,11250.0,11250.0,11250.0,11250.0,33750.0,11250.0,11250.0,11250.0,3750.0,11250.0,1250.0,3750.0,11250.0,3750.0,3750.0,11250.0,3750.0,11250.0,11250.0,3750.0,11250.0,11250.0,33750.0,3750.0,3750.0,11250.0,3750.0,11250.0,3750.0,3750.0,11250.0,11250.0,3750.0,33750.0,1250.0
4,16875.0,5625.0,5625.0,16875.0,16875.0,16875.0,5625.0,625.0,16875.0,5625.0,1875.0,5625.0,16875.0,5625.0,50625.0,5625.0,16875.0,5625.0,5625.0,50625.0,5625.0,5625.0,16875.0,5625.0,5625.0,1875.0,5625.0,5625.0,1875.0,5625.0,16875.0,1875.0,5625.0,16875.0,1875.0,5625.0,16875.0,16875.0,5625.0,5625.0,16875.0,1875.0,5625.0,5625.0,5625.0,5625.0,16875.0,1875.0,16875.0,1875.0
5,8437.5,2812.5,2812.5,8437.5,25312.5,25312.5,2812.5,937.5,25312.5,8437.5,937.5,8437.5,8437.5,2812.5,75937.5,2812.5,8437.5,8437.5,8437.5,25312.5,8437.5,8437.5,8437.5,2812.5,2812.5,937.5,2812.5,2812.5,2812.5,8437.5,8437.5,937.5,2812.5,25312.5,937.5,8437.5,25312.5,8437.5,2812.5,2812.5,8437.5,937.5,8437.5,8437.5,8437.5,8437.5,25312.5,2812.5,25312.5,937.5
6,4218.75,4218.75,4218.75,4218.75,37968.75,37968.75,4218.75,1406.25,12656.25,4218.75,1406.25,4218.75,4218.75,4218.75,113906.25,1406.25,12656.25,12656.25,4218.75,37968.75,12656.25,12656.25,4218.75,4218.75,1406.25,1406.25,1406.25,4218.75,1406.25,12656.25,4218.75,468.75,1406.25,37968.75,468.75,12656.25,12656.25,4218.75,4218.75,4218.75,12656.25,468.75,4218.75,12656.25,12656.25,12656.25,12656.25,1406.25,37968.75,468.75
7,6328.125,2109.375,2109.375,6328.125,56953.125,18984.375,2109.375,703.125,6328.125,6328.125,2109.375,6328.125,2109.375,2109.375,56953.125,2109.375,6328.125,18984.375,2109.375,18984.375,6328.125,6328.125,2109.375,2109.375,2109.375,2109.375,2109.375,6328.125,703.125,6328.125,2109.375,234.375,703.125,18984.375,703.125,18984.375,18984.375,2109.375,2109.375,6328.125,18984.375,703.125,2109.375,18984.375,6328.125,18984.375,18984.375,703.125,18984.375,234.375
8,3164.0625,1054.6875,3164.0625,9492.1875,28476.5625,9492.1875,1054.6875,351.5625,3164.0625,3164.0625,3164.0625,3164.0625,3164.0625,3164.0625,85429.6875,3164.0625,3164.0625,28476.5625,3164.0625,9492.1875,3164.0625,3164.0625,1054.6875,1054.6875,3164.0625,3164.0625,1054.6875,3164.0625,1054.6875,9492.1875,1054.6875,117.1875,351.5625,9492.1875,1054.6875,28476.5625,28476.5625,3164.0625,1054.6875,3164.0625,9492.1875,1054.6875,3164.0625,28476.5625,9492.1875,9492.1875,9492.1875,351.5625,9492.1875,351.5625
9,4746.09375,527.34375,4746.09375,4746.09375,42714.84375,14238.28125,527.34375,527.34375,4746.09375,1582.03125,4746.09375,4746.09375,4746.09375,1582.03125,42714.84375,4746.09375,4746.09375,42714.84375,1582.03125,4746.09375,4746.09375,1582.03125,1582.03125,1582.03125,1582.03125,4746.09375,527.34375,1582.03125,1582.03125,4746.09375,527.34375,175.78125,527.34375,4746.09375,527.34375,42714.84375,14238.28125,1582.03125,1582.03125,1582.03125,14238.28125,1582.03125,4746.09375,42714.84375,14238.28125,4746.09375,14238.28125,527.34375,14238.28125,175.78125
10,2373.046875,263.671875,7119.140625,7119.140625,21357.421875,7119.140625,263.671875,791.015625,7119.140625,791.015625,7119.140625,2373.046875,7119.140625,791.015625,64072.265625,2373.046875,7119.140625,64072.265625,2373.046875,7119.140625,2373.046875,791.015625,791.015625,791.015625,791.015625,2373.046875,791.015625,791.015625,2373.046875,7119.140625,791.015625,263.671875,791.015625,2373.046875,791.015625,21357.421875,7119.140625,2373.046875,2373.046875,791.015625,21357.421875,2373.046875,7119.140625,64072.265625,7119.140625,2373.046875,7119.140625,263.671875,21357.421875,263.671875
11,1186.5234375,395.5078125,10678.7109375,3559.5703125,10678.7109375,10678.7109375,131.8359375,395.5078125,3559.5703125,395.5078125,3559.5703125,3559.5703125,3559.5703125,1186.5234375,32036.1328125,1186.5234375,3559.5703125,32036.1328125,1186.5234375,10678.7109375,1186.5234375,1186.5234375,1186.5234375,1186.5234375,395.5078125,1186.5234375,1186.5234375,395.5078125,3559.5703125,3559.5703125,395.5078125,131.8359375,395.5078125,1186.5234375,395.5078125,32036.1328125,3559.5703125,1186.5234375,1186.5234375,395.5078125,10678.7109375,3559.5703125,10678.7109375,32036.1328125,10678.7109375,1186.5234375,10678.7109375,395.5078125,10678.7109375,131.8359375
12,593.26171875,197.75390625,16018.06640625,5339.35546875,5339.35546875,5339.35546875,197.75390625,197.75390625,5339.35546875,593.26171875,5339.35546875,5339.35546875,1779.78515625,593.26171875,48054.19921875,593.26171875,1779.78515625,48054.19921875,1779.78515625,16018.06640625,593.26171875,593.26171875,593.26171875,1779.78515625,593.26171875,593.26171875,593.26171875,197.75390625,5339.35546875,5339.35546875,197.75390625,65.91796875,197.75390625,593.26171875,593.26171875,48054.19921875,1779.78515625,593.26171875,1779.78515625,197.75390625,5339.35546875,5339.35546875,16018.06640625,16018.06640625,16018.06640625,1779.78515625,16018.06640625,197.75390625,16018.06640625,65.91796875
13,296.630859375,98.876953125,24027.099609375,2669.677734375,2669.677734375,8009.033203125,98.876953125,98.876953125,8009.033203125,889.892578125,8009.033203125,2669.677734375,889.892578125,889.892578125,72081.298828125,296.630859375,889.892578125,72081.298828125,889.892578125,8009.033203125,889.892578125,296.630859375,296.630859375,889.892578125,296.630859375,296.630859375,889.892578125,98.876953125,2669.677734375,2669.677734375,98.876953125,98.876953125,98.876953125,889.892578125,296.630859375,72081.298828125,2669.677734375,889.892578125,889.892578125,296.630859375,8009.033203125,8009.033203125,24027.099609375,24027.099609375,24027.099609375,889.892578125,8009.033203125,296.630859375,8009.033203125,32.958984375
14,148.3154296875,49.4384765625,36040.6494140625,4004.5166015625,1334.8388671875,12013.5498046875,148.3154296875,148.3154296875,12013.5498046875,444.9462890625,4004.5166015625,1334.8388671875,1334.8388671875,444.9462890625,108121.9482421875,444.9462890625,1334.8388671875,36040.6494140625,444.9462890625,12013.5498046875,444.9462890625,444.9462890625,444.9462890625,444.9462890625,148.3154296875,444.9462890625,444.9462890625,49.4384765625,4004.5166015625,4004.5166015625,49.4384765625,148.3154296875,148.3154296875,444.9462890625,148.3154296875,108121.9482421875,1334.8388671875,1334.8388671875,444.9462890625,444.9462890625,12013.5498046875,12013.5498046875,12013.5498046875,36040.6494140625,12013.5498046875,1334.8388671875,12013.5498046875,148.3154296875,12013.5498046875,49.4384765625
15,74.15771484375,24.71923828125,18020.32470703125,2002.25830078125,667.41943359375,18020.32470703125,222.47314453125,74.15771484375,6006.77490234375,222.47314453125,6006.77490234375,2002.25830078125,2002.25830078125,667.41943359375,162182.92236328125,667.41943359375,667.41943359375,18020.32470703125,667.41943359375,6006.77490234375,667.41943359375,667.41943359375,667.41943359375,222.47314453125,74.15771484375,222.47314453125,667.41943359375,24.71923828125,2002.25830078125,2002.25830078125,74.15771484375,74.15771484375,74.15771484375,667.41943359375,74.15771484375,162182.92236328125,667.41943359375,667.41943359375,222.47314453125,667.41943359375,18020.32470703125,18020.32470703125,6006.77490234375,54060.97412109375,6006.77490234375,667.41943359375,18020.32470703125,222.47314453125,18020.32470703125,74.15771484375
16,111.236572265625,37.078857421875,9010.162353515625,1001.129150390625,1001.129150390625,27030.487060546875,111.236572265625,37.078857421875,3003.387451171875,111.236572265625,9010.162353515625,1001.129150390625,3003.387451171875,333.709716796875,243274.38354492188,333.709716796875,1001.129150390625,9010.162353515625,1001.129150390625,3003.387451171875,333.709716796875,333.709716796875,333.709716796875,333.709716796875,111.236572265625,111.236572265625,1001.129150390625,12.359619140625,1001.129150390625,1001.129150390625,37.078857421875,37.078857421875,111.236572265625,1001.129150390625,37.078857421875,243274.38354492188,1001.129150390625,1001.129150390625,333.709716796875,333.709716796875,9010.162353515625,9010.162353515625,3003.387451171875,81091.46118164062,3003.387451171875,333.709716796875,27030.487060546875,111.236572265625,9010.162353515625,37.078857421875
17,55.6182861328125,55.6182861328125,4505.0811767578125,1501.6937255859375,1501.6937255859375,40545.73059082031,55.6182861328125,18.5394287109375,1501.6937255859375,55.6182861328125,13515.243530273438,1501.6937255859375,1501.6937255859375,500.5645751953125,364911.5753173828,166.8548583984375,1501.6937255859375,13515.243530273438,500.5645751953125,4505.0811767578125,166.8548583984375,500.5645751953125,500.5645751953125,166.8548583984375,55.6182861328125,166.8548583984375,500.5645751953125,6.1798095703125,500.5645751953125,1501.6937255859375,55.6182861328125,18.5394287109375,55.6182861328125,1501.6937255859375,55.6182861328125,121637.19177246094,500.5645751953125,500.5645751953125,166.8548583984375,166.8548583984375,13515.243530273438,13515.243530273438,4505.0811767578125,121637.19177246094,4505.0811767578125,166.8548583984375,40545.73059082031,55.6182861328125,13515.243530273438,18.5394287109375
18,27.80914306640625,83.42742919921875,2252.5405883789062,750.8468627929688,750.8468627929688,20272.865295410156,27.80914306640625,9.26971435546875,2252.5405883789062,27.80914306640625,20272.865295410156,750.8468627929688,750.8468627929688,250.28228759765625,182455.7876586914,83.42742919921875,2252.5405883789062,20272.865295410156,750.8468627929688,2252.5405883789062,83.42742919921875,750.8468627929688,750.8468627929688,83.42742919921875,83.42742919921875,250.28228759765625,750.8468627929688,3.08990478515625,750.8468627929688,750.8468627929688,27.80914306640625,27.80914306640625,83.42742919921875,750.8468627929688,83.42742919921875,60818.59588623047,250.28228759765625,250.28228759765625,83.42742919921875,83.42742919921875,6757.621765136719,6757.621765136719,6757.621765136719,182455.7876586914,2252.5405883789062,250.28228759765625,60818.59588623047,83.42742919921875,6757.621765136719,27.80914306640625
