,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,0.0,T,T,Win,0,1,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,,0,10000,500.0,1.0,T,H,Lose,1,0,
1,9500.0,475.0,1.0,H,H,Win,2,0,,1,10500.0,525.0,0.5,T,H,Lose,1,1,,1,9500.0,475.0,0.5,H,T,Lose,1,1,,1,9500.0,475.0,0.5,T,T,Win,1,1,,1,9500.0,475.0,1.0,H,H,Win,2,0,,1,9500.0,475.0,1.0,H,H,Win,2,0,,1,9500.0,475.0,0.5,H,T,Lose,1,1,,1,9500.0,475.0,0.5,T,T,Win,1,1,,1,9500.0,475.0,0.5,T,T,Win,1,1,,1,9500.0,475.0,0.5,T,T,Win,1,1,
2,9975.0,498.75,0.7,H,T,Lose,2,1,,2,9975.0,498.75,0.3,T,T,Win,1,2,,2,9025.0,451.25,0.3,T,T,Win,1,2,,2,9975.0,498.75,0.7,T,H,Lose,2,1,,2,9975.0,498.75,0.7,H,T,Lose,2,1,,2,9975.0,498.75,0.7,H,T,Lose,2,1,,2,9025.0,451.25,0.3,T,T,Win,1,2,,2,9975.0,498.75,0.7,T,H,Lose,2,1,,2,9975.0,498.75,0.7,T,H,Lose,2,1,,2,9975.0,498.75,0.7,T,H,Lose,2,1,
3,9476.25,473.8125,0.8,T,H,Lose,3,1,,3,10473.75,523.6875,0.2,T,T,Win,1,3,,3,9476.25,473.8125,0.2,T,T,Win,1,3,,3,9476.25,473.8125,0.5,T,T,Win,2,2,,3,9476.25,473.8125,0.5,H,T,Lose,2,2,,3,9476.25,473.8125,0.8,T,H,Lose,3,1,,3,9476.25,473.8125,0.5,T,H,Lose,2,2,,3,9476.25,473.8125,0.8,H,H,Win,3,1,,3,9476.25,473.8125,0.8,H,H,Win,3,1,,3,9476.25,473.8125,0.8,T,H,Lose,3,1,
4,9002.4375,450.12187500000005,0.8,H,H,Win,4,1,,4,10997.4375,549.871875,0.4,T,H,Lose,2,3,,4,9950.0625,497.503125,0.2,T,T,Win,1,4,,4,9950.0625,497.503125,0.4,T,T,Win,2,3,,4,9002.4375,450.12187500000005,0.4,T,T,Win,2,3,,4,9002.4375,450.12187500000005,0.6,H,T,Lose,3,2,,4,9002.4375,450.12187500000005,0.6,T,H,Lose,3,2,,4,9950.0625,497.503125,0.6,H,T,Lose,3,2,,4,9950.0625,497.503125,0.8,H,H,Win,4,1,,4,9002.4375,450.12187500000005,0.8,H,H,Win,4,1,
5,9452.559375,472.62796875000004,0.7,H,T,Lose,4,2,,5,10447.565625,522.37828125,0.3,T,T,Win,2,4,,5,10447.565625,522.37828125,0.2,T,T,Win,1,5,,5,10447.565625,522.37828125,0.3,T,T,Win,2,4,,5,9452.559375,472.62796875000004,0.3,T,T,Win,2,4,,5,8552.315625,427.61578125,0.7,H,H,Win,4,2,,5,8552.315625,427.61578125,0.5,T,T,Win,3,3,,5,9452.559375,472.62796875000004,0.7,H,H,Win,4,2,,5,10447.565625,522.37828125,0.7,H,T,Lose,4,2,,5,9452.559375,472.62796875000004,0.7,H,T,Lose,4,2,
6,8979.931406250002,448.9965703125001,0.7,H,H,Win,5,2,,6,10969.943906249999,548.4971953124999,0.3,T,T,Win,2,5,,6,10969.943906249999,548.4971953124999,0.1,T,T,Win,1,6,,6,10969.943906249999,548.4971953124999,0.3,T,T,Win,2,5,,6,9925.18734375,496.2593671875,0.3,T,T,Win,2,5,,6,8979.93140625,448.9965703125,0.7,H,H,Win,5,2,,6,8979.93140625,448.9965703125,0.4,T,T,Win,3,4,,6,9925.18734375,496.2593671875,0.7,H,H,Win,5,2,,6,9925.18734375,496.2593671875,0.6,H,T,Lose,4,3,,6,8979.931406250002,448.9965703125001,0.7,H,H,Win,5,2,
7,9428.927976562501,471.4463988281251,0.8,H,H,Win,6,2,,7,11518.4411015625,575.922055078125,0.4,T,H,Lose,3,5,,7,11518.4411015625,575.922055078125,0.2,T,H,Lose,2,6,,7,11518.4411015625,575.922055078125,0.2,T,T,Win,2,6,,7,10421.4467109375,521.072335546875,0.4,T,H,Lose,3,5,,7,9428.9279765625,471.446398828125,0.8,H,H,Win,6,2,,7,9428.9279765625,471.446398828125,0.4,T,T,Win,3,5,,7,10421.4467109375,521.072335546875,0.6,H,T,Lose,5,3,,7,9428.9279765625,471.446398828125,0.5,H,T,Lose,4,4,,7,9428.927976562501,471.4463988281251,0.8,H,H,Win,6,2,
8,9900.374375390627,495.0187187695314,0.8,H,H,Win,7,2,,8,10942.519046484374,547.1259523242187,0.3,T,T,Win,3,6,,8,10942.519046484374,547.1259523242187,0.2,T,T,Win,2,7,,8,12094.363156640624,604.7181578320312,0.3,T,H,Lose,3,6,,8,9900.374375390626,495.0187187695313,0.4,T,H,Lose,4,5,,8,9900.374375390624,495.01871876953123,0.7,H,T,Lose,6,3,,8,9900.374375390624,495.01871876953123,0.4,T,H,Lose,4,5,,8,9900.374375390626,495.0187187695313,0.6,H,T,Lose,5,4,,8,8957.481577734376,447.8740788867188,0.6,T,H,Lose,5,4,,8,9900.374375390627,495.0187187695314,0.7,H,T,Lose,6,3,
9,10395.39309416016,519.769654708008,0.8,H,H,Win,8,2,,9,11489.644998808593,574.4822499404297,0.3,T,T,Win,3,7,,9,11489.644998808593,574.4822499404297,0.2,T,T,Win,2,8,,9,11489.644998808593,574.4822499404297,0.3,T,T,Win,3,7,,9,9405.355656621094,470.2677828310547,0.4,T,T,Win,4,6,,9,9405.355656621092,470.2677828310546,0.6,H,T,Lose,6,4,,9,9405.355656621092,470.2677828310546,0.4,T,T,Win,4,6,,9,9405.355656621094,470.2677828310547,0.5,H,T,Lose,5,5,,9,8509.607498847658,425.4803749423829,0.5,T,T,Win,5,5,,9,9405.355656621095,470.2677828310548,0.7,H,H,Win,7,3,
10,10915.162748868168,545.7581374434084,0.7,H,T,Lose,8,3,,10,12064.127248749022,603.2063624374512,0.3,T,T,Win,3,8,,10,12064.127248749022,603.2063624374512,0.3,T,H,Lose,3,8,,10,12064.127248749022,603.2063624374512,0.4,T,H,Lose,4,7,,10,9875.623439452149,493.78117197260747,0.4,T,T,Win,4,7,,10,8935.087873790037,446.75439368950185,0.5,H,T,Lose,6,5,,10,9875.623439452147,493.78117197260735,0.5,T,H,Lose,5,6,,10,8935.087873790038,446.75439368950197,0.5,H,T,Lose,5,6,,10,8935.08787379004,446.754393689502,0.5,H,T,Lose,5,6,,10,9875.62343945215,493.7811719726076,0.6,H,T,Lose,7,4,
11,10369.40461142476,518.470230571238,0.8,H,H,Win,9,3,,11,12667.333611186474,633.3666805593238,0.3,T,H,Lose,4,8,,11,11460.920886311571,573.0460443155786,0.2,T,T,Win,3,9,,11,11460.920886311571,573.0460443155786,0.4,T,H,Lose,5,7,,11,10369.404611424756,518.4702305712378,0.3,T,T,Win,4,8,,11,8488.333480100535,424.4166740050268,0.5,T,T,Win,6,6,,11,9381.84226747954,469.09211337397704,0.4,T,T,Win,5,7,,11,8488.333480100537,424.41667400502683,0.4,T,T,Win,5,7,,11,8488.333480100539,424.41667400502695,0.5,T,H,Lose,6,6,,11,9381.842267479544,469.0921133739772,0.6,H,T,Lose,7,5,
12,10887.874841995997,544.3937420997999,0.8,H,H,Win,10,3,,12,12033.96693062715,601.6983465313575,0.4,T,H,Lose,5,8,,12,12033.96693062715,601.6983465313575,0.3,T,H,Lose,4,9,,12,10887.874841995992,544.3937420997996,0.5,T,H,Lose,6,7,,12,10887.874841995994,544.3937420997997,0.3,T,T,Win,4,9,,12,8912.75015410556,445.63750770527804,0.5,T,H,Lose,7,6,,12,9850.934380853518,492.54671904267593,0.5,T,H,Lose,6,7,,12,8912.750154105564,445.63750770527827,0.4,T,T,Win,5,8,,12,8063.916806095512,403.19584030477563,0.5,H,T,Lose,6,7,,12,8912.750154105566,445.6375077052783,0.6,H,H,Win,8,5,
13,11432.268584095797,571.6134292047899,0.7,H,T,Lose,10,4,,13,11432.268584095793,571.6134292047897,0.4,T,T,Win,5,9,,13,11432.268584095793,571.6134292047897,0.3,T,T,Win,4,10,,13,10343.481099896193,517.1740549948097,0.4,T,T,Win,6,8,,13,11432.268584095793,571.6134292047897,0.3,T,T,Win,4,10,,13,8467.112646400283,423.35563232001414,0.6,H,H,Win,8,6,,13,9358.387661810842,467.91938309054217,0.5,T,H,Lose,7,7,,13,9358.387661810842,467.91938309054217,0.4,T,T,Win,5,9,,13,7660.720965790736,383.03604828953684,0.4,T,T,Win,6,8,,13,9358.387661810844,467.9193830905422,0.6,H,T,Lose,8,6,
14,10860.655154891007,543.0327577445504,0.7,H,T,Lose,10,5,,14,12003.882013300583,600.1941006650292,0.3,T,T,Win,5,10,,14,12003.882013300583,600.1941006650292,0.3,T,T,Win,4,11,,14,10860.655154891003,543.0327577445502,0.5,T,H,Lose,7,8,,14,12003.882013300583,600.1941006650292,0.3,T,H,Lose,5,10,,14,8890.468278720296,444.52341393601483,0.5,T,T,Win,8,7,,14,8890.4682787203,444.523413936015,0.5,H,H,Win,8,7,,14,9826.307044901385,491.3153522450693,0.3,T,T,Win,5,10,,14,8043.757014080273,402.18785070401367,0.5,T,H,Lose,7,8,,14,8890.468278720302,444.5234139360151,0.5,H,T,Lose,8,7,
15,10317.622397146457,515.8811198573229,0.6,H,T,Lose,10,6,,15,12604.076113965612,630.2038056982806,0.3,T,T,Win,5,11,,15,12604.076113965612,630.2038056982806,0.3,T,H,Lose,5,11,,15,10317.622397146453,515.8811198573227,0.5,T,H,Lose,8,8,,15,11403.687912635554,570.1843956317778,0.3,T,T,Win,5,11,,15,9334.991692656311,466.7495846328156,0.5,T,T,Win,8,8,,15,9334.991692656315,466.74958463281575,0.5,H,T,Lose,8,8,,15,10317.622397146453,515.8811198573227,0.4,T,H,Lose,6,10,,15,7641.569163376259,382.078458168813,0.5,T,H,Lose,8,8,,15,8445.944864784287,422.29724323921437,0.5,T,T,Win,8,8,
16,9801.741277289135,490.08706386445675,0.6,H,T,Lose,10,7,,16,13234.279919663892,661.7139959831946,0.4,T,H,Lose,6,11,,16,11973.872308267331,598.6936154133666,0.3,T,T,Win,5,12,,16,9801.741277289131,490.0870638644566,0.5,H,T,Lose,8,9,,16,11973.872308267331,598.6936154133666,0.4,T,H,Lose,6,11,,16,9801.741277289126,490.0870638644563,0.5,H,T,Lose,8,9,,16,8868.242108023498,443.4121054011749,0.5,H,T,Lose,8,9,,16,9801.741277289131,490.0870638644566,0.4,T,T,Win,6,11,,16,7259.490705207446,362.9745352603723,0.5,T,T,Win,8,9,,16,8868.242108023502,443.4121054011751,0.5,H,H,Win,9,8,
