,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,7500.0,7500.0,12500.0,7500.0,12500.0,12500.0,12500.0,7500.0,12500.0,12500.0
2,5625.0,5625.0,9375.0,5625.0,9375.0,9375.0,15625.0,9375.0,15625.0,15625.0
3,4218.75,4218.75,11718.75,4218.75,7031.25,7031.25,19531.25,11718.75,19531.25,11718.75
4,5273.4375,3164.0625,8789.0625,3164.0625,8789.0625,8789.0625,14648.4375,8789.0625,24414.0625,8789.0625
5,3955.078125,2373.046875,10986.328125,2373.046875,10986.328125,6591.796875,18310.546875,10986.328125,30517.578125,10986.328125
6,4943.84765625,2966.30859375,13732.91015625,2966.30859375,13732.91015625,8239.74609375,13732.91015625,8239.74609375,22888.18359375,8239.74609375
7,6179.8095703125,2224.7314453125,17166.1376953125,3707.8857421875,10299.6826171875,10299.6826171875,10299.6826171875,10299.6826171875,28610.2294921875,6179.8095703125
8,7724.761962890625,1668.548583984375,12874.603271484375,4634.857177734375,7724.761962890625,12874.603271484375,12874.603271484375,7724.761962890625,21457.672119140625,7724.761962890625
9,5793.571472167969,2085.6857299804688,16093.254089355469,5793.571472167969,9655.952453613281,16093.254089355469,16093.254089355469,5793.571472167969,16093.254089355469,9655.952453613281
10,4345.178604125977,2607.107162475586,20116.567611694336,4345.178604125977,12069.940567016602,12069.940567016602,20116.567611694336,7241.964340209961,20116.567611694336,12069.940567016602
11,3258.8839530944824,1955.3303718566895,25145.70951461792,3258.8839530944824,9052.455425262451,15087.425708770752,15087.425708770752,5431.473255157471,25145.70951461792,15087.425708770752
12,4073.604941368103,2444.162964820862,31432.1368932724,4073.604941368103,6789.341568946838,11315.569281578064,11315.569281578064,4073.604941368103,31432.1368932724,18859.28213596344
13,3055.2037060260773,3055.2037060260773,23574.1026699543,3055.2037060260773,8486.676961183548,8486.676961183548,8486.676961183548,5092.006176710129,39290.1711165905,14144.46160197258
14,3819.0046325325966,3819.0046325325966,17680.577002465725,2291.402779519558,10608.346201479435,6365.007720887661,10608.346201479435,6365.007720887661,29467.628337442875,17680.577002465725
15,2864.2534743994474,4773.755790665746,22100.721253082156,1718.5520846396685,7956.259651109576,4773.755790665746,13260.432751849294,4773.755790665746,36834.53542180359,13260.432751849294
16,3580.3168429993093,3580.3168429993093,16575.540939811617,2148.1901057995856,9945.32456388697,5967.194738332182,9945.32456388697,5967.194738332182,27625.901566352695,16575.540939811617
17,2685.237632249482,4475.396053749137,20719.42617476452,2685.237632249482,7458.993422915228,4475.396053749137,7458.993422915228,4475.396053749137,34532.37695794087,20719.42617476452
18,3356.5470403118525,3356.5470403118525,15539.569631073391,2013.9282241871115,9323.741778644035,3356.5470403118525,5594.245067186421,5594.245067186421,43165.471197426086,15539.569631073391
19,4195.683800389816,2517.4102802338894,19424.46203884174,1510.4461681403336,11654.677223305043,4195.683800389816,6992.806333983026,6992.806333983026,32374.103398069565,11654.677223305043
20,5244.6047504872695,1888.057710175417,24280.577548552174,1888.057710175417,8741.007917478782,5244.6047504872695,5244.6047504872695,8741.007917478782,40467.629247586956,8741.007917478782
21,3933.453562865452,1416.0432826315628,18210.43316141413,1416.0432826315628,6555.755938109087,6555.755938109087,3933.453562865452,6555.755938109087,30350.721935690217,10926.259896848478
22,4916.816953581815,1062.032461973672,22763.04145176766,1062.032461973672,4916.816953581815,8194.694922636358,4916.816953581815,4916.816953581815,37938.40241961277,8194.694922636358
23,6146.021191977269,796.524346480254,17072.281088825745,1327.54057746709,6146.021191977269,10243.368653295447,6146.021191977269,3687.612715186361,28453.80181470958,6146.021191977268
24,4609.515893982952,597.3932598601905,12804.210816619308,1659.4257218338626,7682.526489971587,7682.526489971586,4609.515893982952,2765.7095363897706,21340.351361032182,7682.526489971586
25,3457.1369204872135,448.04494489514286,16005.263520774135,1244.569291375397,5761.89486747869,5761.89486747869,3457.1369204872135,3457.1369204872135,26675.439201290228,5761.89486747869
Lose,,,,,,,,,,
Win,,,,,,,,,,
