,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,0,0,T,0.0,Win,1,T,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,1,0,T,1.0,Lose,0,H,,10000,500.0,1,0,T,1.0,Lose,0,H
1,10500.0,525.0,0,1,T,0.0,Win,2,T,,9500.0,475.0,1,1,T,0.5,Win,1,T,,10500.0,525.0,1,1,T,0.5,Lose,1,H,,9500.0,475.0,2,1,T,1.0,Lose,0,H,,9500.0,475.0,1,1,T,0.5,Win,1,T,,10500.0,525.0,0,1,T,0.0,Win,2,T,,9500.0,475.0,2,1,T,1.0,Lose,0,H,,9500.0,475.0,1,1,T,0.5,Win,1,T,,9500.0,475.0,1,1,T,0.5,Win,1,T,,9500.0,475.0,1,1,T,0.5,Win,1,T
2,11025.0,551.25,1,2,T,0.3,Lose,2,H,,9975.0,498.75,2,2,T,0.7,Lose,1,H,,9975.0,498.75,2,2,T,0.7,Lose,1,H,,9025.0,451.25,3,2,H,1.0,Win,0,H,,9975.0,498.75,2,2,T,0.7,Lose,1,H,,11025.0,551.25,1,2,T,0.3,Lose,2,H,,9025.0,451.25,2,2,H,0.7,Lose,1,T,,9975.0,498.75,1,2,T,0.3,Win,2,T,,9975.0,498.75,1,2,T,0.3,Win,2,T,,9975.0,498.75,2,2,T,0.7,Lose,1,H
3,10473.75,523.6875,2,3,T,0.5,Lose,2,H,,9476.25,473.8125,3,3,T,0.8,Lose,1,H,,9476.25,473.8125,3,3,T,0.8,Lose,1,H,,9476.25,473.8125,4,3,H,1.0,Win,0,H,,9476.25,473.8125,2,3,T,0.5,Win,2,T,,10473.75,523.6875,2,3,T,0.5,Lose,2,H,,8573.75,428.6875,3,3,T,0.8,Lose,1,H,,10473.75,523.6875,2,3,T,0.5,Lose,2,H,,10473.75,523.6875,2,3,T,0.5,Lose,2,H,,9476.25,473.8125,2,3,T,0.5,Win,2,T
4,9950.0625,497.503125,3,4,T,0.6,Lose,2,H,,9002.4375,450.12187500000005,3,4,H,0.6,Lose,2,T,,9002.4375,450.12187500000005,4,4,H,0.8,Win,1,H,,9950.0625,497.503125,5,4,H,1.0,Win,0,H,,9950.0625,497.503125,3,4,T,0.6,Lose,2,H,,9950.0625,497.503125,3,4,T,0.6,Lose,2,H,,8145.0625,407.253125,4,4,H,0.8,Win,1,H,,9950.0625,497.503125,2,4,T,0.4,Win,3,T,,9950.0625,497.503125,3,4,T,0.6,Lose,2,H,,9950.0625,497.503125,2,4,T,0.4,Win,3,T
5,9452.559375,472.62796875000004,4,5,T,0.7,Lose,2,H,,8552.315625,427.61578125,4,5,T,0.7,Lose,2,H,,9452.559375,472.62796875000004,4,5,H,0.7,Lose,2,T,,10447.565625,522.37828125,6,5,H,1.0,Win,0,H,,9452.559375,472.62796875000004,4,5,T,0.7,Lose,2,H,,9452.559375,472.62796875000004,4,5,T,0.7,Lose,2,H,,8552.315625,427.61578125,5,5,H,0.8,Win,1,H,,10447.565625,522.37828125,3,5,T,0.5,Lose,3,H,,9452.559375,472.62796875000004,4,5,T,0.7,Lose,2,H,,10447.565625,522.37828125,2,5,T,0.3,Win,4,T
6,8979.931406250002,448.9965703125001,5,6,H,0.7,Win,2,H,,8124.69984375,406.2349921875,4,6,H,0.6,Lose,3,T,,8979.931406250002,448.9965703125001,5,6,H,0.7,Win,2,H,,10969.943906249999,548.4971953124999,7,6,H,1.0,Win,0,H,,8979.931406250002,448.9965703125001,4,6,H,0.6,Lose,3,T,,8979.931406250002,448.9965703125001,4,6,H,0.6,Lose,3,T,,8979.93140625,448.9965703125,5,6,H,0.7,Lose,2,T,,9925.18734375,496.2593671875,3,6,T,0.4,Win,4,T,,8979.931406250002,448.9965703125001,4,6,H,0.6,Lose,3,T,,10969.943906249999,548.4971953124999,3,6,T,0.4,Lose,4,H
7,9428.927976562501,471.4463988281251,5,7,H,0.6,Lose,3,T,,7718.4648515624995,385.923242578125,4,7,T,0.5,Win,4,T,,9428.927976562501,471.4463988281251,5,7,H,0.6,Lose,3,T,,11518.4411015625,575.922055078125,8,7,H,1.0,Win,0,H,,8530.934835937502,426.5467417968751,4,7,T,0.5,Win,4,T,,8530.934835937502,426.5467417968751,5,7,T,0.6,Lose,3,H,,8530.9348359375,426.54674179687504,5,7,H,0.6,Lose,3,T,,10421.4467109375,521.072335546875,3,7,T,0.4,Win,5,T,,8530.934835937502,426.5467417968751,4,7,T,0.5,Win,4,T,,10421.446710937498,521.0723355468749,3,7,T,0.4,Win,5,T
8,8957.481577734376,447.8740788867188,6,8,H,0.7,Win,3,H,,8104.388094140624,405.21940470703123,5,8,T,0.6,Lose,4,H,,8957.481577734376,447.8740788867188,5,8,H,0.6,Lose,4,T,,12094.363156640624,604.7181578320312,9,8,H,1.0,Win,0,H,,8957.481577734377,447.8740788867189,5,8,T,0.6,Lose,4,H,,8104.388094140627,405.21940470703134,6,8,H,0.7,Win,3,H,,8104.388094140625,405.2194047070313,5,8,H,0.6,Lose,4,T,,10942.519046484374,547.1259523242187,4,8,T,0.4,Lose,5,H,,8957.481577734377,447.8740788867189,5,8,T,0.6,Lose,4,H,,10942.519046484373,547.1259523242187,4,8,T,0.4,Lose,5,H
9,9405.355656621094,470.2677828310547,7,9,H,0.7,Win,3,H,,7699.168689433593,384.95843447167965,5,9,T,0.5,Win,5,T,,8509.607498847658,425.4803749423829,6,9,T,0.6,Lose,4,H,,12699.081314472654,634.9540657236328,10,9,H,1.0,Win,0,H,,8509.60749884766,425.480374942383,5,9,T,0.5,Win,5,T,,8509.607498847658,425.4803749423829,7,9,H,0.7,Win,3,H,,7699.1686894335935,384.9584344716797,6,9,T,0.6,Lose,4,H,,10395.393094160156,519.7696547080078,4,9,T,0.4,Win,6,T,,8509.60749884766,425.480374942383,5,9,T,0.5,Win,5,T,,10395.393094160154,519.7696547080077,4,9,T,0.4,Win,6,T
