,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,5000.0,15000.0,5000.0,5000.0,15000.0,15000.0,5000.0,15000.0,5000.0,5000.0,5000.0,5000.0,15000.0,5000.0,15000.0,5000.0,15000.0,15000.0,15000.0,5000.0,15000.0,5000.0,15000.0,5000.0,5000.0,5000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,5000.0,15000.0,15000.0,15000.0,5000.0,5000.0,5000.0,5000.0,15000.0,15000.0,5000.0,15000.0,15000.0,5000.0,15000.0,5000.0,15000.0
2,7500.0,22500.0,7500.0,2500.0,22500.0,7500.0,2500.0,22500.0,7500.0,2500.0,7500.0,7500.0,22500.0,7500.0,7500.0,2500.0,7500.0,22500.0,22500.0,7500.0,7500.0,2500.0,7500.0,7500.0,7500.0,2500.0,22500.0,7500.0,22500.0,22500.0,7500.0,7500.0,7500.0,2500.0,22500.0,7500.0,7500.0,7500.0,2500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,22500.0,2500.0,7500.0
3,11250.0,33750.0,11250.0,3750.0,11250.0,3750.0,1250.0,11250.0,11250.0,3750.0,3750.0,3750.0,11250.0,11250.0,3750.0,3750.0,3750.0,33750.0,33750.0,11250.0,11250.0,3750.0,3750.0,3750.0,3750.0,3750.0,33750.0,11250.0,33750.0,33750.0,11250.0,11250.0,3750.0,1250.0,11250.0,11250.0,11250.0,11250.0,1250.0,11250.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,33750.0,1250.0,11250.0
4,16875.0,16875.0,16875.0,1875.0,16875.0,5625.0,625.0,5625.0,16875.0,1875.0,5625.0,1875.0,16875.0,5625.0,1875.0,5625.0,5625.0,16875.0,50625.0,5625.0,16875.0,1875.0,5625.0,1875.0,1875.0,1875.0,50625.0,5625.0,50625.0,16875.0,5625.0,16875.0,1875.0,625.0,5625.0,5625.0,5625.0,5625.0,1875.0,5625.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,1875.0,50625.0,625.0,16875.0
5,25312.5,25312.5,8437.5,2812.5,8437.5,8437.5,937.5,8437.5,25312.5,937.5,8437.5,937.5,8437.5,8437.5,2812.5,8437.5,8437.5,25312.5,75937.5,8437.5,8437.5,2812.5,8437.5,2812.5,937.5,937.5,25312.5,2812.5,25312.5,8437.5,8437.5,8437.5,937.5,937.5,2812.5,8437.5,8437.5,8437.5,2812.5,8437.5,937.5,937.5,2812.5,937.5,2812.5,937.5,937.5,25312.5,937.5,25312.5
6,12656.25,12656.25,4218.75,1406.25,12656.25,4218.75,468.75,12656.25,12656.25,1406.25,4218.75,468.75,12656.25,4218.75,1406.25,12656.25,12656.25,37968.75,113906.25,12656.25,12656.25,1406.25,12656.25,1406.25,468.75,1406.25,37968.75,1406.25,12656.25,4218.75,4218.75,4218.75,468.75,1406.25,4218.75,4218.75,4218.75,4218.75,4218.75,4218.75,1406.25,1406.25,1406.25,468.75,4218.75,468.75,468.75,12656.25,468.75,12656.25
7,6328.125,6328.125,6328.125,2109.375,6328.125,6328.125,234.375,6328.125,18984.375,2109.375,6328.125,703.125,6328.125,6328.125,2109.375,6328.125,6328.125,18984.375,170859.375,6328.125,6328.125,2109.375,18984.375,703.125,234.375,2109.375,56953.125,703.125,6328.125,6328.125,2109.375,2109.375,234.375,2109.375,6328.125,6328.125,2109.375,6328.125,2109.375,6328.125,2109.375,2109.375,703.125,703.125,2109.375,234.375,703.125,18984.375,703.125,18984.375
8,9492.1875,9492.1875,3164.0625,3164.0625,9492.1875,3164.0625,117.1875,3164.0625,9492.1875,1054.6875,9492.1875,351.5625,9492.1875,9492.1875,1054.6875,3164.0625,9492.1875,9492.1875,85429.6875,3164.0625,3164.0625,3164.0625,9492.1875,351.5625,351.5625,3164.0625,85429.6875,351.5625,9492.1875,9492.1875,3164.0625,3164.0625,351.5625,1054.6875,9492.1875,3164.0625,1054.6875,9492.1875,1054.6875,9492.1875,3164.0625,1054.6875,1054.6875,351.5625,3164.0625,351.5625,351.5625,28476.5625,351.5625,9492.1875
9,4746.09375,14238.28125,4746.09375,4746.09375,4746.09375,1582.03125,175.78125,4746.09375,14238.28125,527.34375,14238.28125,175.78125,14238.28125,4746.09375,1582.03125,4746.09375,14238.28125,4746.09375,42714.84375,1582.03125,4746.09375,1582.03125,14238.28125,175.78125,527.34375,1582.03125,42714.84375,527.34375,14238.28125,4746.09375,1582.03125,1582.03125,175.78125,1582.03125,14238.28125,1582.03125,1582.03125,14238.28125,527.34375,14238.28125,1582.03125,1582.03125,527.34375,175.78125,1582.03125,175.78125,527.34375,14238.28125,175.78125,14238.28125
10,7119.140625,7119.140625,7119.140625,2373.046875,2373.046875,791.015625,263.671875,2373.046875,7119.140625,263.671875,21357.421875,87.890625,21357.421875,2373.046875,791.015625,2373.046875,7119.140625,2373.046875,64072.265625,791.015625,2373.046875,791.015625,21357.421875,87.890625,791.015625,791.015625,21357.421875,791.015625,7119.140625,2373.046875,791.015625,791.015625,263.671875,791.015625,7119.140625,2373.046875,2373.046875,7119.140625,791.015625,7119.140625,791.015625,791.015625,263.671875,87.890625,2373.046875,87.890625,263.671875,7119.140625,263.671875,7119.140625
11,3559.5703125,10678.7109375,10678.7109375,1186.5234375,3559.5703125,395.5078125,395.5078125,1186.5234375,10678.7109375,131.8359375,32036.1328125,131.8359375,10678.7109375,3559.5703125,1186.5234375,3559.5703125,10678.7109375,1186.5234375,96108.3984375,1186.5234375,3559.5703125,395.5078125,10678.7109375,43.9453125,395.5078125,395.5078125,10678.7109375,395.5078125,3559.5703125,1186.5234375,395.5078125,1186.5234375,395.5078125,395.5078125,10678.7109375,3559.5703125,1186.5234375,10678.7109375,395.5078125,10678.7109375,1186.5234375,395.5078125,131.8359375,131.8359375,1186.5234375,43.9453125,395.5078125,3559.5703125,395.5078125,10678.7109375
12,1779.78515625,5339.35546875,16018.06640625,1779.78515625,1779.78515625,197.75390625,197.75390625,1779.78515625,16018.06640625,197.75390625,48054.19921875,65.91796875,5339.35546875,1779.78515625,593.26171875,5339.35546875,16018.06640625,1779.78515625,144162.59765625,593.26171875,5339.35546875,593.26171875,5339.35546875,65.91796875,197.75390625,197.75390625,5339.35546875,197.75390625,1779.78515625,1779.78515625,593.26171875,1779.78515625,197.75390625,593.26171875,16018.06640625,5339.35546875,593.26171875,16018.06640625,197.75390625,16018.06640625,1779.78515625,197.75390625,65.91796875,197.75390625,593.26171875,21.97265625,197.75390625,1779.78515625,593.26171875,5339.35546875
13,2669.677734375,2669.677734375,24027.099609375,2669.677734375,889.892578125,98.876953125,98.876953125,2669.677734375,24027.099609375,296.630859375,72081.298828125,98.876953125,2669.677734375,889.892578125,296.630859375,8009.033203125,24027.099609375,889.892578125,72081.298828125,889.892578125,8009.033203125,889.892578125,8009.033203125,98.876953125,98.876953125,98.876953125,8009.033203125,98.876953125,889.892578125,889.892578125,296.630859375,2669.677734375,296.630859375,889.892578125,8009.033203125,8009.033203125,296.630859375,8009.033203125,98.876953125,24027.099609375,2669.677734375,98.876953125,98.876953125,296.630859375,889.892578125,10.986328125,296.630859375,889.892578125,889.892578125,8009.033203125
14,4004.5166015625,1334.8388671875,12013.5498046875,1334.8388671875,444.9462890625,49.4384765625,49.4384765625,4004.5166015625,12013.5498046875,148.3154296875,108121.9482421875,49.4384765625,4004.5166015625,1334.8388671875,444.9462890625,4004.5166015625,36040.6494140625,444.9462890625,108121.9482421875,444.9462890625,4004.5166015625,1334.8388671875,4004.5166015625,148.3154296875,49.4384765625,49.4384765625,12013.5498046875,49.4384765625,444.9462890625,1334.8388671875,444.9462890625,4004.5166015625,148.3154296875,444.9462890625,12013.5498046875,12013.5498046875,444.9462890625,12013.5498046875,49.4384765625,12013.5498046875,1334.8388671875,49.4384765625,49.4384765625,444.9462890625,444.9462890625,16.4794921875,444.9462890625,444.9462890625,444.9462890625,12013.5498046875
15,6006.77490234375,2002.25830078125,6006.77490234375,2002.25830078125,667.41943359375,74.15771484375,24.71923828125,6006.77490234375,6006.77490234375,222.47314453125,54060.97412109375,24.71923828125,6006.77490234375,2002.25830078125,222.47314453125,2002.25830078125,54060.97412109375,667.41943359375,54060.97412109375,222.47314453125,6006.77490234375,667.41943359375,2002.25830078125,74.15771484375,24.71923828125,74.15771484375,18020.32470703125,24.71923828125,222.47314453125,2002.25830078125,667.41943359375,2002.25830078125,74.15771484375,222.47314453125,18020.32470703125,6006.77490234375,222.47314453125,6006.77490234375,74.15771484375,6006.77490234375,667.41943359375,74.15771484375,74.15771484375,222.47314453125,222.47314453125,8.23974609375,667.41943359375,222.47314453125,667.41943359375,6006.77490234375
16,3003.387451171875,3003.387451171875,9010.162353515625,3003.387451171875,1001.129150390625,111.236572265625,37.078857421875,3003.387451171875,3003.387451171875,333.709716796875,27030.487060546875,37.078857421875,9010.162353515625,1001.129150390625,333.709716796875,3003.387451171875,81091.46118164062,1001.129150390625,27030.487060546875,333.709716796875,3003.387451171875,1001.129150390625,3003.387451171875,111.236572265625,12.359619140625,111.236572265625,9010.162353515625,12.359619140625,111.236572265625,3003.387451171875,333.709716796875,1001.129150390625,111.236572265625,111.236572265625,27030.487060546875,3003.387451171875,111.236572265625,9010.162353515625,111.236572265625,9010.162353515625,333.709716796875,37.078857421875,37.078857421875,333.709716796875,111.236572265625,4.119873046875,333.709716796875,333.709716796875,1001.129150390625,9010.162353515625
17,1501.6937255859375,1501.6937255859375,4505.0811767578125,4505.0811767578125,1501.6937255859375,166.8548583984375,18.5394287109375,4505.0811767578125,4505.0811767578125,166.8548583984375,13515.243530273438,18.5394287109375,13515.243530273438,500.5645751953125,166.8548583984375,4505.0811767578125,121637.19177246094,1501.6937255859375,13515.243530273438,500.5645751953125,1501.6937255859375,500.5645751953125,4505.0811767578125,166.8548583984375,18.5394287109375,55.6182861328125,13515.243530273438,18.5394287109375,55.6182861328125,1501.6937255859375,166.8548583984375,1501.6937255859375,166.8548583984375,55.6182861328125,13515.243530273438,4505.0811767578125,166.8548583984375,4505.0811767578125,55.6182861328125,13515.243530273438,166.8548583984375,18.5394287109375,55.6182861328125,500.5645751953125,166.8548583984375,2.0599365234375,500.5645751953125,166.8548583984375,500.5645751953125,4505.0811767578125
18,750.8468627929688,750.8468627929688,6757.621765136719,6757.621765136719,2252.5405883789062,250.28228759765625,27.80914306640625,6757.621765136719,6757.621765136719,250.28228759765625,6757.621765136719,9.26971435546875,6757.621765136719,750.8468627929688,250.28228759765625,6757.621765136719,182455.7876586914,750.8468627929688,6757.621765136719,250.28228759765625,750.8468627929688,750.8468627929688,2252.5405883789062,83.42742919921875,9.26971435546875,27.80914306640625,20272.865295410156,27.80914306640625,27.80914306640625,2252.5405883789062,250.28228759765625,2252.5405883789062,83.42742919921875,83.42742919921875,6757.621765136719,6757.621765136719,250.28228759765625,2252.5405883789062,83.42742919921875,20272.865295410156,250.28228759765625,9.26971435546875,83.42742919921875,750.8468627929688,250.28228759765625,1.02996826171875,250.28228759765625,83.42742919921875,750.8468627929688,2252.5405883789062
19,375.4234313964844,1126.2702941894531,3378.8108825683594,10136.432647705078,1126.2702941894531,125.14114379882812,13.904571533203125,3378.8108825683594,10136.432647705078,375.4234313964844,10136.432647705078,13.904571533203125,10136.432647705078,375.4234313964844,125.14114379882812,3378.8108825683594,91227.8938293457,1126.2702941894531,3378.8108825683594,125.14114379882812,1126.2702941894531,1126.2702941894531,3378.8108825683594,41.713714599609375,4.634857177734375,41.713714599609375,30409.297943115234,13.904571533203125,41.713714599609375,3378.8108825683594,125.14114379882812,3378.8108825683594,125.14114379882812,41.713714599609375,3378.8108825683594,3378.8108825683594,125.14114379882812,1126.2702941894531,41.713714599609375,30409.297943115234,125.14114379882812,13.904571533203125,41.713714599609375,375.4234313964844,125.14114379882812,0.514984130859375,125.14114379882812,125.14114379882812,1126.2702941894531,1126.2702941894531
20,187.7117156982422,563.1351470947266,5068.216323852539,15204.648971557617,1689.4054412841797,187.7117156982422,20.856857299804688,5068.216323852539,15204.648971557617,563.1351470947266,5068.216323852539,6.9522857666015625,15204.648971557617,187.7117156982422,62.57057189941406,1689.4054412841797,136841.84074401855,1689.4054412841797,5068.216323852539,187.7117156982422,563.1351470947266,563.1351470947266,5068.216323852539,20.856857299804688,2.3174285888671875,20.856857299804688,45613.94691467285,20.856857299804688,62.57057189941406,1689.4054412841797,187.7117156982422,5068.216323852539,187.7117156982422,20.856857299804688,1689.4054412841797,5068.216323852539,187.7117156982422,1689.4054412841797,62.57057189941406,15204.648971557617,187.7117156982422,6.9522857666015625,20.856857299804688,563.1351470947266,62.57057189941406,0.7724761962890625,187.7117156982422,62.57057189941406,563.1351470947266,563.1351470947266
21,281.5675735473633,844.7027206420898,7602.324485778809,22806.973457336426,844.7027206420898,281.5675735473633,31.28528594970703,7602.324485778809,22806.973457336426,281.5675735473633,2534.1081619262695,10.428428649902344,7602.324485778809,93.8558578491211,93.8558578491211,2534.1081619262695,205262.76111602783,844.7027206420898,2534.1081619262695,281.5675735473633,281.5675735473633,281.5675735473633,2534.1081619262695,31.28528594970703,3.4761428833007812,10.428428649902344,22806.973457336426,31.28528594970703,93.8558578491211,2534.1081619262695,281.5675735473633,2534.1081619262695,281.5675735473633,31.28528594970703,844.7027206420898,7602.324485778809,281.5675735473633,2534.1081619262695,93.8558578491211,22806.973457336426,281.5675735473633,3.4761428833007812,31.28528594970703,281.5675735473633,93.8558578491211,0.38623809814453125,93.8558578491211,31.28528594970703,281.5675735473633,281.5675735473633
22,422.3513603210449,422.3513603210449,11403.486728668213,11403.486728668213,1267.0540809631348,140.78378677368164,15.642642974853516,11403.486728668213,11403.486728668213,140.78378677368164,1267.0540809631348,15.642642974853516,3801.1622428894043,140.78378677368164,46.92792892456055,3801.1622428894043,307894.14167404175,1267.0540809631348,1267.0540809631348,422.3513603210449,140.78378677368164,140.78378677368164,3801.1622428894043,15.642642974853516,1.7380714416503906,5.214214324951172,34210.46018600464,15.642642974853516,46.92792892456055,3801.1622428894043,422.3513603210449,1267.0540809631348,422.3513603210449,46.92792892456055,1267.0540809631348,11403.486728668213,422.3513603210449,1267.0540809631348,140.78378677368164,11403.486728668213,140.78378677368164,1.7380714416503906,15.642642974853516,140.78378677368164,46.92792892456055,0.5793571472167969,140.78378677368164,15.642642974853516,422.3513603210449,140.78378677368164
23,211.17568016052246,211.17568016052246,17105.23009300232,5701.743364334106,633.5270404815674,211.17568016052246,23.463964462280273,5701.743364334106,5701.743364334106,211.17568016052246,633.5270404815674,23.463964462280273,5701.743364334106,211.17568016052246,70.39189338684082,5701.743364334106,461841.2125110626,1900.5811214447021,633.5270404815674,211.17568016052246,211.17568016052246,70.39189338684082,1900.5811214447021,23.463964462280273,0.8690357208251953,2.607107162475586,51315.69027900696,7.821321487426758,23.463964462280273,1900.5811214447021,633.5270404815674,1900.5811214447021,211.17568016052246,23.463964462280273,633.5270404815674,5701.743364334106,633.5270404815674,1900.5811214447021,211.17568016052246,5701.743364334106,70.39189338684082,2.607107162475586,7.821321487426758,211.17568016052246,70.39189338684082,0.8690357208251953,211.17568016052246,7.821321487426758,211.17568016052246,70.39189338684082
24,105.58784008026123,316.7635202407837,8552.61504650116,2850.871682167053,950.2905607223511,105.58784008026123,11.731982231140137,2850.871682167053,2850.871682167053,105.58784008026123,316.7635202407837,35.19594669342041,8552.61504650116,105.58784008026123,35.19594669342041,8552.61504650116,230920.6062555313,950.2905607223511,316.7635202407837,105.58784008026123,316.7635202407837,35.19594669342041,2850.871682167053,35.19594669342041,1.303553581237793,3.910660743713379,76973.53541851044,11.731982231140137,11.731982231140137,2850.871682167053,950.2905607223511,2850.871682167053,316.7635202407837,35.19594669342041,950.2905607223511,8552.61504650116,950.2905607223511,2850.871682167053,316.7635202407837,8552.61504650116,35.19594669342041,1.303553581237793,3.910660743713379,105.58784008026123,105.58784008026123,0.43451786041259766,105.58784008026123,3.910660743713379,105.58784008026123,35.19594669342041
25,158.38176012039185,475.14528036117554,4276.30752325058,4276.30752325058,475.14528036117554,158.38176012039185,17.597973346710205,1425.4358410835266,1425.4358410835266,158.38176012039185,158.38176012039185,52.793920040130615,12828.92256975174,52.793920040130615,52.793920040130615,12828.92256975174,346380.90938329697,475.14528036117554,158.38176012039185,158.38176012039185,475.14528036117554,17.597973346710205,1425.4358410835266,52.793920040130615,0.6517767906188965,1.9553303718566895,38486.76770925522,5.865991115570068,17.597973346710205,1425.4358410835266,475.14528036117554,4276.30752325058,475.14528036117554,52.793920040130615,475.14528036117554,4276.30752325058,475.14528036117554,4276.30752325058,475.14528036117554,4276.30752325058,17.597973346710205,0.6517767906188965,5.865991115570068,158.38176012039185,52.793920040130615,0.21725893020629883,158.38176012039185,5.865991115570068,158.38176012039185,17.597973346710205
26,79.19088006019592,237.57264018058777,2138.15376162529,6414.46128487587,712.7179205417633,79.19088006019592,8.798986673355103,712.7179205417633,2138.15376162529,79.19088006019592,237.57264018058777,79.19088006019592,19243.38385462761,26.396960020065308,26.396960020065308,6414.46128487587,519571.36407494545,712.7179205417633,237.57264018058777,237.57264018058777,237.57264018058777,26.396960020065308,712.7179205417633,26.396960020065308,0.32588839530944824,2.932995557785034,57730.15156388283,2.932995557785034,8.798986673355103,2138.15376162529,712.7179205417633,6414.46128487587,237.57264018058777,26.396960020065308,712.7179205417633,2138.15376162529,712.7179205417633,2138.15376162529,712.7179205417633,2138.15376162529,26.396960020065308,0.9776651859283447,8.798986673355103,79.19088006019592,79.19088006019592,0.32588839530944824,79.19088006019592,8.798986673355103,237.57264018058777,26.396960020065308
27,39.59544003009796,356.35896027088165,1069.076880812645,3207.230642437935,356.35896027088165,39.59544003009796,13.198480010032654,356.35896027088165,3207.230642437935,39.59544003009796,118.78632009029388,39.59544003009796,9621.691927313805,39.59544003009796,13.198480010032654,3207.230642437935,259785.68203747272,356.35896027088165,118.78632009029388,356.35896027088165,356.35896027088165,13.198480010032654,356.35896027088165,39.59544003009796,0.16294419765472412,4.399493336677551,86595.22734582424,1.466497778892517,13.198480010032654,1069.076880812645,1069.076880812645,3207.230642437935,118.78632009029388,39.59544003009796,1069.076880812645,3207.230642437935,356.35896027088165,1069.076880812645,356.35896027088165,3207.230642437935,39.59544003009796,1.466497778892517,13.198480010032654,118.78632009029388,39.59544003009796,0.48883259296417236,39.59544003009796,13.198480010032654,118.78632009029388,39.59544003009796
28,19.79772001504898,534.5384404063225,534.5384404063225,4810.845963656902,534.5384404063225,19.79772001504898,6.599240005016327,178.17948013544083,1603.6153212189674,19.79772001504898,59.39316004514694,19.79772001504898,14432.537890970707,59.39316004514694,6.599240005016327,1603.6153212189674,389678.5230562091,178.17948013544083,59.39316004514694,534.5384404063225,534.5384404063225,19.79772001504898,178.17948013544083,19.79772001504898,0.24441629648208618,2.1997466683387756,129892.84101873636,0.7332488894462585,6.599240005016327,1603.6153212189674,1603.6153212189674,4810.845963656902,59.39316004514694,19.79772001504898,1603.6153212189674,1603.6153212189674,178.17948013544083,534.5384404063225,534.5384404063225,1603.6153212189674,59.39316004514694,0.7332488894462585,6.599240005016327,59.39316004514694,59.39316004514694,0.7332488894462585,19.79772001504898,6.599240005016327,178.17948013544083,59.39316004514694
29,9.89886000752449,267.26922020316124,801.8076606094837,2405.422981828451,267.26922020316124,9.89886000752449,9.89886000752449,89.08974006772041,801.8076606094837,9.89886000752449,29.69658002257347,29.69658002257347,7216.2689454853535,89.08974006772041,9.89886000752449,2405.422981828451,194839.26152810454,267.26922020316124,89.08974006772041,801.8076606094837,267.26922020316124,29.69658002257347,267.26922020316124,9.89886000752449,0.3666244447231293,3.2996200025081635,64946.42050936818,1.0998733341693878,9.89886000752449,801.8076606094837,2405.422981828451,7216.2689454853535,89.08974006772041,29.69658002257347,801.8076606094837,801.8076606094837,267.26922020316124,801.8076606094837,267.26922020316124,801.8076606094837,89.08974006772041,0.3666244447231293,3.2996200025081635,29.69658002257347,29.69658002257347,1.0998733341693878,9.89886000752449,3.2996200025081635,89.08974006772041,89.08974006772041
30,4.949430003762245,400.90383030474186,1202.7114909142256,1202.7114909142256,400.90383030474186,14.848290011286736,14.848290011286736,133.63461010158062,400.90383030474186,4.949430003762245,44.54487003386021,14.848290011286736,3608.1344727426767,44.54487003386021,14.848290011286736,1202.7114909142256,292258.8922921568,133.63461010158062,133.63461010158062,400.90383030474186,133.63461010158062,14.848290011286736,133.63461010158062,4.949430003762245,0.5499366670846939,1.6498100012540817,32473.21025468409,0.5499366670846939,4.949430003762245,400.90383030474186,1202.7114909142256,3608.1344727426767,133.63461010158062,14.848290011286736,400.90383030474186,1202.7114909142256,133.63461010158062,1202.7114909142256,400.90383030474186,1202.7114909142256,44.54487003386021,0.18331222236156464,1.6498100012540817,44.54487003386021,14.848290011286736,0.5499366670846939,14.848290011286736,4.949430003762245,44.54487003386021,44.54487003386021
31,7.424145005643368,601.3557454571128,601.3557454571128,1804.0672363713384,601.3557454571128,7.424145005643368,22.272435016930103,66.81730505079031,601.3557454571128,2.4747150018811226,22.272435016930103,22.272435016930103,5412.201709114015,22.272435016930103,7.424145005643368,1804.0672363713384,438388.3384382352,66.81730505079031,200.45191515237093,601.3557454571128,66.81730505079031,22.272435016930103,66.81730505079031,7.424145005643368,0.8249050006270409,2.4747150018811226,16236.605127342045,0.8249050006270409,2.4747150018811226,200.45191515237093,1804.0672363713384,1804.0672363713384,200.45191515237093,22.272435016930103,200.45191515237093,1804.0672363713384,66.81730505079031,1804.0672363713384,601.3557454571128,1804.0672363713384,22.272435016930103,0.09165611118078232,2.4747150018811226,22.272435016930103,22.272435016930103,0.27496833354234695,22.272435016930103,2.4747150018811226,66.81730505079031,22.272435016930103
32,3.712072502821684,902.0336181856692,902.0336181856692,2706.1008545570076,300.6778727285564,11.136217508465052,33.408652525395155,100.22595757618546,902.0336181856692,3.712072502821684,33.408652525395155,33.408652525395155,2706.1008545570076,11.136217508465052,3.712072502821684,902.0336181856692,657582.5076573528,33.408652525395155,300.6778727285564,902.0336181856692,100.22595757618546,11.136217508465052,33.408652525395155,3.712072502821684,1.2373575009405613,3.712072502821684,24354.907691013068,1.2373575009405613,1.2373575009405613,100.22595757618546,902.0336181856692,902.0336181856692,100.22595757618546,11.136217508465052,300.6778727285564,902.0336181856692,100.22595757618546,2706.1008545570076,902.0336181856692,2706.1008545570076,11.136217508465052,0.04582805559039116,3.712072502821684,33.408652525395155,11.136217508465052,0.13748416677117348,33.408652525395155,1.2373575009405613,33.408652525395155,33.408652525395155
33,1.856036251410842,451.0168090928346,1353.0504272785038,4059.1512818355113,451.0168090928346,5.568108754232526,50.11297878809273,50.11297878809273,451.0168090928346,1.856036251410842,16.704326262697577,50.11297878809273,4059.1512818355113,5.568108754232526,1.856036251410842,451.0168090928346,328791.2538286764,50.11297878809273,451.0168090928346,451.0168090928346,150.3389363642782,5.568108754232526,50.11297878809273,5.568108754232526,1.856036251410842,1.856036251410842,12177.453845506534,0.6186787504702806,1.856036251410842,50.11297878809273,1353.0504272785038,451.0168090928346,150.3389363642782,16.704326262697577,150.3389363642782,1353.0504272785038,150.3389363642782,1353.0504272785038,1353.0504272785038,4059.1512818355113,5.568108754232526,0.02291402779519558,1.856036251410842,16.704326262697577,5.568108754232526,0.06874208338558674,50.11297878809273,1.856036251410842,50.11297878809273,50.11297878809273
