,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,0.0,H,T,Lose,0,1,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,0.0,H,T,Lose,0,1,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,1.0,H,H,Win,1,0,,0,10000,100.0,0.0,H,T,Lose,0,1,
1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,9900.0,99.0,0.5,H,H,Win,1,1,,1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,9900.0,99.0,0.0,H,T,Lose,0,2,,1,10100.0,101.0,1.0,H,H,Win,2,0,,1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,10100.0,101.0,0.5,H,T,Lose,1,1,,1,9900.0,99.0,0.5,H,H,Win,1,1,
2,9999.0,99.99000000000001,0.7,H,H,Win,2,1,,2,9999.0,99.99000000000001,0.7,H,H,Win,2,1,,2,9999.0,99.99000000000001,0.3,H,T,Lose,1,2,,2,9801.0,98.01,0.3,H,H,Win,1,2,,2,10201.0,102.01,1.0,T,H,Lose,3,0,,2,9999.0,99.99000000000001,0.3,H,T,Lose,1,2,,2,9999.0,99.99000000000001,0.7,H,H,Win,2,1,,2,9999.0,99.99000000000001,0.3,H,T,Lose,1,2,,2,9999.0,99.99000000000001,0.7,H,H,Win,2,1,,2,9999.0,99.99000000000001,0.3,H,T,Lose,1,2,
3,10098.99,100.9899,0.8,H,H,Win,3,1,,3,10098.99,100.9899,0.8,H,H,Win,3,1,,3,9899.01,98.9901,0.2,H,T,Lose,1,3,,3,9899.01,98.9901,0.5,H,H,Win,2,2,,3,10098.99,100.9899,1.0,T,H,Lose,4,0,,3,9899.01,98.9901,0.2,H,T,Lose,1,3,,3,10098.99,100.9899,0.8,H,H,Win,3,1,,3,9899.01,98.9901,0.5,H,H,Win,2,2,,3,10098.99,100.9899,0.5,H,T,Lose,2,2,,3,9899.01,98.9901,0.2,H,T,Lose,1,3,
4,10199.9799,101.99979900000001,0.6,T,T,Win,3,2,,4,10199.9799,101.99979900000001,0.8,T,H,Lose,4,1,,4,9800.0199,98.000199,0.4,H,H,Win,2,3,,4,9998.000100000001,99.98000100000002,0.4,H,T,Lose,2,3,,4,9998.0001,99.980001,1.0,T,H,Lose,5,0,,4,9800.0199,98.000199,0.2,H,T,Lose,1,4,,4,10199.9799,101.99979900000001,0.6,T,T,Win,3,2,,4,9998.000100000001,99.98000100000002,0.4,H,T,Lose,2,3,,4,9998.0001,99.980001,0.6,H,H,Win,3,2,,4,9800.0199,98.000199,0.2,H,T,Lose,1,4,
5,10301.979699,103.01979699,0.5,H,T,Lose,3,3,,5,10097.980101000001,100.97980101000002,0.7,T,T,Win,4,2,,5,9898.020099,98.98020099,0.5,H,H,Win,3,3,,5,9898.020099000001,98.98020099000001,0.3,H,T,Lose,2,4,,5,9898.020099,98.98020099,0.8,T,T,Win,5,1,,5,9702.019701,97.02019700999999,0.2,H,T,Lose,1,5,,5,10301.979699,103.01979699,0.7,H,H,Win,4,2,,5,9898.020099000001,98.98020099000001,0.5,H,H,Win,3,3,,5,10097.980101,100.97980100999999,0.7,H,H,Win,4,2,,5,9702.019701,97.02019700999999,0.3,H,H,Win,2,4,
6,10198.95990201,101.9895990201,0.4,H,T,Lose,3,4,,6,10198.959902010001,101.98959902010002,0.7,T,H,Lose,5,2,,6,9997.000299989999,99.97000299989999,0.6,H,H,Win,4,3,,6,9799.039898010002,97.99039898010003,0.3,H,T,Lose,2,5,,6,9997.000299989999,99.97000299989999,0.7,T,T,Win,5,2,,6,9604.999503989999,96.04999503989998,0.1,H,T,Lose,1,6,,6,10404.99949599,104.0499949599,0.7,T,H,Lose,5,2,,6,9997.00029999,99.9700029999,0.6,H,H,Win,4,3,,6,10198.95990201,101.9895990201,0.7,T,H,Lose,5,2,,6,9799.03989801,97.9903989801,0.3,H,T,Lose,2,5,
7,10096.9703029899,100.969703029899,0.5,H,H,Win,4,4,,7,10096.970302989901,100.96970302989901,0.6,T,T,Win,5,3,,7,10096.9703029899,100.969703029899,0.6,H,H,Win,5,3,,7,9701.049499029901,97.01049499029901,0.4,H,H,Win,3,5,,7,10096.9703029899,100.969703029899,0.8,T,H,Lose,6,2,,7,9508.949508950098,95.08949508950099,0.1,H,T,Lose,1,7,,7,10300.9495010301,103.009495010301,0.8,T,H,Lose,6,2,,7,10096.970302989901,100.96970302989901,0.6,H,H,Win,5,3,,7,10096.9703029899,100.969703029899,0.8,T,H,Lose,6,2,,7,9701.0494990299,97.010494990299,0.4,H,H,Win,3,5,
8,10197.940006019799,101.97940006019799,0.6,H,H,Win,5,4,,8,10197.9400060198,101.979400060198,0.6,T,T,Win,5,4,,8,10197.940006019799,101.97940006019799,0.7,T,H,Lose,6,3,,8,9798.059994020201,97.98059994020201,0.3,H,T,Lose,3,6,,8,9996.00059996,99.9600059996,0.7,T,T,Win,6,3,,8,9413.860013860596,94.13860013860597,0.1,H,T,Lose,1,8,,8,10197.940006019799,101.97940006019799,0.8,T,H,Lose,7,2,,8,10197.9400060198,101.979400060198,0.6,T,T,Win,5,4,,8,9996.00059996,99.9600059996,0.7,T,T,Win,6,3,,8,9798.0599940202,97.980599940202,0.3,H,T,Lose,3,6,
9,10299.919406079996,102.99919406079997,0.6,H,H,Win,6,4,,9,10299.919406079998,102.99919406079998,0.6,H,H,Win,6,4,,9,10095.9606059596,100.95960605959601,0.7,T,H,Lose,7,3,,9,9700.07939408,97.0007939408,0.4,H,H,Win,4,6,,9,10095.960605959599,100.959606059596,0.6,T,T,Win,6,4,,9,9319.72141372199,93.19721413721992,0.1,H,T,Lose,1,9,,9,10095.9606059596,100.95960605959601,0.8,T,H,Lose,8,2,,9,10299.919406079998,102.99919406079998,0.6,H,H,Win,6,4,,9,10095.960605959599,100.959606059596,0.7,T,H,Lose,7,3,,9,9700.079394079998,97.00079394079998,0.4,H,H,Win,4,6,
10,10402.918600140796,104.02918600140796,0.6,H,H,Win,7,4,,10,10402.918600140798,104.02918600140798,0.5,H,T,Lose,6,5,,10,9995.000999900005,99.95000999900005,0.7,T,H,Lose,8,3,,10,9797.0801880208,97.970801880208,0.4,H,T,Lose,4,7,,10,10196.920212019195,101.96920212019195,0.6,H,H,Win,7,4,,10,9226.52419958477,92.2652419958477,0.2,H,H,Win,2,9,,10,9995.000999900005,99.95000999900005,0.8,T,H,Lose,9,2,,10,10402.918600140798,104.02918600140798,0.5,H,T,Lose,6,5,,10,9995.000999900003,99.95000999900003,0.7,T,H,Lose,8,3,,10,9797.080188020798,97.97080188020799,0.5,H,H,Win,5,6,
11,10506.947786142204,105.06947786142204,0.6,T,T,Win,7,5,,11,10298.88941413939,102.9888941413939,0.5,H,T,Lose,6,6,,11,9895.050989901005,98.95050989901006,0.8,T,H,Lose,9,3,,11,9699.109386140592,96.99109386140591,0.4,H,H,Win,5,7,,11,10298.889414139387,102.98889414139387,0.7,T,H,Lose,8,4,,11,9318.789441580619,93.18789441580618,0.2,H,T,Lose,2,10,,11,9895.050989901005,98.95050989901006,0.8,T,T,Win,9,3,,11,10298.88941413939,102.9888941413939,0.6,H,H,Win,7,5,,11,9895.050989901003,98.95050989901003,0.7,T,T,Win,8,4,,11,9895.050989901007,98.95050989901007,0.5,H,H,Win,6,6,
12,10612.017264003625,106.12017264003626,0.6,H,H,Win,8,5,,12,10195.900519997997,101.95900519997997,0.5,H,T,Lose,6,7,,12,9796.100480001995,97.96100480001995,0.7,T,T,Win,9,4,,12,9796.100480001998,97.96100480001998,0.4,H,T,Lose,5,8,,12,10195.900519997993,101.95900519997993,0.7,T,H,Lose,9,4,,12,9225.601547164812,92.25601547164811,0.2,H,T,Lose,2,11,,12,9994.001499800015,99.94001499800015,0.7,T,T,Win,9,4,,12,10401.878308280784,104.01878308280784,0.6,H,H,Win,8,5,,12,9994.001499800013,99.94001499800014,0.6,T,T,Win,8,5,,12,9994.001499800017,99.94001499800017,0.5,H,H,Win,7,6,
13,10718.137436643661,107.18137436643661,0.6,T,T,Win,8,6,,13,10093.941514798016,100.93941514798017,0.5,H,H,Win,7,7,,13,9894.061484802014,98.94061484802015,0.6,T,T,Win,9,5,,13,9698.139475201979,96.9813947520198,0.4,H,H,Win,6,8,,13,10093.941514798013,100.93941514798013,0.7,T,H,Lose,10,4,,13,9133.345531693163,91.33345531693163,0.2,H,H,Win,3,11,,13,10093.941514798014,100.93941514798014,0.7,T,H,Lose,10,4,,13,10505.897091363591,105.05897091363592,0.6,T,T,Win,8,6,,13,10093.941514798013,100.93941514798013,0.6,T,H,Lose,9,5,,13,10093.941514798018,100.93941514798018,0.5,H,T,Lose,7,7,
14,10825.318811010098,108.25318811010098,0.5,H,T,Lose,8,7,,14,10194.880929945997,101.94880929945998,0.5,H,H,Win,8,7,,14,9993.002099650033,99.93002099650033,0.7,T,H,Lose,10,5,,14,9795.120869953998,97.95120869953999,0.4,H,T,Lose,6,9,,14,9993.002099650032,99.93002099650032,0.7,T,T,Win,10,5,,14,9224.678987010095,92.24678987010095,0.2,H,T,Lose,3,12,,14,9993.002099650033,99.93002099650033,0.7,T,T,Win,10,5,,14,10610.956062277228,106.10956062277228,0.5,H,T,Lose,8,7,,14,9993.002099650032,99.93002099650032,0.6,T,T,Win,9,6,,14,9993.002099650037,99.93002099650037,0.5,H,T,Lose,7,8,
15,10717.065622899998,107.17065622899997,0.5,H,T,Lose,8,8,,15,10296.829739245457,102.96829739245457,0.5,H,T,Lose,8,8,,15,9893.072078653533,98.93072078653533,0.6,T,T,Win,10,6,,15,9697.169661254458,96.97169661254459,0.4,H,T,Lose,6,10,,15,10092.932120646532,100.92932120646532,0.7,T,H,Lose,11,5,,15,9132.432197139993,91.32432197139994,0.2,H,T,Lose,3,13,,15,10092.932120646534,100.92932120646535,0.6,T,T,Win,10,6,,15,10504.846501654456,105.04846501654457,0.5,H,T,Lose,8,8,,15,10092.932120646532,100.92932120646532,0.6,T,T,Win,9,7,,15,9893.072078653537,98.93072078653537,0.4,H,T,Lose,7,9,
16,10609.894966670998,106.09894966670998,0.5,H,T,Lose,8,9,,16,10193.861441853003,101.93861441853004,0.5,H,T,Lose,8,9,,16,9992.002799440068,99.92002799440068,0.6,T,H,Lose,11,6,,16,9600.197964641913,96.00197964641913,0.4,H,H,Win,7,10,,16,9992.002799440066,99.92002799440067,0.7,T,H,Lose,12,5,,16,9041.107875168593,90.41107875168593,0.2,H,T,Lose,3,14,,16,10193.861441853,101.93861441853,0.6,T,T,Win,10,7,,16,10399.79803663791,103.99798036637911,0.5,H,H,Win,9,8,,16,10193.861441852998,101.93861441852998,0.6,H,H,Win,10,7,,16,9794.141357867002,97.94141357867002,0.5,H,H,Win,8,9,
17,10503.796017004288,105.03796017004288,0.4,H,T,Lose,8,10,,17,10091.922827434473,100.91922827434473,0.5,H,H,Win,9,9,,17,9892.082771445668,98.92082771445668,0.7,T,H,Lose,12,6,,17,9696.199944288332,96.96199944288333,0.4,H,H,Win,8,10,,17,9892.082771445666,98.92082771445666,0.7,T,T,Win,12,6,,17,8950.696796416907,89.50696796416908,0.2,H,H,Win,4,14,,17,10295.80005627153,102.9580005627153,0.6,T,H,Lose,11,7,,17,10503.79601700429,105.0379601700429,0.6,H,H,Win,10,8,,17,10295.800056271528,102.95800056271528,0.6,T,H,Lose,11,7,,17,9892.082771445672,98.92082771445672,0.4,H,T,Lose,8,10,
18,10398.758056834246,103.98758056834245,0.5,H,H,Win,9,10,,18,10192.842055708817,101.92842055708817,0.5,H,H,Win,10,9,,18,9793.161943731211,97.93161943731211,0.7,T,H,Lose,13,6,,18,9793.161943731215,97.93161943731215,0.5,H,H,Win,9,10,,18,9991.003599160123,99.91003599160123,0.7,T,H,Lose,13,6,,18,9040.203764381076,90.40203764381077,0.3,H,H,Win,5,14,,18,10192.842055708814,101.92842055708815,0.6,T,T,Win,11,8,,18,10608.833977174332,106.08833977174332,0.5,H,T,Lose,10,9,,18,10192.842055708812,101.92842055708812,0.6,T,H,Lose,12,7,,18,9793.161943731215,97.93161943731215,0.5,H,H,Win,9,10,
19,10502.745637402588,105.02745637402587,0.5,H,H,Win,10,10,,19,10294.770476265905,102.94770476265906,0.6,H,H,Win,11,9,,19,9695.2303242939,96.952303242939,0.7,T,H,Lose,14,6,,19,9891.093563168526,98.91093563168526,0.5,H,T,Lose,9,11,,19,9891.093563168522,98.91093563168522,0.7,T,T,Win,13,7,,19,9130.605802024887,91.30605802024887,0.3,H,H,Win,6,14,,19,10294.770476265901,102.94770476265901,0.6,T,T,Win,11,9,,19,10502.74563740259,105.0274563740259,0.6,H,H,Win,11,9,,19,10090.913635151725,100.90913635151725,0.7,T,H,Lose,13,7,,19,9891.093563168526,98.91093563168526,0.5,H,T,Lose,9,11,
20,10607.773093776614,106.07773093776613,0.5,H,T,Lose,10,11,,20,10397.718181028564,103.97718181028564,0.6,H,H,Win,12,9,,20,9598.27802105096,95.98278021050962,0.7,T,H,Lose,15,6,,20,9792.18262753684,97.9218262753684,0.4,H,T,Lose,9,12,,20,9990.004498800208,99.90004498800208,0.7,T,H,Lose,14,7,,20,9221.911860045137,92.21911860045137,0.3,H,T,Lose,6,15,,20,10397.71818102856,103.9771818102856,0.5,H,T,Lose,11,10,,20,10607.773093776615,106.07773093776616,0.6,H,H,Win,12,9,,20,9990.004498800206,99.90004498800207,0.7,T,H,Lose,14,7,,20,9792.18262753684,97.9218262753684,0.4,H,T,Lose,9,12,
21,10501.695362838847,105.01695362838848,0.5,H,H,Win,11,11,,21,10501.69536283885,105.01695362838849,0.5,H,T,Lose,12,10,,21,9502.29524084045,95.0229524084045,0.7,T,H,Lose,16,6,,21,9694.260801261473,96.94260801261473,0.4,H,T,Lose,9,13,,21,9890.104453812206,98.90104453812206,0.7,T,H,Lose,15,7,,21,9129.692741444685,91.29692741444686,0.3,H,H,Win,7,15,,21,10293.740999218275,102.93740999218275,0.5,H,T,Lose,11,11,,21,10713.850824714382,107.13850824714382,0.6,H,H,Win,13,9,,21,9890.104453812204,98.90104453812205,0.6,T,T,Win,14,8,,21,9694.260801261473,96.94260801261473,0.5,H,H,Win,10,12,
22,10606.712316467236,106.06712316467235,0.5,H,H,Win,12,11,,22,10396.67840921046,103.9667840921046,0.5,H,T,Lose,12,11,,22,9407.272288432046,94.07272288432047,0.7,T,H,Lose,17,6,,22,9597.318193248859,95.97318193248859,0.4,H,T,Lose,9,14,,22,9791.203409274083,97.91203409274084,0.7,T,T,Win,15,8,,22,9220.989668859133,92.20989668859133,0.3,H,H,Win,8,15,,22,10190.803589226092,101.90803589226093,0.5,H,H,Win,12,11,,22,10820.989332961526,108.20989332961527,0.6,T,T,Win,13,10,,22,9989.005498350327,99.89005498350328,0.7,T,H,Lose,15,8,,22,9791.203409274087,97.91203409274087,0.5,H,H,Win,11,12,
23,10712.779439631908,107.12779439631908,0.5,H,H,Win,13,11,,23,10292.711625118356,102.92711625118356,0.5,H,H,Win,13,11,,23,9313.199565547726,93.13199565547725,0.8,T,H,Lose,18,6,,23,9501.34501131637,95.01345011316371,0.4,H,T,Lose,9,15,,23,9889.115443366823,98.89115443366823,0.6,T,T,Win,15,9,,23,9313.199565547724,93.13199565547724,0.4,H,H,Win,9,15,,23,10292.711625118352,102.92711625118352,0.5,H,H,Win,13,11,,23,10929.19922629114,109.2919922629114,0.6,H,H,Win,14,10,,23,9889.115443366823,98.89115443366823,0.6,T,T,Win,15,9,,23,9889.115443366827,98.89115443366828,0.5,H,H,Win,12,12,
24,10819.907234028227,108.19907234028227,0.6,H,H,Win,14,11,,24,10395.63874136954,103.9563874136954,0.5,H,T,Lose,13,12,,24,9220.067569892248,92.20067569892248,0.7,T,T,Win,18,7,,24,9406.331561203207,94.06331561203207,0.4,H,H,Win,10,15,,24,9988.006597800491,99.88006597800492,0.6,T,H,Lose,16,9,,24,9406.331561203202,94.06331561203203,0.4,H,H,Win,10,15,,24,10395.638741369536,103.95638741369535,0.5,H,T,Lose,13,12,,24,11038.491218554052,110.38491218554053,0.6,T,T,Win,14,11,,24,9988.006597800491,99.88006597800492,0.6,T,T,Win,15,10,,24,9988.006597800495,99.88006597800495,0.5,H,T,Lose,12,13,
25,10928.106306368509,109.2810630636851,0.6,H,H,Win,15,11,,25,10291.682353955845,102.91682353955845,0.5,H,T,Lose,13,13,,25,9312.26824559117,93.12268245591171,0.7,T,T,Win,18,8,,25,9500.39487681524,95.00394876815241,0.4,H,T,Lose,10,16,,25,9888.126531822487,98.88126531822488,0.7,T,H,Lose,17,9,,25,9500.394876815233,95.00394876815233,0.4,H,T,Lose,10,16,,25,10291.68235395584,102.91682353955841,0.5,H,T,Lose,13,13,,25,11148.876130739593,111.48876130739593,0.6,H,H,Win,15,11,,25,10087.886663778496,100.87886663778497,0.6,T,T,Win,15,11,,25,9888.12653182249,98.8812653182249,0.5,H,H,Win,13,13,
26,11037.387369432194,110.37387369432194,0.6,T,T,Win,15,12,,26,10188.765530416285,101.88765530416286,0.5,H,H,Win,14,13,,26,9405.390928047083,94.05390928047083,0.7,T,H,Lose,19,8,,26,9405.390928047089,94.05390928047089,0.4,H,H,Win,11,16,,26,9789.245266504262,97.89245266504263,0.7,T,H,Lose,18,9,,26,9405.390928047082,94.05390928047082,0.4,H,T,Lose,10,17,,26,10188.765530416282,101.88765530416282,0.5,H,T,Lose,13,14,,26,11260.364892046988,112.60364892046988,0.6,T,H,Lose,16,11,,26,10188.76553041628,101.8876553041628,0.6,T,T,Win,15,12,,26,9987.007797140715,99.87007797140716,0.5,H,H,Win,14,13,
27,11147.761243126515,111.47761243126516,0.5,H,T,Lose,15,13,,27,10290.653185720448,102.90653185720448,0.5,H,T,Lose,14,14,,27,9311.337018766613,93.11337018766613,0.7,T,H,Lose,20,8,,27,9499.444837327559,94.99444837327559,0.4,H,H,Win,12,16,,27,9691.35281383922,96.9135281383922,0.6,T,T,Win,18,10,,27,9311.337018766611,93.11337018766612,0.4,H,T,Lose,10,18,,27,10086.877875112119,100.8687787511212,0.5,H,T,Lose,13,15,,27,11147.761243126517,111.47761243126517,0.6,T,H,Lose,17,11,,27,10290.653185720443,102.90653185720443,0.5,H,T,Lose,15,13,,27,10086.877875112123,100.86877875112123,0.5,H,H,Win,15,13,
28,11036.28363069525,110.3628363069525,0.5,H,T,Lose,15,14,,28,10187.746653863243,101.87746653863243,0.5,H,H,Win,15,14,,28,9218.223648578947,92.18223648578947,0.7,T,T,Win,20,9,,28,9594.439285700835,95.94439285700835,0.4,H,T,Lose,12,17,,28,9788.26634197761,97.88266341977611,0.6,T,T,Win,18,11,,28,9218.223648578945,92.18223648578946,0.3,H,T,Lose,10,19,,28,9986.009096360998,99.86009096360999,0.5,H,H,Win,14,15,,28,11036.283630695252,110.36283630695253,0.6,T,H,Lose,18,11,,28,10187.746653863238,101.87746653863238,0.6,H,H,Win,16,13,,28,10187.746653863243,101.87746653863243,0.5,H,T,Lose,15,14,
29,10925.920794388298,109.25920794388298,0.5,H,T,Lose,15,15,,29,10289.624120401875,102.89624120401875,0.5,H,H,Win,16,14,,29,9310.405885064736,93.10405885064736,0.7,T,T,Win,20,10,,29,9498.494892843826,94.98494892843826,0.4,H,T,Lose,12,18,,29,9886.149005397387,98.86149005397387,0.6,T,H,Lose,19,11,,29,9126.041412093156,91.26041412093157,0.4,H,H,Win,11,19,,29,10085.869187324608,100.85869187324609,0.5,H,H,Win,15,15,,29,10925.9207943883,109.259207943883,0.6,T,H,Lose,19,11,,29,10289.62412040187,102.8962412040187,0.6,H,H,Win,17,13,,29,10085.869187324612,100.85869187324612,0.5,H,T,Lose,15,15,
30,10816.661586444414,108.16661586444414,0.5,H,T,Lose,15,16,,30,10392.520361605893,103.92520361605894,0.5,H,H,Win,17,14,,30,9403.509943915384,94.03509943915384,0.7,T,H,Lose,21,10,,30,9403.509943915387,94.03509943915388,0.4,H,H,Win,13,18,,30,9787.287515343412,97.87287515343412,0.6,T,H,Lose,20,11,,30,9217.301826214089,92.17301826214089,0.4,H,H,Win,12,19,,30,10186.727879197853,101.86727879197853,0.5,H,T,Lose,15,16,,30,10816.661586444416,108.16661586444415,0.6,T,H,Lose,20,11,,30,10392.520361605888,103.92520361605888,0.6,H,H,Win,18,13,,30,9985.010495451366,99.85010495451367,0.5,H,H,Win,16,15,
31,10708.49497057997,107.0849497057997,0.5,H,T,Lose,15,17,,31,10496.445565221953,104.96445565221953,0.5,H,T,Lose,17,15,,31,9309.47484447623,93.0947484447623,0.7,T,H,Lose,22,10,,31,9497.545043354541,94.97545043354542,0.4,H,T,Lose,13,19,,31,9689.414640189978,96.89414640189977,0.7,T,H,Lose,21,11,,31,9309.47484447623,93.0947484447623,0.4,H,T,Lose,12,20,,31,10084.860600405875,100.84860600405875,0.5,H,T,Lose,15,17,,31,10708.494970579972,107.08494970579972,0.7,T,H,Lose,21,11,,31,10496.445565221948,104.96445565221948,0.6,T,T,Win,18,14,,31,10084.86060040588,100.84860600405881,0.5,H,T,Lose,16,16,
32,10601.410020874171,106.01410020874171,0.5,H,T,Lose,15,18,,32,10391.481109569733,103.91481109569733,0.5,H,H,Win,18,15,,32,9216.380096031467,92.16380096031467,0.7,T,H,Lose,23,10,,32,9402.569592920996,94.02569592920996,0.4,H,T,Lose,13,20,,32,9592.520493788079,95.92520493788079,0.7,T,H,Lose,22,11,,32,9216.380096031467,92.16380096031467,0.4,H,H,Win,13,20,,32,9984.011994401815,99.84011994401816,0.5,H,H,Win,16,17,,32,10601.410020874173,106.01410020874174,0.7,T,H,Lose,22,11,,32,10601.410020874167,106.01410020874168,0.5,H,T,Lose,18,15,,32,9984.01199440182,99.84011994401821,0.5,H,H,Win,17,16,
33,10495.395920665429,104.95395920665429,0.4,H,T,Lose,15,19,,33,10495.39592066543,104.9539592066543,0.6,H,H,Win,19,15,,33,9124.216295071154,91.24216295071153,0.7,T,T,Win,23,11,,33,9308.543896991787,93.08543896991787,0.4,H,T,Lose,13,21,,33,9496.595288850198,94.96595288850197,0.7,T,H,Lose,23,11,,33,9308.543896991781,93.08543896991782,0.4,H,H,Win,14,20,,33,10083.852114345833,100.83852114345834,0.5,H,T,Lose,16,18,,33,10495.39592066543,104.9539592066543,0.6,T,T,Win,22,12,,33,10495.395920665425,104.95395920665426,0.5,H,T,Lose,18,16,,33,10083.852114345838,100.83852114345838,0.5,H,H,Win,18,16,
34,10390.441961458775,103.90441961458775,0.5,H,H,Win,16,19,,34,10600.349879872085,106.00349879872086,0.5,H,T,Lose,19,16,,34,9215.458458021865,92.15458458021865,0.7,T,T,Win,23,12,,34,9215.458458021869,92.1545845802187,0.4,H,T,Lose,13,22,,34,9401.629335961696,94.01629335961695,0.7,T,T,Win,23,12,,34,9401.6293359617,94.016293359617,0.4,H,T,Lose,14,21,,34,9983.013593202375,99.83013593202375,0.5,H,T,Lose,16,19,,34,10600.349879872085,106.00349879872086,0.6,T,T,Win,22,13,,34,10390.441961458771,103.90441961458771,0.5,H,H,Win,19,16,,34,10184.690635489296,101.84690635489297,0.5,H,T,Lose,18,17,
