,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,0,0,H,0.0,Lose,1,T
1,17500.0,13125.0,2,1,H,1.0,Win,0,H,,17500.0,13125.0,2,1,H,1.0,Win,0,H,,2500.0,1875.0,0,1,H,0.0,Lose,2,T,,17500.0,13125.0,1,1,H,0.5,Lose,1,T,,17500.0,13125.0,1,1,H,0.5,Lose,1,T,,17500.0,13125.0,1,1,H,0.5,Lose,1,T,,17500.0,13125.0,2,1,H,1.0,Win,0,H,,17500.0,13125.0,2,1,H,1.0,Win,0,H,,17500.0,13125.0,1,1,H,0.5,Lose,1,T,,2500.0,1875.0,0,1,H,0.0,Lose,2,T
2,30625.0,22968.75,3,2,T,1.0,Lose,0,H,,30625.0,22968.75,2,2,T,0.7,Win,1,T,,625.0,468.75,1,2,H,0.3,Win,2,H,,4375.0,3281.25,2,2,H,0.7,Win,1,H,,4375.0,3281.25,2,2,H,0.7,Win,1,H,,4375.0,3281.25,1,2,H,0.3,Lose,2,T,,30625.0,22968.75,3,2,T,1.0,Lose,0,H,,30625.0,22968.75,3,2,T,1.0,Lose,0,H,,4375.0,3281.25,1,2,H,0.3,Lose,2,T,,625.0,468.75,1,2,H,0.3,Win,2,H
3,7656.25,5742.1875,4,3,T,1.0,Lose,0,H,,53593.75,40195.3125,3,3,H,0.8,Win,1,H,,1093.75,820.3125,2,3,H,0.5,Win,2,H,,7656.25,5742.1875,3,3,H,0.8,Win,1,H,,7656.25,5742.1875,3,3,H,0.8,Win,1,H,,1093.75,820.3125,1,3,H,0.2,Lose,3,T,,7656.25,5742.1875,3,3,T,0.8,Win,1,T,,7656.25,5742.1875,4,3,T,1.0,Lose,0,H,,1093.75,820.3125,2,3,H,0.5,Win,2,H,,1093.75,820.3125,2,3,H,0.5,Win,2,H
4,1914.0625,1435.546875,4,4,T,0.8,Win,1,T,,93789.0625,70341.796875,4,4,T,0.8,Lose,1,H,,1914.0625,1435.546875,3,4,H,0.6,Win,2,H,,13398.4375,10048.828125,3,4,T,0.6,Win,2,T,,13398.4375,10048.828125,4,4,T,0.8,Lose,1,H,,273.4375,205.078125,2,4,H,0.4,Win,3,H,,13398.4375,10048.828125,4,4,T,0.8,Lose,1,H,,1914.0625,1435.546875,4,4,T,0.8,Win,1,T,,1914.0625,1435.546875,3,4,H,0.6,Win,2,H,,1914.0625,1435.546875,3,4,H,0.6,Win,2,H
5,3349.609375,2512.20703125,5,5,T,0.8,Lose,1,H,,23447.265625,17585.44921875,5,5,T,0.8,Lose,1,H,,3349.609375,2512.20703125,3,5,H,0.5,Lose,3,T,,23447.265625,17585.44921875,3,5,H,0.5,Lose,3,T,,3349.609375,2512.20703125,4,5,T,0.7,Win,2,T,,478.515625,358.88671875,2,5,H,0.3,Lose,4,T,,3349.609375,2512.20703125,4,5,T,0.7,Win,2,T,,3349.609375,2512.20703125,5,5,T,0.8,Lose,1,H,,3349.609375,2512.20703125,3,5,H,0.5,Lose,3,T,,3349.609375,2512.20703125,4,5,H,0.7,Win,2,H
6,837.40234375,628.0517578125,5,6,T,0.7,Win,2,T,,5861.81640625,4396.3623046875,5,6,T,0.7,Win,2,T,,837.40234375,628.0517578125,3,6,H,0.4,Lose,4,T,,5861.81640625,4396.3623046875,3,6,H,0.4,Lose,4,T,,5861.81640625,4396.3623046875,5,6,T,0.7,Lose,2,H,,119.62890625,89.7216796875,3,6,H,0.4,Win,4,H,,5861.81640625,4396.3623046875,5,6,T,0.7,Lose,2,H,,837.40234375,628.0517578125,6,6,T,0.9,Lose,1,H,,837.40234375,628.0517578125,3,6,H,0.4,Lose,4,T,,5861.81640625,4396.3623046875,4,6,T,0.6,Win,3,T
7,1465.4541015625,1099.090576171875,5,7,T,0.6,Win,3,T,,10258.1787109375,7693.634033203125,6,7,T,0.8,Lose,2,H,,209.3505859375,157.012939453125,3,7,H,0.4,Lose,5,T,,1465.4541015625,1099.090576171875,4,7,H,0.5,Win,4,H,,1465.4541015625,1099.090576171875,5,7,T,0.6,Win,3,T,,209.3505859375,157.012939453125,4,7,H,0.5,Win,4,H,,1465.4541015625,1099.090576171875,5,7,T,0.6,Win,3,T,,209.3505859375,157.012939453125,7,7,T,0.9,Lose,1,H,,209.3505859375,157.012939453125,3,7,H,0.4,Lose,5,T,,10258.1787109375,7693.634033203125,4,7,H,0.5,Lose,4,T
8,2564.544677734375,1923.4085083007812,6,8,T,0.7,Lose,3,H,,2564.544677734375,1923.4085083007812,6,8,T,0.7,Win,3,T,,52.337646484375,39.25323486328125,3,8,H,0.3,Lose,6,T,,2564.544677734375,1923.4085083007812,5,8,H,0.6,Win,4,H,,2564.544677734375,1923.4085083007812,6,8,T,0.7,Lose,3,H,,366.363525390625,274.77264404296875,4,8,H,0.4,Lose,5,T,,2564.544677734375,1923.4085083007812,6,8,T,0.7,Lose,3,H,,52.337646484375,39.25323486328125,7,8,T,0.8,Win,2,T,,52.337646484375,39.25323486328125,4,8,H,0.4,Win,5,H,,2564.544677734375,1923.4085083007812,4,8,H,0.4,Lose,5,T
9,641.1361694335938,480.8521270751953,6,9,T,0.6,Win,4,T,,4487.953186035156,3365.964889526367,7,9,T,0.7,Lose,3,H,,13.08441162109375,9.813308715820312,4,9,H,0.4,Win,6,H,,4487.953186035156,3365.964889526367,6,9,H,0.6,Win,4,H,,641.1361694335938,480.8521270751953,6,9,T,0.6,Win,4,T,,91.59088134765625,68.69316101074219,4,9,H,0.4,Lose,6,T,,641.1361694335938,480.8521270751953,6,9,T,0.6,Win,4,T,,91.59088134765625,68.69316101074219,7,9,T,0.7,Win,3,T,,91.59088134765625,68.69316101074219,4,9,H,0.4,Lose,6,T,,641.1361694335938,480.8521270751953,4,9,H,0.4,Lose,6,T
10,1121.988296508789,841.4912223815918,7,10,H,0.6,Win,4,H,,1121.988296508789,841.4912223815918,7,10,T,0.6,Win,4,T,,22.897720336914062,17.173290252685547,4,10,H,0.4,Lose,7,T,,7853.918075561523,5890.438556671143,6,10,H,0.5,Lose,5,T,,1121.988296508789,841.4912223815918,7,10,H,0.6,Win,4,H,,22.897720336914062,17.173290252685547,4,10,H,0.4,Lose,7,T,,1121.988296508789,841.4912223815918,6,10,H,0.5,Lose,5,T,,160.28404235839844,120.21303176879883,8,10,T,0.7,Lose,3,H,,22.897720336914062,17.173290252685547,4,10,H,0.4,Lose,7,T,,160.28404235839844,120.21303176879883,4,10,H,0.4,Lose,7,T
11,1963.4795188903809,1472.6096391677856,8,11,T,0.7,Lose,4,H,,1963.4795188903809,1472.6096391677856,7,11,T,0.6,Win,5,T,,5.724430084228516,4.293322563171387,5,11,H,0.4,Win,7,H,,1963.4795188903809,1472.6096391677856,6,11,H,0.5,Lose,6,T,,1963.4795188903809,1472.6096391677856,8,11,T,0.7,Lose,4,H,,5.724430084228516,4.293322563171387,5,11,H,0.4,Win,7,H,,280.49707412719727,210.37280559539795,7,11,H,0.6,Win,5,H,,40.07101058959961,30.053257942199707,8,11,T,0.7,Win,4,T,,5.724430084228516,4.293322563171387,4,11,H,0.3,Lose,8,T,,40.07101058959961,30.053257942199707,4,11,H,0.3,Lose,8,T
12,490.8698797225952,368.1524097919464,8,12,T,0.6,Win,5,T,,3436.0891580581665,2577.066868543625,8,12,H,0.6,Win,5,H,,10.017752647399902,7.513314485549927,6,12,H,0.5,Win,7,H,,490.8698797225952,368.1524097919464,6,12,H,0.5,Lose,7,T,,490.8698797225952,368.1524097919464,9,12,T,0.7,Lose,4,H,,10.017752647399902,7.513314485549927,6,12,H,0.5,Win,7,H,,490.8698797225952,368.1524097919464,7,12,H,0.5,Lose,6,T,,70.12426853179932,52.59320139884949,9,12,T,0.7,Lose,4,H,,1.431107521057129,1.0733306407928467,4,12,H,0.3,Lose,9,T,,10.017752647399902,7.513314485549927,4,12,H,0.3,Lose,9,T
13,859.0222895145416,644.2667171359062,8,13,T,0.6,Win,6,T,,6013.156026601791,4509.8670199513435,9,13,T,0.6,Lose,5,H,,17.53106713294983,13.148300349712372,6,13,H,0.4,Lose,8,T,,122.7174699306488,92.0381024479866,7,13,H,0.5,Win,7,H,,122.7174699306488,92.0381024479866,10,13,T,0.7,Lose,4,H,,17.53106713294983,13.148300349712372,6,13,H,0.4,Lose,8,T,,122.7174699306488,92.0381024479866,7,13,H,0.5,Lose,7,T,,17.53106713294983,13.148300349712372,9,13,T,0.6,Win,5,T,,0.3577768802642822,0.26833266019821167,5,13,H,0.4,Win,9,H,,2.5044381618499756,1.8783286213874817,4,13,H,0.3,Lose,10,T
14,1503.2890066504478,1127.4667549878359,9,14,H,0.6,Win,6,H,,1503.2890066504478,1127.4667549878359,9,14,T,0.6,Win,6,T,,4.382766783237457,3.287075087428093,7,14,H,0.5,Win,8,H,,214.7555723786354,161.06667928397655,8,14,H,0.5,Win,7,H,,30.6793674826622,23.00952561199665,10,14,T,0.7,Win,5,T,,4.382766783237457,3.287075087428093,6,14,H,0.4,Lose,9,T,,30.6793674826622,23.00952561199665,8,14,H,0.5,Win,7,H,,30.6793674826622,23.00952561199665,9,14,T,0.6,Win,6,T,,0.6261095404624939,0.4695821553468704,6,14,H,0.4,Win,9,H,,0.6261095404624939,0.4695821553468704,5,14,H,0.3,Win,10,H
15,2630.7557616382837,1973.0668212287128,9,15,T,0.6,Win,7,T,,2630.7557616382837,1973.0668212287128,10,15,T,0.6,Lose,6,H,,7.66984187066555,5.752381402999163,7,15,H,0.4,Lose,9,T,,375.82225166261196,281.86668874695897,9,15,H,0.6,Win,7,H,,53.68889309465885,40.26666982099414,11,15,T,0.7,Lose,5,H,,1.0956916958093643,0.8217687718570232,7,15,H,0.4,Win,9,H,,53.68889309465885,40.26666982099414,9,15,H,0.6,Win,7,H,,53.68889309465885,40.26666982099414,10,15,T,0.6,Lose,6,H,,1.0956916958093643,0.8217687718570232,6,15,H,0.4,Lose,10,T,,1.0956916958093643,0.8217687718570232,6,15,H,0.4,Win,10,H
16,4603.8225828669965,3452.8669371502474,9,16,H,0.5,Lose,8,T,,657.6889404095709,493.2667053071782,10,16,T,0.6,Win,7,T,,1.9174604676663876,1.4380953507497907,8,16,H,0.5,Win,9,H,,657.6889404095709,493.2667053071782,9,16,H,0.5,Lose,8,T,,13.422223273664713,10.066667455248535,11,16,T,0.6,Win,6,T,,1.9174604676663876,1.4380953507497907,8,16,H,0.5,Win,9,H,,93.95556291565299,70.46667218673974,10,16,H,0.6,Win,7,H,,13.422223273664713,10.066667455248535,10,16,T,0.6,Win,7,T,,0.2739229239523411,0.2054421929642558,7,16,H,0.4,Win,10,H,,1.9174604676663876,1.4380953507497907,7,16,H,0.4,Win,10,H
17,1150.9556457167491,863.2167342875618,10,17,H,0.6,Win,8,H,,1150.9556457167491,863.2167342875618,11,17,T,0.6,Lose,7,H,,3.3555558184161782,2.5166668638121337,8,17,H,0.4,Lose,10,T,,164.42223510239273,123.31667632679455,10,17,H,0.6,Win,8,H,,23.488890728913248,17.616668046684936,12,17,T,0.7,Lose,6,H,,3.3555558184161782,2.5166668638121337,9,17,H,0.5,Win,9,H,,164.42223510239273,123.31667632679455,11,17,T,0.6,Lose,7,H,,23.488890728913248,17.616668046684936,10,17,T,0.6,Win,8,T,,0.4793651169165969,0.35952383768744767,7,17,H,0.4,Lose,11,T,,3.3555558184161782,2.5166668638121337,7,17,H,0.4,Lose,11,T
18,2014.172380004311,1510.6292850032332,11,18,H,0.6,Win,8,H,,287.7389114291873,215.80418357189046,12,18,T,0.6,Lose,7,H,,0.8388889546040446,0.6291667159530334,8,18,H,0.4,Lose,11,T,,287.7389114291873,215.80418357189046,10,18,H,0.5,Lose,9,T,,5.872222682228312,4.404167011671234,13,18,T,0.7,Lose,6,H,,5.872222682228312,4.404167011671234,9,18,H,0.5,Lose,10,T,,41.10555877559818,30.829169081698637,12,18,T,0.6,Lose,7,H,,41.10555877559818,30.829169081698637,10,18,H,0.5,Lose,9,T,,0.11984127922914922,0.08988095942186192,8,18,H,0.4,Win,11,H,,0.8388889546040446,0.6291667159530334,8,18,H,0.4,Win,11,H
