,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,15000.0,5000.0,5000.0,5000.0,15000.0,5000.0,15000.0,15000.0,15000.0,5000.0
2,7500.0,2500.0,2500.0,2500.0,22500.0,7500.0,7500.0,7500.0,7500.0,2500.0
3,11250.0,1250.0,3750.0,3750.0,11250.0,11250.0,3750.0,3750.0,3750.0,3750.0
4,16875.0,625.0,1875.0,1875.0,5625.0,5625.0,5625.0,1875.0,5625.0,1875.0
5,8437.5,937.5,2812.5,2812.5,2812.5,8437.5,8437.5,937.5,8437.5,2812.5
6,4218.75,468.75,1406.25,4218.75,1406.25,4218.75,4218.75,468.75,4218.75,1406.25
7,2109.375,234.375,703.125,6328.125,703.125,2109.375,2109.375,703.125,6328.125,703.125
8,1054.6875,351.5625,351.5625,3164.0625,351.5625,3164.0625,3164.0625,351.5625,3164.0625,351.5625
9,527.34375,175.78125,527.34375,1582.03125,175.78125,1582.03125,1582.03125,527.34375,4746.09375,175.78125
10,263.671875,263.671875,791.015625,791.015625,87.890625,791.015625,2373.046875,791.015625,2373.046875,263.671875
11,395.5078125,131.8359375,395.5078125,395.5078125,131.8359375,1186.5234375,1186.5234375,395.5078125,3559.5703125,395.5078125
12,197.75390625,65.91796875,593.26171875,197.75390625,65.91796875,593.26171875,1779.78515625,593.26171875,1779.78515625,593.26171875
13,98.876953125,98.876953125,296.630859375,98.876953125,98.876953125,889.892578125,2669.677734375,296.630859375,889.892578125,296.630859375
14,49.4384765625,49.4384765625,148.3154296875,49.4384765625,49.4384765625,1334.8388671875,4004.5166015625,148.3154296875,1334.8388671875,444.9462890625
15,74.15771484375,74.15771484375,74.15771484375,74.15771484375,74.15771484375,2002.25830078125,6006.77490234375,74.15771484375,667.41943359375,222.47314453125
16,37.078857421875,37.078857421875,37.078857421875,111.236572265625,111.236572265625,3003.387451171875,9010.162353515625,37.078857421875,1001.129150390625,333.709716796875
17,55.6182861328125,55.6182861328125,55.6182861328125,55.6182861328125,55.6182861328125,1501.6937255859375,4505.0811767578125,55.6182861328125,500.5645751953125,166.8548583984375
18,83.42742919921875,27.80914306640625,83.42742919921875,27.80914306640625,27.80914306640625,2252.5405883789062,2252.5405883789062,27.80914306640625,250.28228759765625,250.28228759765625
19,41.713714599609375,41.713714599609375,41.713714599609375,41.713714599609375,13.904571533203125,3378.8108825683594,3378.8108825683594,13.904571533203125,125.14114379882812,375.4234313964844
20,62.57057189941406,20.856857299804688,20.856857299804688,20.856857299804688,20.856857299804688,1689.4054412841797,1689.4054412841797,6.9522857666015625,62.57057189941406,563.1351470947266
21,31.28528594970703,10.428428649902344,31.28528594970703,31.28528594970703,31.28528594970703,844.7027206420898,2534.1081619262695,10.428428649902344,31.28528594970703,281.5675735473633
22,46.92792892456055,15.642642974853516,15.642642974853516,15.642642974853516,46.92792892456055,422.3513603210449,3801.1622428894043,5.214214324951172,46.92792892456055,422.3513603210449
23,23.463964462280273,23.463964462280273,7.821321487426758,23.463964462280273,70.39189338684082,211.17568016052246,1900.5811214447021,7.821321487426758,23.463964462280273,633.5270404815674
24,11.731982231140137,35.19594669342041,3.910660743713379,35.19594669342041,35.19594669342041,316.7635202407837,2850.871682167053,11.731982231140137,11.731982231140137,950.2905607223511
25,5.865991115570068,17.597973346710205,5.865991115570068,52.793920040130615,52.793920040130615,158.38176012039185,4276.30752325058,5.865991115570068,5.865991115570068,1425.4358410835266
Lose,,,,,,,,,,
Win,,,,,,,,,,
