,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,1,0,T,1.0,Lose,0,H
1,5000.0,2500.0,2,1,T,1.0,Lose,0,H,,5000.0,2500.0,2,1,T,1.0,Lose,0,H,,5000.0,2500.0,1,1,T,0.5,Win,1,T,,15000.0,7500.0,0,1,T,0.0,Win,2,T,,15000.0,7500.0,1,1,T,0.5,Lose,1,H,,15000.0,7500.0,1,1,T,0.5,Lose,1,H,,5000.0,2500.0,1,1,T,0.5,Win,1,T,,5000.0,2500.0,2,1,T,1.0,Lose,0,H,,5000.0,2500.0,1,1,T,0.5,Win,1,T,,5000.0,2500.0,1,1,T,0.5,Win,1,T
2,2500.0,1250.0,3,2,H,1.0,Win,0,H,,2500.0,1250.0,3,2,H,1.0,Win,0,H,,7500.0,3750.0,2,2,T,0.7,Lose,1,H,,22500.0,11250.0,0,2,T,0.0,Win,3,T,,7500.0,3750.0,2,2,T,0.7,Lose,1,H,,7500.0,3750.0,1,2,T,0.3,Win,2,T,,7500.0,3750.0,2,2,T,0.7,Lose,1,H,,2500.0,1250.0,3,2,H,1.0,Win,0,H,,7500.0,3750.0,1,2,T,0.3,Win,2,T,,7500.0,3750.0,2,2,T,0.7,Lose,1,H
3,3750.0,1875.0,4,3,H,1.0,Win,0,H,,3750.0,1875.0,3,3,H,0.8,Lose,1,T,,3750.0,1875.0,3,3,T,0.8,Lose,1,H,,33750.0,16875.0,1,3,T,0.2,Lose,3,H,,3750.0,1875.0,3,3,T,0.8,Lose,1,H,,11250.0,5625.0,2,3,T,0.5,Lose,2,H,,3750.0,1875.0,3,3,T,0.8,Lose,1,H,,3750.0,1875.0,3,3,H,0.8,Lose,1,T,,11250.0,5625.0,2,3,T,0.5,Lose,2,H,,3750.0,1875.0,2,3,T,0.5,Win,2,T
4,5625.0,2812.5,4,4,H,0.8,Lose,1,T,,1875.0,937.5,3,4,H,0.6,Lose,2,T,,1875.0,937.5,4,4,H,0.8,Win,1,H,,16875.0,8437.5,2,4,T,0.4,Lose,3,H,,1875.0,937.5,3,4,H,0.6,Lose,2,T,,5625.0,2812.5,3,4,T,0.6,Lose,2,H,,1875.0,937.5,4,4,H,0.8,Win,1,H,,1875.0,937.5,3,4,H,0.6,Lose,2,T,,5625.0,2812.5,2,4,T,0.4,Win,3,T,,5625.0,2812.5,2,4,T,0.4,Win,3,T
5,2812.5,1406.25,5,5,H,0.8,Win,1,H,,937.5,468.75,3,5,T,0.5,Win,3,T,,2812.5,1406.25,4,5,H,0.7,Lose,2,T,,8437.5,4218.75,2,5,T,0.3,Win,4,T,,937.5,468.75,3,5,T,0.5,Win,3,T,,2812.5,1406.25,3,5,T,0.5,Win,3,T,,2812.5,1406.25,5,5,H,0.8,Win,1,H,,937.5,468.75,4,5,T,0.7,Lose,2,H,,8437.5,4218.75,2,5,T,0.3,Win,4,T,,8437.5,4218.75,2,5,T,0.3,Win,4,T
6,4218.75,2109.375,6,6,H,0.9,Win,1,H,,1406.25,703.125,3,6,T,0.4,Win,4,T,,1406.25,703.125,4,6,H,0.6,Lose,3,T,,12656.25,6328.125,3,6,T,0.4,Lose,4,H,,1406.25,703.125,4,6,T,0.6,Lose,3,H,,4218.75,2109.375,3,6,T,0.4,Win,4,T,,4218.75,2109.375,5,6,H,0.7,Lose,2,T,,468.75,234.375,4,6,H,0.6,Lose,3,T,,12656.25,6328.125,2,6,T,0.3,Win,5,T,,12656.25,6328.125,3,6,T,0.4,Lose,4,H
7,6328.125,3164.0625,7,7,H,0.9,Win,1,H,,2109.375,1054.6875,3,7,T,0.4,Win,5,T,,703.125,351.5625,4,7,T,0.5,Win,4,T,,6328.125,3164.0625,4,7,T,0.5,Lose,4,H,,703.125,351.5625,4,7,T,0.5,Win,4,T,,6328.125,3164.0625,3,7,T,0.4,Win,5,T,,2109.375,1054.6875,5,7,H,0.6,Lose,3,T,,234.375,117.1875,4,7,T,0.5,Win,4,T,,18984.375,9492.1875,3,7,T,0.4,Lose,5,H,,6328.125,3164.0625,4,7,T,0.5,Lose,4,H
8,9492.1875,4746.09375,7,8,H,0.8,Lose,2,T,,3164.0625,1582.03125,4,8,T,0.4,Lose,5,H,,1054.6875,527.34375,5,8,T,0.6,Lose,4,H,,3164.0625,1582.03125,4,8,T,0.4,Win,5,T,,1054.6875,527.34375,4,8,T,0.4,Win,5,T,,9492.1875,4746.09375,3,8,T,0.3,Win,6,T,,1054.6875,527.34375,5,8,H,0.6,Lose,4,T,,351.5625,175.78125,5,8,T,0.6,Lose,4,H,,9492.1875,4746.09375,4,8,T,0.4,Lose,5,H,,3164.0625,1582.03125,5,8,T,0.6,Lose,4,H
9,4746.09375,2373.046875,7,9,H,0.7,Lose,3,T,,1582.03125,791.015625,4,9,T,0.4,Win,6,T,,527.34375,263.671875,5,9,T,0.5,Win,5,T,,4746.09375,2373.046875,4,9,T,0.4,Win,6,T,,1582.03125,791.015625,5,9,T,0.5,Lose,5,H,,14238.28125,7119.140625,4,9,T,0.4,Lose,6,H,,527.34375,263.671875,6,9,T,0.6,Lose,4,H,,175.78125,87.890625,6,9,T,0.6,Lose,4,H,,4746.09375,2373.046875,4,9,T,0.4,Win,6,T,,1582.03125,791.015625,6,9,T,0.6,Lose,4,H
10,2373.046875,1186.5234375,7,10,H,0.6,Lose,4,T,,2373.046875,1186.5234375,5,10,T,0.5,Lose,6,H,,791.015625,395.5078125,6,10,T,0.5,Lose,5,H,,7119.140625,3559.5703125,5,10,T,0.5,Lose,6,H,,791.015625,395.5078125,5,10,T,0.5,Win,6,T,,7119.140625,3559.5703125,4,10,T,0.4,Win,7,T,,263.671875,131.8359375,7,10,T,0.6,Lose,4,H,,87.890625,43.9453125,6,10,T,0.5,Win,5,T,,7119.140625,3559.5703125,5,10,T,0.5,Lose,6,H,,791.015625,395.5078125,6,10,T,0.5,Win,5,T
11,1186.5234375,593.26171875,7,11,H,0.6,Lose,5,T,,1186.5234375,593.26171875,6,11,T,0.5,Lose,6,H,,395.5078125,197.75390625,7,11,T,0.6,Lose,5,H,,3559.5703125,1779.78515625,6,11,T,0.5,Lose,6,H,,1186.5234375,593.26171875,6,11,T,0.5,Lose,6,H,,10678.7109375,5339.35546875,4,11,T,0.3,Win,8,T,,131.8359375,65.91796875,8,11,H,0.7,Win,4,H,,131.8359375,65.91796875,6,11,T,0.5,Win,6,T,,3559.5703125,1779.78515625,6,11,T,0.5,Lose,6,H,,1186.5234375,593.26171875,6,11,T,0.5,Win,6,T
12,593.26171875,296.630859375,8,12,T,0.6,Lose,5,H,,593.26171875,296.630859375,6,12,T,0.5,Win,7,T,,197.75390625,98.876953125,8,12,T,0.6,Lose,5,H,,1779.78515625,889.892578125,7,12,T,0.5,Lose,6,H,,593.26171875,296.630859375,6,12,T,0.5,Win,7,T,,16018.06640625,8009.033203125,4,12,T,0.3,Win,9,T,,197.75390625,98.876953125,8,12,H,0.6,Lose,5,T,,197.75390625,98.876953125,6,12,T,0.5,Win,7,T,,1779.78515625,889.892578125,7,12,T,0.5,Lose,6,H,,1779.78515625,889.892578125,6,12,T,0.5,Win,7,T
13,296.630859375,148.3154296875,9,13,H,0.6,Win,5,H,,889.892578125,444.9462890625,7,13,T,0.5,Lose,7,H,,98.876953125,49.4384765625,8,13,H,0.6,Lose,6,T,,889.892578125,444.9462890625,7,13,T,0.5,Win,7,T,,889.892578125,444.9462890625,6,13,T,0.4,Win,8,T,,24027.099609375,12013.5498046875,5,13,T,0.4,Lose,9,H,,98.876953125,49.4384765625,8,13,H,0.6,Lose,6,T,,296.630859375,148.3154296875,7,13,T,0.5,Lose,7,H,,889.892578125,444.9462890625,8,13,T,0.6,Lose,6,H,,2669.677734375,1334.8388671875,7,13,T,0.5,Lose,7,H
14,444.9462890625,222.47314453125,9,14,H,0.6,Lose,6,T,,444.9462890625,222.47314453125,8,14,T,0.5,Lose,7,H,,49.4384765625,24.71923828125,8,14,T,0.5,Win,7,T,,1334.8388671875,667.41943359375,8,14,T,0.5,Lose,7,H,,1334.8388671875,667.41943359375,6,14,T,0.4,Win,9,T,,12013.5498046875,6006.77490234375,6,14,T,0.4,Lose,9,H,,49.4384765625,24.71923828125,8,14,T,0.5,Win,7,T,,148.3154296875,74.15771484375,8,14,T,0.5,Lose,7,H,,444.9462890625,222.47314453125,9,14,T,0.6,Lose,6,H,,1334.8388671875,667.41943359375,7,14,T,0.5,Win,8,T
15,222.47314453125,111.236572265625,10,15,H,0.6,Win,6,H,,222.47314453125,111.236572265625,9,15,T,0.6,Lose,7,H,,74.15771484375,37.078857421875,9,15,T,0.6,Lose,7,H,,667.41943359375,333.709716796875,9,15,T,0.6,Lose,7,H,,2002.25830078125,1001.129150390625,6,15,T,0.4,Win,10,T,,6006.77490234375,3003.387451171875,7,15,T,0.4,Lose,9,H,,74.15771484375,37.078857421875,8,15,T,0.5,Win,8,T,,74.15771484375,37.078857421875,9,15,T,0.6,Lose,7,H,,222.47314453125,111.236572265625,10,15,H,0.6,Win,6,H,,2002.25830078125,1001.129150390625,8,15,T,0.5,Lose,8,H
16,333.709716796875,166.8548583984375,11,16,H,0.6,Win,6,H,,111.236572265625,55.6182861328125,9,16,T,0.5,Win,8,T,,37.078857421875,18.5394287109375,10,16,T,0.6,Lose,7,H,,333.709716796875,166.8548583984375,10,16,T,0.6,Lose,7,H,,3003.387451171875,1501.6937255859375,7,16,T,0.4,Lose,10,H,,3003.387451171875,1501.6937255859375,8,16,T,0.5,Lose,9,H,,111.236572265625,55.6182861328125,9,16,T,0.5,Lose,8,H,,37.078857421875,18.5394287109375,10,16,T,0.6,Lose,7,H,,333.709716796875,166.8548583984375,10,16,H,0.6,Lose,7,T,,1001.129150390625,500.5645751953125,9,16,T,0.5,Lose,8,H
17,500.5645751953125,250.28228759765625,11,17,H,0.6,Lose,7,T,,166.8548583984375,83.42742919921875,10,17,T,0.6,Lose,8,H,,18.5394287109375,9.26971435546875,10,17,H,0.6,Lose,8,T,,166.8548583984375,83.42742919921875,11,17,H,0.6,Win,7,H,,1501.6937255859375,750.8468627929688,8,17,T,0.4,Lose,10,H,,1501.6937255859375,750.8468627929688,9,17,T,0.5,Lose,9,H,,55.6182861328125,27.80914306640625,10,17,T,0.6,Lose,8,H,,18.5394287109375,9.26971435546875,10,17,H,0.6,Lose,8,T,,166.8548583984375,83.42742919921875,11,17,H,0.6,Win,7,H,,500.5645751953125,250.28228759765625,10,17,T,0.6,Lose,8,H
18,250.28228759765625,125.14114379882812,12,18,H,0.6,Win,7,H,,83.42742919921875,41.713714599609375,10,18,T,0.5,Win,9,T,,9.26971435546875,4.634857177734375,10,18,T,0.5,Win,9,T,,250.28228759765625,125.14114379882812,12,18,H,0.6,Win,7,H,,750.8468627929688,375.4234313964844,8,18,T,0.4,Win,11,T,,750.8468627929688,375.4234313964844,10,18,T,0.5,Lose,9,H,,27.80914306640625,13.904571533203125,10,18,T,0.5,Win,9,T,,9.26971435546875,4.634857177734375,11,18,T,0.6,Lose,8,H,,250.28228759765625,125.14114379882812,11,18,H,0.6,Lose,8,T,,250.28228759765625,125.14114379882812,11,18,T,0.6,Lose,8,H
19,375.4234313964844,187.7117156982422,13,19,H,0.7,Win,7,H,,125.14114379882812,62.57057189941406,10,19,T,0.5,Win,10,T,,13.904571533203125,6.9522857666015625,10,19,T,0.5,Win,10,T,,375.4234313964844,187.7117156982422,13,19,H,0.7,Win,7,H,,1126.2702941894531,563.1351470947266,9,19,T,0.5,Lose,11,H,,375.4234313964844,187.7117156982422,11,19,T,0.6,Lose,9,H,,41.713714599609375,20.856857299804688,10,19,T,0.5,Win,10,T,,4.634857177734375,2.3174285888671875,12,19,H,0.6,Win,8,H,,125.14114379882812,62.57057189941406,11,19,H,0.6,Lose,9,T,,125.14114379882812,62.57057189941406,11,19,H,0.6,Lose,9,T
20,563.1351470947266,281.5675735473633,14,20,H,0.7,Win,7,H,,187.7117156982422,93.8558578491211,11,20,T,0.5,Lose,10,H,,20.856857299804688,10.428428649902344,11,20,T,0.5,Lose,10,H,,563.1351470947266,281.5675735473633,14,20,H,0.7,Win,7,H,,563.1351470947266,281.5675735473633,9,20,T,0.4,Win,12,T,,187.7117156982422,93.8558578491211,12,20,T,0.6,Lose,9,H,,62.57057189941406,31.28528594970703,11,20,T,0.5,Lose,10,H,,6.9522857666015625,3.4761428833007812,12,20,H,0.6,Lose,9,T,,62.57057189941406,31.28528594970703,11,20,T,0.5,Win,10,T,,62.57057189941406,31.28528594970703,12,20,T,0.6,Lose,9,H
21,844.7027206420898,422.3513603210449,14,21,H,0.6,Lose,8,T,,93.8558578491211,46.92792892456055,11,21,T,0.5,Win,11,T,,10.428428649902344,5.214214324951172,11,21,T,0.5,Win,11,T,,844.7027206420898,422.3513603210449,14,21,H,0.6,Lose,8,T,,844.7027206420898,422.3513603210449,9,21,T,0.4,Win,13,T,,93.8558578491211,46.92792892456055,12,21,T,0.5,Win,10,T,,31.28528594970703,15.642642974853516,12,21,T,0.5,Lose,10,H,,3.4761428833007812,1.7380714416503906,13,21,T,0.6,Lose,9,H,,93.8558578491211,46.92792892456055,11,21,T,0.5,Win,11,T,,31.28528594970703,15.642642974853516,12,21,T,0.5,Win,10,T
22,422.3513603210449,211.17568016052246,14,22,H,0.6,Lose,9,T,,140.78378677368164,70.39189338684082,12,22,T,0.5,Lose,11,H,,15.642642974853516,7.821321487426758,11,22,T,0.5,Win,12,T,,422.3513603210449,211.17568016052246,15,22,H,0.7,Win,8,H,,1267.0540809631348,633.5270404815674,10,22,T,0.4,Lose,13,H,,140.78378677368164,70.39189338684082,13,22,T,0.6,Lose,10,H,,15.642642974853516,7.821321487426758,12,22,T,0.5,Win,11,T,,1.7380714416503906,0.8690357208251953,13,22,H,0.6,Lose,10,T,,140.78378677368164,70.39189338684082,11,22,T,0.5,Win,12,T,,46.92792892456055,23.463964462280273,13,22,T,0.6,Lose,10,H
