,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,9000.0,11000.0,9000.0,11000.0,9000.0,9000.0,9000.0,9000.0,9000.0,11000.0
2,8100.0,12100.0,8100.0,12100.0,9900.0,9900.0,9900.0,9900.0,8100.0,9900.0
3,8910.0,13310.0,8910.0,10890.0,8910.0,10890.0,10890.0,10890.0,7290.0,10890.0
4,9801.0,11979.0,8019.0,11979.0,9801.0,11979.0,9801.0,9801.0,8019.0,9801.0
5,10781.1,10781.1,7217.1,10781.1,10781.1,13176.9,8820.9,10781.1,7217.1,8820.9
6,9702.99,9702.99,7938.81,9702.99,9702.99,14494.59,9702.99,9702.99,7938.81,9702.99
7,10673.289,8732.690999999999,7144.929,8732.690999999999,8732.690999999999,13045.131,8732.690999999999,10673.289,8732.691,8732.690999999999
8,11740.617900000001,7859.421899999999,7859.4219,9605.960099999998,7859.421899999999,11740.6179,9605.960099999998,11740.617900000001,9605.9601,7859.421899999999
9,10566.556110000001,8645.36409,7073.4797100000005,10566.556109999998,7073.47971,10566.55611,10566.556109999998,12914.67969,10566.55611,7073.47971
10,9509.900499000001,9509.900499,6366.131739,9509.900498999998,6366.1317389999995,9509.900499,11623.211720999998,14206.147659000002,11623.211721,6366.1317389999995
11,8558.910449100002,8558.9104491,5729.5185651,8558.910449099998,5729.518565099999,8558.9104491,12785.532893099997,12785.532893100002,12785.5328931,5729.518565099999
12,9414.801494010002,9414.80149401,6302.47042161,9414.801494009998,5156.5667085899995,7703.0194041899995,11506.979603789998,14064.086182410003,11506.97960379,5156.5667085899995
13,8473.321344609001,10356.281643411001,6932.7174637709995,10356.281643411,4640.910037731,6932.7174637709995,12657.677564168998,12657.677564169002,10356.281643411,4640.910037731
14,9320.6534790699,11391.909807752101,7625.9892101481,9320.653479069899,5105.0010415041,7625.9892101481,13923.445320585899,13923.445320585903,11391.9098077521,4176.8190339579
15,8388.588131162911,12531.100788527312,6863.39028913329,10252.718826976889,4594.50093735369,6863.39028913329,15315.78985264449,15315.789852644493,12531.10078852731,4594.50093735369
16,7549.7293180466195,13784.210867380043,6177.0512602199615,11277.990709674577,5053.951031089058,7549.729318046619,13784.210867380041,13784.210867380043,11277.99070967458,4135.050843618321
17,6794.756386241957,12405.789780642039,5559.3461341979655,12405.789780642035,4548.555927980153,6794.7563862419565,15162.631954118046,15162.631954118047,12405.789780642037,4548.555927980153
18,6115.280747617761,11165.210802577834,6115.280747617762,11165.210802577833,5003.411520778168,7474.232024866153,16678.89514952985,13646.368758706243,13646.368758706241,4093.7003351821377
19,5503.752672855985,12281.731882835618,6726.8088223795385,10048.689722320049,5503.752672855984,8221.655227352769,18346.784664482835,12281.731882835618,15011.005634576866,3684.330301663924
20,6054.127940141583,13509.90507111918,7399.489704617492,11053.558694552054,6054.127940141582,9043.820750088045,20181.46313093112,13509.90507111918,16512.106198034555,3315.8972714975316
21,5448.715146127425,12158.914564007262,6659.540734155743,12158.914564007258,5448.715146127424,8139.438675079241,18163.316817838007,14860.895578231097,18163.31681783801,3647.486998647285
