,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,1,0,H,1.0,Win,0,H,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,0,0,H,0.0,Lose,1,T,,10000,7500.0,0,0,H,0.0,Lose,1,T
1,2500.0,1875.0,0,1,H,0.0,Lose,2,T,,2500.0,1875.0,1,1,H,0.5,Win,1,H,,17500.0,13125.0,2,1,H,1.0,Win,0,H,,2500.0,1875.0,1,1,H,0.5,Win,1,H,,2500.0,1875.0,1,1,H,0.5,Win,1,H,,17500.0,13125.0,1,1,H,0.5,Lose,1,T,,2500.0,1875.0,0,1,H,0.0,Lose,2,T,,2500.0,1875.0,1,1,H,0.5,Win,1,H,,2500.0,1875.0,0,1,H,0.0,Lose,2,T,,2500.0,1875.0,1,1,H,0.5,Win,1,H
2,625.0,468.75,1,2,H,0.3,Win,2,H,,4375.0,3281.25,1,2,H,0.3,Lose,2,T,,30625.0,22968.75,3,2,T,1.0,Lose,0,H,,4375.0,3281.25,2,2,H,0.7,Win,1,H,,4375.0,3281.25,1,2,H,0.3,Lose,2,T,,4375.0,3281.25,2,2,H,0.7,Win,1,H,,625.0,468.75,1,2,H,0.3,Win,2,H,,4375.0,3281.25,2,2,H,0.7,Win,1,H,,625.0,468.75,1,2,H,0.3,Win,2,H,,4375.0,3281.25,1,2,H,0.3,Lose,2,T
3,1093.75,820.3125,1,3,H,0.2,Lose,3,T,,1093.75,820.3125,2,3,H,0.5,Win,2,H,,7656.25,5742.1875,3,3,T,0.8,Win,1,T,,7656.25,5742.1875,3,3,H,0.8,Win,1,H,,1093.75,820.3125,2,3,H,0.5,Win,2,H,,7656.25,5742.1875,2,3,H,0.5,Lose,2,T,,1093.75,820.3125,1,3,H,0.2,Lose,3,T,,7656.25,5742.1875,2,3,H,0.5,Lose,2,T,,1093.75,820.3125,1,3,H,0.2,Lose,3,T,,1093.75,820.3125,2,3,H,0.5,Win,2,H
4,273.4375,205.078125,2,4,H,0.4,Win,3,H,,1914.0625,1435.546875,2,4,H,0.4,Lose,3,T,,13398.4375,10048.828125,4,4,T,0.8,Lose,1,H,,13398.4375,10048.828125,3,4,T,0.6,Win,2,T,,1914.0625,1435.546875,2,4,H,0.4,Lose,3,T,,1914.0625,1435.546875,2,4,H,0.4,Lose,3,T,,273.4375,205.078125,2,4,H,0.4,Win,3,H,,1914.0625,1435.546875,3,4,H,0.6,Win,2,H,,273.4375,205.078125,1,4,H,0.2,Lose,4,T,,1914.0625,1435.546875,2,4,H,0.4,Lose,3,T
5,478.515625,358.88671875,2,5,H,0.3,Lose,4,T,,478.515625,358.88671875,3,5,H,0.5,Win,3,H,,3349.609375,2512.20703125,5,5,T,0.8,Lose,1,H,,23447.265625,17585.44921875,4,5,H,0.7,Win,2,H,,478.515625,358.88671875,2,5,H,0.3,Lose,4,T,,478.515625,358.88671875,2,5,H,0.3,Lose,4,T,,478.515625,358.88671875,3,5,H,0.5,Win,3,H,,3349.609375,2512.20703125,3,5,H,0.5,Lose,3,T,,68.359375,51.26953125,1,5,H,0.2,Lose,5,T,,478.515625,358.88671875,3,5,H,0.5,Win,3,H
6,119.62890625,89.7216796875,3,6,H,0.4,Win,4,H,,837.40234375,628.0517578125,4,6,H,0.6,Win,3,H,,837.40234375,628.0517578125,6,6,T,0.9,Lose,1,H,,41032.71484375,30774.5361328125,5,6,T,0.7,Lose,2,H,,119.62890625,89.7216796875,3,6,H,0.4,Win,4,H,,119.62890625,89.7216796875,2,6,H,0.3,Lose,5,T,,837.40234375,628.0517578125,4,6,H,0.6,Win,3,H,,837.40234375,628.0517578125,4,6,H,0.6,Win,3,H,,17.08984375,12.8173828125,2,6,H,0.3,Win,5,H,,837.40234375,628.0517578125,4,6,H,0.6,Win,3,H
7,209.3505859375,157.012939453125,3,7,H,0.4,Lose,5,T,,1465.4541015625,1099.090576171875,4,7,H,0.5,Lose,4,T,,209.3505859375,157.012939453125,6,7,T,0.8,Win,2,T,,10258.1787109375,7693.634033203125,5,7,T,0.6,Win,3,T,,209.3505859375,157.012939453125,3,7,H,0.4,Lose,5,T,,29.9072265625,22.430419921875,3,7,H,0.4,Win,5,H,,1465.4541015625,1099.090576171875,4,7,H,0.5,Lose,4,T,,1465.4541015625,1099.090576171875,5,7,H,0.6,Win,3,H,,29.9072265625,22.430419921875,3,7,H,0.4,Win,5,H,,1465.4541015625,1099.090576171875,5,7,H,0.6,Win,3,H
8,52.337646484375,39.25323486328125,3,8,H,0.3,Lose,6,T,,366.363525390625,274.77264404296875,4,8,H,0.4,Lose,5,T,,366.363525390625,274.77264404296875,6,8,T,0.7,Win,3,T,,17951.812744140625,13463.859558105469,6,8,T,0.7,Lose,3,H,,52.337646484375,39.25323486328125,4,8,H,0.4,Win,5,H,,52.337646484375,39.25323486328125,4,8,H,0.4,Win,5,H,,366.363525390625,274.77264404296875,4,8,H,0.4,Lose,5,T,,2564.544677734375,1923.4085083007812,6,8,T,0.7,Lose,3,H,,52.337646484375,39.25323486328125,4,8,H,0.4,Win,5,H,,2564.544677734375,1923.4085083007812,5,8,T,0.6,Win,4,T
9,13.08441162109375,9.813308715820312,4,9,H,0.4,Win,6,H,,91.59088134765625,68.69316101074219,4,9,H,0.4,Lose,6,T,,641.1361694335938,480.8521270751953,6,9,T,0.6,Win,4,T,,4487.953186035156,3365.964889526367,6,9,T,0.6,Win,4,T,,91.59088134765625,68.69316101074219,5,9,H,0.5,Win,5,H,,91.59088134765625,68.69316101074219,5,9,H,0.5,Win,5,H,,91.59088134765625,68.69316101074219,4,9,H,0.4,Lose,6,T,,641.1361694335938,480.8521270751953,6,9,T,0.6,Win,4,T,,91.59088134765625,68.69316101074219,4,9,H,0.4,Lose,6,T,,4487.953186035156,3365.964889526367,6,9,H,0.6,Win,4,H
