,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,7500.0,7500.0,12500.0,7500.0,12500.0,12500.0,12500.0,7500.0,12500.0,7500.0
2,9375.0,5625.0,9375.0,5625.0,9375.0,9375.0,15625.0,9375.0,15625.0,5625.0
3,11718.75,4218.75,11718.75,7031.25,7031.25,7031.25,19531.25,7031.25,11718.75,7031.25
4,14648.4375,3164.0625,14648.4375,8789.0625,5273.4375,5273.4375,14648.4375,5273.4375,14648.4375,5273.4375
5,18310.546875,3955.078125,18310.546875,10986.328125,3955.078125,6591.796875,18310.546875,3955.078125,18310.546875,6591.796875
6,13732.91015625,2966.30859375,22888.18359375,13732.91015625,4943.84765625,4943.84765625,22888.18359375,4943.84765625,22888.18359375,4943.84765625
7,10299.6826171875,2224.7314453125,17166.1376953125,10299.6826171875,3707.8857421875,3707.8857421875,17166.1376953125,3707.8857421875,17166.1376953125,3707.8857421875
8,12874.603271484375,1668.548583984375,21457.672119140625,12874.603271484375,4634.857177734375,2780.914306640625,12874.603271484375,2780.914306640625,21457.672119140625,2780.914306640625
9,9655.952453613281,2085.6857299804688,26822.09014892578,9655.952453613281,3476.1428833007812,3476.1428833007812,9655.952453613281,2085.6857299804688,16093.254089355469,3476.1428833007812
10,7241.964340209961,2607.107162475586,20116.567611694336,12069.940567016602,4345.178604125977,2607.107162475586,12069.940567016602,2607.107162475586,20116.567611694336,2607.107162475586
11,9052.455425262451,3258.8839530944824,15087.425708770752,15087.425708770752,5431.473255157471,1955.3303718566895,9052.455425262451,3258.8839530944824,15087.425708770752,1955.3303718566895
12,11315.569281578064,2444.162964820862,11315.569281578064,18859.28213596344,6789.341568946838,2444.162964820862,6789.341568946838,2444.162964820862,11315.569281578064,2444.162964820862
13,14144.46160197258,1833.1222236156464,14144.46160197258,14144.46160197258,8486.676961183548,3055.2037060260773,8486.676961183548,1833.1222236156464,8486.676961183548,3055.2037060260773
14,10608.346201479435,2291.402779519558,17680.577002465725,10608.346201479435,6365.007720887661,3819.0046325325966,6365.007720887661,2291.402779519558,10608.346201479435,3819.0046325325966
15,7956.259651109576,1718.5520846396685,22100.721253082156,13260.432751849294,7956.259651109576,4773.755790665746,4773.755790665746,1718.5520846396685,7956.259651109576,2864.2534743994474
16,9945.32456388697,2148.1901057995856,27625.901566352695,16575.540939811617,5967.194738332182,3580.3168429993093,3580.3168429993093,2148.1901057995856,5967.194738332182,2148.1901057995856
17,7458.993422915228,2685.237632249482,20719.42617476452,20719.42617476452,7458.993422915228,2685.237632249482,4475.396053749137,2685.237632249482,4475.396053749137,1611.1425793496892
18,5594.245067186421,2013.9282241871115,25899.28271845565,25899.28271845565,5594.245067186421,2013.9282241871115,3356.5470403118525,2013.9282241871115,3356.5470403118525,2013.9282241871115
19,4195.683800389816,1510.4461681403336,32374.103398069565,19424.46203884174,6992.806333983026,2517.4102802338894,2517.4102802338894,2517.4102802338894,2517.4102802338894,2517.4102802338894
20,3146.7628502923617,1888.057710175417,24280.577548552174,24280.577548552174,5244.6047504872695,1888.057710175417,3146.7628502923617,3146.7628502923617,3146.7628502923617,1888.057710175417
21,2360.0721377192713,1416.0432826315628,30350.721935690217,18210.43316141413,3933.453562865452,2360.0721377192713,3933.453562865452,2360.0721377192713,2360.0721377192713,2360.0721377192713
22,2950.090172149089,1062.032461973672,22763.04145176766,13657.824871060599,4916.816953581815,1770.0541032894535,2950.090172149089,1770.0541032894535,2950.090172149089,2950.090172149089
23,3687.612715186361,796.524346480254,17072.281088825745,17072.281088825748,6146.021191977269,2212.567629111817,2212.567629111817,1327.54057746709,3687.612715186361,3687.612715186361
24,2765.7095363897706,597.3932598601905,21340.351361032182,21340.351361032186,4609.515893982952,2765.7095363897715,2765.7095363897715,1659.4257218338626,2765.7095363897706,2765.7095363897706
25,2074.2821522923277,746.7415748252381,26675.439201290228,26675.43920129023,5761.89486747869,2074.2821522923286,3457.1369204872144,1244.569291375397,3457.1369204872135,3457.1369204872135
Lose,,,,,,,,,,
Win,,,,,,,,,,
