,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,1000.0,1,0,H,1.0,Win,0,H,,10000,1000.0,0,0,H,0.0,Lose,1,T,,10000,1000.0,1,0,H,1.0,Win,0,H,,10000,1000.0,0,0,H,0.0,Lose,1,T,,10000,1000.0,0,0,H,0.0,Lose,1,T,,10000,1000.0,0,0,H,0.0,Lose,1,T,,10000,1000.0,1,0,H,1.0,Win,0,H,,10000,1000.0,0,0,H,0.0,Lose,1,T,,10000,1000.0,0,0,H,0.0,Lose,1,T,,10000,1000.0,0,0,H,0.0,Lose,1,T
1,11000.0,1100.0,2,1,H,1.0,Win,0,H,,9000.0,900.0,0,1,H,0.0,Lose,2,T,,11000.0,1100.0,1,1,H,0.5,Lose,1,T,,9000.0,900.0,0,1,H,0.0,Lose,2,T,,9000.0,900.0,1,1,H,0.5,Win,1,H,,9000.0,900.0,1,1,H,0.5,Win,1,H,,11000.0,1100.0,2,1,H,1.0,Win,0,H,,9000.0,900.0,1,1,H,0.5,Win,1,H,,9000.0,900.0,1,1,H,0.5,Win,1,H,,9000.0,900.0,0,1,H,0.0,Lose,2,T
2,12100.0,1210.0,3,2,T,1.0,Lose,0,H,,8100.0,810.0,1,2,H,0.3,Win,2,H,,9900.0,990.0,1,2,H,0.3,Lose,2,T,,8100.0,810.0,0,2,H,0.0,Lose,3,T,,9900.0,990.0,2,2,H,0.7,Win,1,H,,9900.0,990.0,2,2,H,0.7,Win,1,H,,12100.0,1210.0,2,2,T,0.7,Win,1,T,,9900.0,990.0,1,2,H,0.3,Lose,2,T,,9900.0,990.0,1,2,H,0.3,Lose,2,T,,8100.0,810.0,0,2,H,0.0,Lose,3,T
3,10890.0,1089.0,3,3,T,0.8,Win,1,T,,8910.0,891.0,2,3,H,0.5,Win,2,H,,8910.0,891.0,2,3,H,0.5,Win,2,H,,7290.0,729.0,0,3,H,0.0,Lose,4,T,,10890.0,1089.0,2,3,H,0.5,Lose,2,T,,10890.0,1089.0,2,3,H,0.5,Lose,2,T,,13310.0,1331.0,3,3,H,0.8,Win,1,H,,8910.0,891.0,2,3,H,0.5,Win,2,H,,8910.0,891.0,2,3,H,0.5,Win,2,H,,7290.0,729.0,0,3,H,0.0,Lose,4,T
4,11979.0,1197.9,3,4,T,0.6,Win,2,T,,9801.0,980.1,3,4,H,0.6,Win,2,H,,9801.0,980.1,2,4,H,0.4,Lose,3,T,,6561.0,656.1,1,4,H,0.2,Win,4,H,,9801.0,980.1,2,4,H,0.4,Lose,3,T,,9801.0,980.1,2,4,H,0.4,Lose,3,T,,14641.0,1464.1000000000001,4,4,T,0.8,Lose,1,H,,9801.0,980.1,3,4,H,0.6,Win,2,H,,9801.0,980.1,2,4,H,0.4,Lose,3,T,,6561.0,656.1,1,4,H,0.2,Win,4,H
5,13176.9,1317.69,3,5,H,0.5,Lose,3,T,,10781.1,1078.1100000000001,3,5,H,0.5,Lose,3,T,,8820.9,882.09,2,5,H,0.3,Lose,4,T,,7217.1,721.71,1,5,H,0.2,Lose,5,T,,8820.9,882.09,3,5,H,0.5,Win,3,H,,8820.9,882.09,3,5,H,0.5,Win,3,H,,13176.9,1317.69,4,5,T,0.7,Win,2,T,,10781.1,1078.1100000000001,4,5,H,0.7,Win,2,H,,8820.9,882.09,2,5,H,0.3,Lose,4,T,,7217.1,721.71,1,5,H,0.2,Lose,5,T
6,11859.21,1185.921,4,6,H,0.6,Win,3,H,,9702.99,970.299,3,6,H,0.4,Lose,4,T,,7938.8099999999995,793.881,2,6,H,0.3,Lose,5,T,,6495.39,649.5390000000001,2,6,H,0.3,Win,5,H,,9702.99,970.299,4,6,H,0.6,Win,3,H,,9702.99,970.299,4,6,H,0.6,Win,3,H,,14494.59,1449.459,4,6,T,0.6,Win,3,T,,11859.210000000001,1185.921,4,6,T,0.6,Win,3,T,,7938.8099999999995,793.881,3,6,H,0.4,Win,4,H,,6495.39,649.5390000000001,2,6,H,0.3,Win,5,H
7,13045.131,1304.5131000000001,5,7,H,0.6,Win,3,H,,8732.690999999999,873.2691,3,7,H,0.4,Lose,5,T,,7144.928999999999,714.4929,3,7,H,0.4,Win,5,H,,7144.929,714.4929000000001,2,7,H,0.2,Lose,6,T,,10673.289,1067.3289000000002,5,7,H,0.6,Win,3,H,,10673.289,1067.3289000000002,5,7,H,0.6,Win,3,H,,15944.049,1594.4049000000002,5,7,H,0.6,Win,3,H,,13045.131000000001,1304.5131000000001,4,7,H,0.5,Lose,4,T,,8732.690999999999,873.2691,3,7,H,0.4,Lose,5,T,,7144.929,714.4929000000001,2,7,H,0.2,Lose,6,T
8,14349.6441,1434.96441,5,8,T,0.6,Win,4,T,,7859.421899999999,785.94219,3,8,H,0.3,Lose,6,T,,7859.421899999999,785.94219,4,8,H,0.4,Win,5,H,,6430.4361,643.0436100000001,2,8,H,0.2,Lose,7,T,,11740.617900000001,1174.0617900000002,5,8,T,0.6,Win,4,T,,11740.617900000001,1174.0617900000002,5,8,T,0.6,Win,4,T,,17538.4539,1753.8453900000002,5,8,T,0.6,Win,4,T,,11740.617900000001,1174.0617900000002,5,8,H,0.6,Win,4,H,,7859.421899999999,785.94219,4,8,H,0.4,Win,5,H,,6430.4361,643.0436100000001,3,8,H,0.3,Win,6,H
9,15784.60851,1578.460851,6,9,H,0.6,Win,4,H,,7073.47971,707.347971,3,9,H,0.3,Lose,7,T,,8645.36409,864.5364089999999,4,9,H,0.4,Lose,6,T,,5787.39249,578.7392490000001,2,9,H,0.2,Lose,8,T,,12914.67969,1291.4679690000003,6,9,H,0.6,Win,4,H,,12914.67969,1291.4679690000003,6,9,H,0.6,Win,4,H,,19292.29929,1929.229929,6,9,H,0.6,Win,4,H,,12914.67969,1291.4679690000003,6,9,H,0.6,Win,4,H,,8645.36409,864.5364089999999,5,9,H,0.5,Win,5,H,,7073.47971,707.347971,3,9,H,0.3,Lose,7,T
