,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss,0,Amount,Bet,Heads,Number,Predication,Probability,Result,Tails,Toss
0,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,1,0,T,1.0,Lose,0,H,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,0,0,T,0.0,Win,1,T,,10000,5000.0,0,0,T,0.0,Win,1,T
1,5000.0,2500.0,2,1,T,1.0,Lose,0,H,,15000.0,7500.0,1,1,T,0.5,Lose,1,H,,15000.0,7500.0,0,1,T,0.0,Win,2,T,,5000.0,2500.0,1,1,T,0.5,Win,1,T,,15000.0,7500.0,0,1,T,0.0,Win,2,T,,15000.0,7500.0,1,1,T,0.5,Lose,1,H,,5000.0,2500.0,1,1,T,0.5,Win,1,T,,15000.0,7500.0,0,1,T,0.0,Win,2,T,,15000.0,7500.0,1,1,T,0.5,Lose,1,H,,15000.0,7500.0,1,1,T,0.5,Lose,1,H
2,2500.0,1250.0,3,2,H,1.0,Win,0,H,,7500.0,3750.0,1,2,T,0.3,Win,2,T,,22500.0,11250.0,0,2,T,0.0,Win,3,T,,7500.0,3750.0,2,2,T,0.7,Lose,1,H,,22500.0,11250.0,0,2,T,0.0,Win,3,T,,7500.0,3750.0,1,2,T,0.3,Win,2,T,,7500.0,3750.0,1,2,T,0.3,Win,2,T,,22500.0,11250.0,1,2,T,0.3,Lose,2,H,,7500.0,3750.0,2,2,T,0.7,Lose,1,H,,7500.0,3750.0,1,2,T,0.3,Win,2,T
3,3750.0,1875.0,3,3,H,0.8,Lose,1,T,,11250.0,5625.0,2,3,T,0.5,Lose,2,H,,33750.0,16875.0,1,3,T,0.2,Lose,3,H,,3750.0,1875.0,2,3,T,0.5,Win,2,T,,33750.0,16875.0,0,3,T,0.0,Win,4,T,,11250.0,5625.0,2,3,T,0.5,Lose,2,H,,11250.0,5625.0,1,3,T,0.2,Win,3,T,,11250.0,5625.0,2,3,T,0.5,Lose,2,H,,3750.0,1875.0,2,3,T,0.5,Win,2,T,,11250.0,5625.0,1,3,T,0.2,Win,3,T
4,1875.0,937.5,3,4,H,0.6,Lose,2,T,,5625.0,2812.5,3,4,T,0.6,Lose,2,H,,16875.0,8437.5,2,4,T,0.4,Lose,3,H,,5625.0,2812.5,3,4,T,0.6,Lose,2,H,,50625.0,25312.5,1,4,T,0.2,Lose,4,H,,5625.0,2812.5,2,4,T,0.4,Win,3,T,,16875.0,8437.5,1,4,T,0.2,Win,4,T,,5625.0,2812.5,2,4,T,0.4,Win,3,T,,5625.0,2812.5,2,4,T,0.4,Win,3,T,,16875.0,8437.5,2,4,T,0.4,Lose,3,H
5,937.5,468.75,4,5,T,0.7,Lose,2,H,,2812.5,1406.25,4,5,T,0.7,Lose,2,H,,8437.5,4218.75,3,5,T,0.5,Lose,3,H,,2812.5,1406.25,4,5,T,0.7,Lose,2,H,,25312.5,12656.25,1,5,T,0.2,Win,5,T,,8437.5,4218.75,2,5,T,0.3,Win,4,T,,25312.5,12656.25,2,5,T,0.3,Lose,4,H,,8437.5,4218.75,3,5,T,0.5,Lose,3,H,,8437.5,4218.75,2,5,T,0.3,Win,4,T,,8437.5,4218.75,2,5,T,0.3,Win,4,T
6,468.75,234.375,5,6,H,0.7,Win,2,H,,1406.25,703.125,5,6,H,0.7,Win,2,H,,4218.75,2109.375,3,6,T,0.4,Win,4,T,,1406.25,703.125,4,6,H,0.6,Lose,3,T,,37968.75,18984.375,2,6,T,0.3,Lose,5,H,,12656.25,6328.125,2,6,T,0.3,Win,5,T,,12656.25,6328.125,3,6,T,0.4,Lose,4,H,,4218.75,2109.375,4,6,T,0.6,Lose,3,H,,12656.25,6328.125,3,6,T,0.4,Lose,4,H,,12656.25,6328.125,2,6,T,0.3,Win,5,T
7,703.125,351.5625,5,7,H,0.6,Lose,3,T,,2109.375,1054.6875,6,7,H,0.8,Win,2,H,,6328.125,3164.0625,3,7,T,0.4,Win,5,T,,703.125,351.5625,5,7,T,0.6,Lose,3,H,,18984.375,9492.1875,2,7,T,0.2,Win,6,T,,18984.375,9492.1875,2,7,T,0.2,Win,6,T,,6328.125,3164.0625,4,7,T,0.5,Lose,4,H,,2109.375,1054.6875,5,7,T,0.6,Lose,3,H,,6328.125,3164.0625,3,7,T,0.4,Win,5,T,,18984.375,9492.1875,2,7,T,0.2,Win,6,T
8,351.5625,175.78125,6,8,H,0.7,Win,3,H,,3164.0625,1582.03125,6,8,H,0.7,Lose,3,T,,9492.1875,4746.09375,4,8,T,0.4,Lose,5,H,,351.5625,175.78125,5,8,H,0.6,Lose,4,T,,28476.5625,14238.28125,3,8,T,0.3,Lose,6,H,,28476.5625,14238.28125,2,8,T,0.2,Win,7,T,,3164.0625,1582.03125,4,8,T,0.4,Win,5,T,,1054.6875,527.34375,6,8,H,0.7,Win,3,H,,9492.1875,4746.09375,3,8,T,0.3,Win,6,T,,28476.5625,14238.28125,3,8,T,0.3,Lose,6,H
9,527.34375,263.671875,6,9,H,0.6,Lose,4,T,,1582.03125,791.015625,7,9,H,0.7,Win,3,H,,4746.09375,2373.046875,4,9,T,0.4,Win,6,T,,175.78125,87.890625,6,9,T,0.6,Lose,4,H,,14238.28125,7119.140625,3,9,T,0.3,Win,7,T,,42714.84375,21357.421875,3,9,T,0.3,Lose,7,H,,4746.09375,2373.046875,4,9,T,0.4,Win,6,T,,1582.03125,791.015625,6,9,H,0.6,Lose,4,T,,14238.28125,7119.140625,3,9,T,0.3,Win,7,T,,14238.28125,7119.140625,4,9,T,0.4,Lose,6,H
10,263.671875,131.8359375,7,10,T,0.6,Lose,4,H,,2373.046875,1186.5234375,8,10,H,0.7,Win,3,H,,7119.140625,3559.5703125,4,10,T,0.4,Win,7,T,,87.890625,43.9453125,7,10,T,0.6,Lose,4,H,,21357.421875,10678.7109375,3,10,T,0.3,Win,8,T,,21357.421875,10678.7109375,4,10,T,0.4,Lose,7,H,,7119.140625,3559.5703125,4,10,T,0.4,Win,7,T,,791.015625,395.5078125,6,10,T,0.5,Win,5,T,,21357.421875,10678.7109375,3,10,T,0.3,Win,8,T,,7119.140625,3559.5703125,5,10,T,0.5,Lose,6,H
11,131.8359375,65.91796875,7,11,H,0.6,Lose,5,T,,3559.5703125,1779.78515625,9,11,H,0.8,Win,3,H,,10678.7109375,5339.35546875,5,11,T,0.4,Lose,7,H,,43.9453125,21.97265625,8,11,H,0.7,Win,4,H,,32036.1328125,16018.06640625,3,11,T,0.2,Win,9,T,,10678.7109375,5339.35546875,5,11,T,0.4,Lose,7,H,,10678.7109375,5339.35546875,5,11,T,0.4,Lose,7,H,,1186.5234375,593.26171875,6,11,T,0.5,Win,6,T,,32036.1328125,16018.06640625,4,11,T,0.3,Lose,8,H,,3559.5703125,1779.78515625,6,11,T,0.5,Lose,6,H
12,65.91796875,32.958984375,8,12,T,0.6,Lose,5,H,,5339.35546875,2669.677734375,9,12,H,0.7,Lose,4,T,,5339.35546875,2669.677734375,5,12,T,0.4,Win,8,T,,65.91796875,32.958984375,8,12,H,0.6,Lose,5,T,,48054.19921875,24027.099609375,4,12,T,0.3,Lose,9,H,,5339.35546875,2669.677734375,5,12,T,0.4,Win,8,T,,5339.35546875,2669.677734375,5,12,T,0.4,Win,8,T,,1779.78515625,889.892578125,7,12,T,0.5,Lose,6,H,,16018.06640625,8009.033203125,4,12,T,0.3,Win,9,T,,1779.78515625,889.892578125,7,12,T,0.5,Lose,6,H
13,32.958984375,16.4794921875,8,13,H,0.6,Lose,6,T,,2669.677734375,1334.8388671875,9,13,H,0.6,Lose,5,T,,8009.033203125,4004.5166015625,6,13,T,0.4,Lose,8,H,,32.958984375,16.4794921875,9,13,H,0.6,Win,5,H,,24027.099609375,12013.5498046875,4,13,T,0.3,Win,10,T,,8009.033203125,4004.5166015625,5,13,T,0.4,Win,9,T,,8009.033203125,4004.5166015625,6,13,T,0.4,Lose,8,H,,889.892578125,444.9462890625,7,13,T,0.5,Win,7,T,,24027.099609375,12013.5498046875,5,13,T,0.4,Lose,9,H,,889.892578125,444.9462890625,8,13,T,0.6,Lose,6,H
14,16.4794921875,8.23974609375,8,14,T,0.5,Win,7,T,,1334.8388671875,667.41943359375,9,14,H,0.6,Lose,6,T,,4004.5166015625,2002.25830078125,7,14,T,0.5,Lose,8,H,,49.4384765625,24.71923828125,10,14,H,0.7,Win,5,H,,36040.6494140625,18020.32470703125,5,14,T,0.3,Lose,10,H,,12013.5498046875,6006.77490234375,5,14,T,0.3,Win,10,T,,4004.5166015625,2002.25830078125,7,14,T,0.5,Lose,8,H,,1334.8388671875,667.41943359375,7,14,T,0.5,Win,8,T,,12013.5498046875,6006.77490234375,6,14,T,0.4,Lose,9,H,,444.9462890625,222.47314453125,9,14,T,0.6,Lose,6,H
15,24.71923828125,12.359619140625,9,15,T,0.6,Lose,7,H,,667.41943359375,333.709716796875,10,15,H,0.6,Win,6,H,,2002.25830078125,1001.129150390625,7,15,T,0.4,Win,9,T,,74.15771484375,37.078857421875,11,15,H,0.7,Win,5,H,,18020.32470703125,9010.162353515625,5,15,T,0.3,Win,11,T,,18020.32470703125,9010.162353515625,5,15,T,0.3,Win,11,T,,2002.25830078125,1001.129150390625,8,15,T,0.5,Lose,8,H,,2002.25830078125,1001.129150390625,7,15,T,0.4,Win,9,T,,6006.77490234375,3003.387451171875,7,15,T,0.4,Lose,9,H,,222.47314453125,111.236572265625,9,15,H,0.6,Lose,7,T
16,12.359619140625,6.1798095703125,9,16,T,0.5,Win,8,T,,1001.129150390625,500.5645751953125,10,16,H,0.6,Lose,7,T,,3003.387451171875,1501.6937255859375,7,16,T,0.4,Win,10,T,,111.236572265625,55.6182861328125,11,16,H,0.6,Lose,6,T,,27030.487060546875,13515.243530273438,6,16,T,0.4,Lose,11,H,,27030.487060546875,13515.243530273438,6,16,T,0.4,Lose,11,H,,1001.129150390625,500.5645751953125,9,16,T,0.5,Lose,8,H,,3003.387451171875,1501.6937255859375,7,16,T,0.4,Win,10,T,,3003.387451171875,1501.6937255859375,8,16,T,0.5,Lose,9,H,,111.236572265625,55.6182861328125,9,16,T,0.5,Win,8,T
