,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,1.0,H,H,Win,1,0,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,1.0,H,H,Win,1,0,,0,10000,2500.0,1.0,H,H,Win,1,0,,0,10000,2500.0,1.0,H,H,Win,1,0,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,1.0,H,H,Win,1,0,,0,10000,2500.0,0.0,H,T,Lose,0,1,
1,7500.0,1875.0,0.0,H,T,Lose,0,2,,1,12500.0,3125.0,1.0,H,H,Win,2,0,,1,7500.0,1875.0,0.5,H,H,Win,1,1,,1,7500.0,1875.0,0.0,H,T,Lose,0,2,,1,12500.0,3125.0,0.5,H,T,Lose,1,1,,1,12500.0,3125.0,1.0,H,H,Win,2,0,,1,12500.0,3125.0,0.5,H,T,Lose,1,1,,1,7500.0,1875.0,0.5,H,H,Win,1,1,,1,12500.0,3125.0,1.0,H,H,Win,2,0,,1,7500.0,1875.0,0.0,H,T,Lose,0,2,
2,5625.0,1406.25,0.3,H,H,Win,1,2,,2,15625.0,3906.25,0.7,T,T,Win,2,1,,2,9375.0,2343.75,0.3,H,T,Lose,1,2,,2,5625.0,1406.25,0.3,H,H,Win,1,2,,2,9375.0,2343.75,0.7,H,H,Win,2,1,,2,15625.0,3906.25,1.0,T,H,Lose,3,0,,2,9375.0,2343.75,0.7,H,H,Win,2,1,,2,9375.0,2343.75,0.7,H,H,Win,2,1,,2,15625.0,3906.25,0.7,T,T,Win,2,1,,2,5625.0,1406.25,0.0,H,T,Lose,0,3,
3,7031.25,1757.8125,0.5,H,H,Win,2,2,,3,19531.25,4882.8125,0.8,H,H,Win,3,1,,3,7031.25,1757.8125,0.5,H,H,Win,2,2,,3,7031.25,1757.8125,0.2,H,T,Lose,1,3,,3,11718.75,2929.6875,0.5,H,T,Lose,2,2,,3,11718.75,2929.6875,0.8,T,T,Win,3,1,,3,11718.75,2929.6875,0.8,H,H,Win,3,1,,3,11718.75,2929.6875,0.8,H,H,Win,3,1,,3,19531.25,4882.8125,0.8,H,H,Win,3,1,,3,4218.75,1054.6875,0.0,H,T,Lose,0,4,
4,8789.0625,2197.265625,0.6,H,H,Win,3,2,,4,24414.0625,6103.515625,0.8,T,H,Lose,4,1,,4,8789.0625,2197.265625,0.4,H,T,Lose,2,3,,4,5273.4375,1318.359375,0.2,H,T,Lose,1,4,,4,8789.0625,2197.265625,0.6,H,H,Win,3,2,,4,14648.4375,3662.109375,0.8,T,H,Lose,4,1,,4,14648.4375,3662.109375,0.6,T,T,Win,3,2,,4,14648.4375,3662.109375,0.8,T,H,Lose,4,1,,4,24414.0625,6103.515625,0.6,T,T,Win,3,2,,4,3164.0625,791.015625,0.0,H,T,Lose,0,5,
5,10986.328125,2746.58203125,0.5,H,T,Lose,3,3,,5,18310.546875,4577.63671875,0.8,T,H,Lose,5,1,,5,6591.796875,1647.94921875,0.3,H,T,Lose,2,4,,5,3955.078125,988.76953125,0.2,H,T,Lose,1,5,,5,10986.328125,2746.58203125,0.7,H,H,Win,4,2,,5,10986.328125,2746.58203125,0.7,T,T,Win,4,2,,5,18310.546875,4577.63671875,0.5,H,T,Lose,3,3,,5,10986.328125,2746.58203125,0.7,T,T,Win,4,2,,5,30517.578125,7629.39453125,0.5,H,T,Lose,3,3,,5,2373.046875,593.26171875,0.2,H,H,Win,1,5,
6,8239.74609375,2059.9365234375,0.6,H,H,Win,4,3,,6,13732.91015625,3433.2275390625,0.7,T,T,Win,5,2,,6,4943.84765625,1235.9619140625,0.3,H,T,Lose,2,5,,6,2966.30859375,741.5771484375,0.3,H,H,Win,2,5,,6,13732.91015625,3433.2275390625,0.7,T,H,Lose,5,2,,6,13732.91015625,3433.2275390625,0.7,T,H,Lose,5,2,,6,13732.91015625,3433.2275390625,0.6,H,H,Win,4,3,,6,13732.91015625,3433.2275390625,0.6,T,T,Win,4,3,,6,22888.18359375,5722.0458984375,0.4,H,T,Lose,3,4,,6,2966.30859375,741.5771484375,0.3,H,H,Win,2,5,
7,10299.6826171875,2574.920654296875,0.6,H,H,Win,5,3,,7,17166.1376953125,4291.534423828125,0.8,T,H,Lose,6,2,,7,3707.8857421875,926.971435546875,0.4,H,H,Win,3,5,,7,3707.8857421875,926.971435546875,0.4,H,H,Win,3,5,,7,10299.6826171875,2574.920654296875,0.6,T,T,Win,5,3,,7,10299.6826171875,2574.920654296875,0.8,T,H,Lose,6,2,,7,17166.1376953125,4291.534423828125,0.6,H,H,Win,5,3,,7,17166.1376953125,4291.534423828125,0.5,H,T,Lose,4,4,,7,17166.1376953125,4291.534423828125,0.5,H,H,Win,4,4,,7,3707.8857421875,926.971435546875,0.2,H,T,Lose,2,6,
8,12874.603271484375,3218.6508178710938,0.6,T,T,Win,5,4,,8,12874.603271484375,3218.6508178710938,0.7,T,T,Win,6,3,,8,4634.857177734375,1158.7142944335938,0.3,H,T,Lose,3,6,,8,4634.857177734375,1158.7142944335938,0.4,H,H,Win,4,5,,8,12874.603271484375,3218.6508178710938,0.6,T,T,Win,5,4,,8,7724.761962890625,1931.1904907226562,0.8,T,H,Lose,7,2,,8,21457.672119140625,5364.418029785156,0.7,T,H,Lose,6,3,,8,12874.603271484375,3218.6508178710938,0.4,H,T,Lose,4,5,,8,21457.672119140625,5364.418029785156,0.6,H,H,Win,5,4,,8,2780.914306640625,695.2285766601562,0.2,H,T,Lose,2,7,
9,16093.254089355469,4023.313522338867,0.6,H,H,Win,6,4,,9,16093.254089355469,4023.313522338867,0.6,T,T,Win,6,4,,9,3476.1428833007812,869.0357208251953,0.3,H,T,Lose,3,7,,9,5793.571472167969,1448.3928680419922,0.4,H,T,Lose,4,6,,9,16093.254089355469,4023.313522338867,0.6,H,H,Win,6,4,,9,5793.571472167969,1448.3928680419922,0.8,T,H,Lose,8,2,,9,16093.254089355469,4023.313522338867,0.6,T,T,Win,6,4,,9,9655.952453613281,2413.9881134033203,0.5,H,H,Win,5,5,,9,26822.09014892578,6705.522537231445,0.6,H,H,Win,6,4,,9,2085.6857299804688,521.4214324951172,0.2,H,T,Lose,2,8,
10,20116.567611694336,5029.141902923584,0.6,H,H,Win,7,4,,10,20116.567611694336,5029.141902923584,0.6,H,H,Win,7,4,,10,2607.107162475586,651.7767906188965,0.3,H,T,Lose,3,8,,10,4345.178604125977,1086.2946510314941,0.5,H,H,Win,5,6,,10,20116.567611694336,5029.141902923584,0.5,H,T,Lose,6,5,,10,4345.178604125977,1086.2946510314941,0.8,T,H,Lose,9,2,,10,20116.567611694336,5029.141902923584,0.6,H,H,Win,7,4,,10,12069.940567016602,3017.4851417541504,0.5,H,T,Lose,5,6,,10,33527.61268615723,8381.903171539307,0.5,H,T,Lose,6,5,,10,1564.2642974853516,391.0660743713379,0.3,H,H,Win,3,8,
11,25145.70951461792,6286.42737865448,0.6,T,T,Win,7,5,,11,25145.70951461792,6286.42737865448,0.7,T,H,Lose,8,4,,11,1955.3303718566895,488.83259296417236,0.3,H,H,Win,4,8,,11,5431.473255157471,1357.8683137893677,0.4,H,T,Lose,5,7,,11,15087.425708770752,3771.856427192688,0.6,H,H,Win,7,5,,11,3258.8839530944824,814.7209882736206,0.8,T,T,Win,9,3,,11,25145.70951461792,6286.42737865448,0.7,T,H,Lose,8,4,,11,9052.455425262451,2263.113856315613,0.5,H,H,Win,6,6,,11,25145.70951461792,6286.42737865448,0.5,H,T,Lose,6,6,,11,1955.3303718566895,488.83259296417236,0.3,H,H,Win,4,8,
12,31432.1368932724,7858.0342233181,0.6,H,H,Win,8,5,,12,18859.28213596344,4714.82053399086,0.7,T,H,Lose,9,4,,12,2444.162964820862,611.0407412052155,0.4,H,H,Win,5,8,,12,4073.604941368103,1018.4012353420258,0.5,H,H,Win,6,7,,12,18859.28213596344,4714.82053399086,0.5,H,T,Lose,7,6,,12,4073.604941368103,1018.4012353420258,0.7,T,T,Win,9,4,,12,18859.28213596344,4714.82053399086,0.7,T,H,Lose,9,4,,12,11315.569281578064,2828.892320394516,0.5,H,T,Lose,6,7,,12,18859.28213596344,4714.82053399086,0.5,H,T,Lose,6,7,,12,2444.162964820862,611.0407412052155,0.3,H,T,Lose,4,9,
13,39290.1711165905,9822.542779147625,0.6,T,H,Lose,9,5,,13,14144.46160197258,3536.115400493145,0.6,T,T,Win,9,5,,13,3055.2037060260773,763.8009265065193,0.4,H,T,Lose,5,9,,13,5092.006176710129,1273.0015441775322,0.4,H,T,Lose,6,8,,13,14144.46160197258,3536.115400493145,0.5,H,T,Lose,7,7,,13,5092.006176710129,1273.0015441775322,0.6,T,T,Win,9,5,,13,14144.46160197258,3536.115400493145,0.7,T,H,Lose,10,4,,13,8486.676961183548,2121.669240295887,0.5,H,H,Win,7,7,,13,14144.46160197258,3536.115400493145,0.5,H,H,Win,7,7,,13,1833.1222236156464,458.2805559039116,0.4,H,H,Win,5,9,
14,29467.628337442875,7366.907084360719,0.6,T,T,Win,9,6,,14,17680.577002465725,4420.144250616431,0.6,T,T,Win,9,6,,14,2291.402779519558,572.8506948798895,0.3,H,T,Lose,5,10,,14,3819.0046325325966,954.7511581331491,0.5,H,H,Win,7,8,,14,10608.346201479435,2652.0865503698587,0.5,H,T,Lose,7,8,,14,6365.007720887661,1591.2519302219152,0.7,T,H,Lose,10,5,,14,10608.346201479435,2652.0865503698587,0.7,T,T,Win,10,5,,14,10608.346201479435,2652.0865503698587,0.5,H,H,Win,8,7,,14,17680.577002465725,4420.144250616431,0.5,H,T,Lose,7,8,,14,2291.402779519558,572.8506948798895,0.3,H,T,Lose,5,10,
15,36834.53542180359,9208.633855450898,0.6,T,T,Win,9,7,,15,22100.721253082156,5525.180313270539,0.6,T,T,Win,9,7,,15,1718.5520846396685,429.6380211599171,0.4,H,H,Win,6,10,,15,4773.755790665746,1193.4389476664364,0.5,H,H,Win,8,8,,15,7956.259651109576,1989.064912777394,0.4,H,T,Lose,7,9,,15,4773.755790665746,1193.4389476664364,0.7,T,H,Lose,11,5,,15,13260.432751849294,3315.1081879623234,0.6,T,T,Win,10,6,,15,13260.432751849294,3315.1081879623234,0.5,H,T,Lose,8,8,,15,13260.432751849294,3315.1081879623234,0.4,H,T,Lose,7,9,,15,1718.5520846396685,429.6380211599171,0.4,H,H,Win,6,10,
16,46043.16927725449,11510.792319313623,0.6,H,H,Win,10,7,,16,27625.901566352695,6906.475391588174,0.5,H,T,Lose,9,8,,16,2148.1901057995856,537.0475264498964,0.4,H,H,Win,7,10,,16,5967.194738332182,1491.7986845830455,0.5,H,T,Lose,8,9,,16,5967.194738332182,1491.7986845830455,0.4,H,T,Lose,7,10,,16,3580.3168429993093,895.0792107498273,0.6,T,T,Win,11,6,,16,16575.540939811617,4143.885234952904,0.6,T,H,Lose,11,6,,16,9945.32456388697,2486.3311409717426,0.5,H,T,Lose,8,9,,16,9945.32456388697,2486.3311409717426,0.4,H,T,Lose,7,10,,16,2148.1901057995856,537.0475264498964,0.4,H,T,Lose,6,11,
